"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Tye Felhaber","LW","OTT","19.113","68","23","20","10","43","53","194","11.86","0.34","0.29","0.15","0.63","0.78","2.85","23.59","0.35","1091.26","16.05","1.26","1.1","0.55","2.36","2.91","10.67","1.3","14.95","14.46","47.89","51.79","6.64","50.74","69","67","6","25","24.0","8","40","20.0","9","129","6.98","39","76","51.32"
"","Taylor Raddysh","RW","SSM/ER","19.573","58","23","20","6","43","49","139","16.55","0.4","0.34","0.1","0.74","0.84","2.4","19.36","0.33","858.46","14.8","1.61","1.4","0.42","3.01","3.42","9.72","1.35","15.57","14.61","56.4","50.91","7.65","59.63","65","44","6","29","20.69","6","23","26.09","11","87","12.64","29","56","51.79"
"","Sasha Chmelevski","C","OTT","18.27","68","26","14","11","40","51","218","11.93","0.38","0.21","0.16","0.59","0.75","3.21","26.46","0.39","1122.49","16.51","1.39","0.75","0.59","2.14","2.73","11.65","1.41","15.29","14.34","47.91","51.94","7.33","51.08","71","68","6","35","17.14","7","40","17.5","13","143","9.09","422","754","55.97"
"","Jason Willms","C","BAR","18.601","68","20","19","5","39","44","144","13.89","0.29","0.28","0.07","0.57","0.65","2.12","19.3","0.28","842.72","12.39","1.42","1.35","0.36","2.78","3.13","10.25","1.37","13.72","14.08","58.48","48.46","6.85","63.54","61","35","5","24","20.83","3","22","13.64","12","98","12.24","423","798","53.01"
"","Cliff Pu","C","LDN/KGN","19.286","65","16","22","12","38","50","148","10.81","0.25","0.34","0.18","0.58","0.77","2.28","20.73","0.32","1039.06","15.99","0.92","1.27","0.69","2.19","2.89","8.55","1.2","16.18","14.26","55.78","49.71","17.84","63.72","72","41","4","28","14.29","6","27","22.22","6","93","6.45","341","555","61.44"
"","Kyle Maksimovich","LW","ER","19.519","65","26","12","10","38","48","145","17.93","0.4","0.18","0.15","0.58","0.74","2.23","17.31","0.27","978.73","15.06","1.59","0.74","0.61","2.33","2.94","8.89","1.06","15.2","14.61","47.81","51.46","9.01","50.83","61","59","4","22","18.18","11","34","32.35","11","89","12.36","44","105","41.9"
"","Nicholas Caamano","RW","HAM/FLNT","19.023","64","18","20","9","38","47","186","9.68","0.28","0.31","0.14","0.59","0.73","2.91","22.89","0.36","927.07","14.49","1.16","1.29","0.58","2.46","3.04","12.04","1.48","14.79","14.23","49.93","49.88","6.36","55.66","59","47","8","39","20.51","4","39","10.26","6","108","5.56","15","35","42.86"
"","Kole Sherwood","RW","KIT","20.647","57","23","15","4","38","42","155","14.84","0.4","0.26","0.07","0.67","0.74","2.72","20.56","0.36","862.29","15.13","1.6","1.04","0.28","2.64","2.92","10.79","1.43","15.09","14.38","54.82","49.86","11.55","61.0","61","39","1","14","7.14","10","33","30.3","12","108","11.11","82","162","50.62"
"","Jason Robertson","RW","KGN","18.152","68","23","14","11","37","48","216","10.65","0.34","0.21","0.16","0.54","0.71","3.18","28.36","0.42","1071.55","15.76","1.29","0.78","0.62","2.07","2.69","12.09","1.59","15.33","13.94","53.36","50.4","8.56","58.56","65","46","5","27","18.52","8","45","17.78","10","144","6.94","1","6","16.67"
"","Kevin Hancock","LW","OS","19.54","53","15","22","9","37","46","170","8.82","0.28","0.42","0.17","0.7","0.87","3.21","17.5","0.33","818.46","15.44","1.1","1.61","0.66","2.71","3.37","12.46","1.28","15.65","14.63","55.33","49.69","4.46","58.18","64","46","2","14","14.29","4","23","17.39","9","133","6.77","261","439","59.45"
"","Zachary Magwood","C","BAR","19.401","65","19","18","8","37","45","105","18.1","0.29","0.28","0.12","0.57","0.69","1.62","12.44","0.19","787.91","12.12","1.45","1.37","0.61","2.82","3.43","8.0","0.95","13.89","13.86","58.14","48.03","3.44","60.64","57","37","5","18","27.78","3","18","16.67","11","69","15.94","34","70","48.57"
"","Matthew Strome","LW","HAM","18.692","65","25","12","8","37","45","134","18.66","0.38","0.18","0.12","0.57","0.69","2.06","21.02","0.32","966.29","14.87","1.55","0.75","0.5","2.3","2.79","8.32","1.31","14.8","14.21","55.84","49.62","-4.91","54.55","60","50","12","28","42.86","2","27","7.41","11","79","13.92","56","94","59.57"
"","Adam Ruzicka","C","SAR","18.349","63","23","14","5","37","42","160","14.37","0.37","0.22","0.08","0.59","0.67","2.54","19.96","0.32","851.51","13.52","1.62","0.99","0.35","2.61","2.96","11.27","1.41","13.92","14.14","54.67","49.59","5.28","62.86","66","39","8","26","30.77","2","21","9.52","13","113","11.5","513","889","57.71"
"","Luke Burghardt","LW","NB","19.346","68","22","14","12","36","48","147","14.97","0.32","0.21","0.18","0.53","0.71","2.16","16.88","0.25","987.01","14.51","1.34","0.85","0.73","2.19","2.92","8.94","1.03","15.7","14.18","50.33","50.77","8.75","53.7","58","50","4","24","16.67","9","37","24.32","9","86","10.47","206","411","50.12"
"","Kirill Maksimov","RW","NIAG","18.292","62","19","17","11","36","47","128","14.84","0.31","0.27","0.18","0.58","0.76","2.06","14.27","0.23","849.34","13.7","1.34","1.2","0.78","2.54","3.32","9.04","1.01","13.96","14.3","53.38","49.16","22.79","65.96","62","32","4","15","26.67","5","18","27.78","10","95","10.53","2","9","22.22"
"","Owen Tippett","RW","MISS","18.579","51","25","11","8","36","44","204","12.25","0.49","0.22","0.16","0.71","0.86","4.0","24.76","0.49","885.99","17.37","1.69","0.74","0.54","2.44","2.98","13.82","1.68","14.98","14.08","49.94","50.34","4.64","52.29","57","52","4","19","21.05","9","37","24.32","12","148","8.11","3","13","23.08"
"","Travis Barron","LW","OTT","19.08","67","17","19","6","36","42","175","9.71","0.25","0.28","0.09","0.54","0.63","2.61","20.0","0.3","1157.99","17.28","0.88","0.98","0.31","1.87","2.18","9.07","1.04","14.89","14.4","48.19","51.89","0.82","48.7","75","79","8","32","25.0","2","36","5.56","7","107","6.54","158","329","48.02"
"","Hayden Verbeek","C","SSM","19.913","67","24","11","12","35","47","142","16.9","0.36","0.16","0.18","0.52","0.7","2.12","18.2","0.27","904.92","13.51","1.59","0.73","0.8","2.32","3.12","9.42","1.21","14.36","13.85","62.53","49.36","-2.87","61.22","60","38","12","27","44.44","2","28","7.14","10","87","11.49","464","919","50.49"
"","Ben Jones","C","NIAG","18.552","68","16","19","11","35","46","130","12.31","0.24","0.28","0.16","0.51","0.68","1.91","12.96","0.19","900.89","13.25","1.07","1.27","0.73","2.33","3.06","8.66","0.86","13.79","14.48","54.09","49.49","10.66","57.58","57","42","9","27","33.33","3","12","25.0","4","91","4.4","501","927","54.05"
"","Aidan Dudas","C","OS","17.252","68","23","12","11","35","46","166","13.86","0.34","0.18","0.16","0.51","0.68","2.44","18.49","0.27","937.91","13.79","1.47","0.77","0.7","2.24","2.94","10.62","1.18","14.45","13.95","52.78","49.38","-0.12","53.51","61","53","6","20","30.0","8","33","24.24","9","113","7.96","391","787","49.68"
"","Ivan Lodnia","RW","ER","18.043","62","14","21","10","35","45","158","8.86","0.23","0.34","0.16","0.56","0.73","2.55","20.67","0.33","947.7","15.29","0.89","1.33","0.63","2.22","2.85","10.0","1.31","15.27","14.48","48.19","51.65","9.89","52.68","59","53","6","30","20.0","3","26","11.54","5","102","4.9","255","612","41.67"
"","Allan McShane","C","OSH","17.586","67","13","22","9","35","44","114","11.4","0.19","0.33","0.13","0.52","0.66","1.7","13.17","0.2","886.56","13.23","0.88","1.49","0.61","2.37","2.98","7.72","0.89","13.86","14.12","51.17","50.13","3.77","54.0","54","46","5","17","29.41","4","24","16.67","4","73","5.48","296","541","54.71"
"","Nikita Korostelev","RW","PBO","20.6","64","20","15","3","35","38","148","13.51","0.31","0.23","0.05","0.55","0.59","2.31","16.97","0.27","939.73","14.68","1.28","0.96","0.19","2.23","2.43","9.45","1.08","13.71","14.21","45.53","51.84","7.03","48.18","53","57","3","14","21.43","2","18","11.11","15","116","12.93","1","14","7.14"
"","Drake Rymsha","C","SAR","19.111","68","19","15","15","34","49","151","12.58","0.28","0.22","0.22","0.5","0.72","2.22","21.81","0.32","935.48","13.76","1.22","0.96","0.96","2.18","3.14","9.68","1.4","14.11","14.38","56.12","49.23","1.0","57.38","70","52","7","29","24.14","5","31","16.13","7","91","7.69","549","868","63.25"
"","Robert Thomas","C","HAM/LDN","18.207","49","14","20","12","34","46","74","18.92","0.29","0.41","0.24","0.69","0.94","1.51","9.86","0.2","754.19","15.39","1.11","1.59","0.95","2.7","3.66","5.89","0.78","15.9","14.16","56.72","48.85","10.6","64.77","57","31","2","11","18.18","5","19","26.32","7","44","15.91","432","754","57.29"
"","Tim Gettinger","LW","SSM","19.423","66","20","14","11","34","45","186","10.75","0.3","0.21","0.17","0.52","0.68","2.82","21.14","0.32","952.75","14.44","1.26","0.88","0.69","2.14","2.83","11.71","1.33","14.19","13.92","62.46","49.82","1.98","64.42","67","37","5","22","22.73","4","27","14.81","11","137","8.03","28","51","54.9"
"","Maksim Sushko","RW","OS","18.596","60","21","13","7","34","41","107","19.63","0.35","0.22","0.12","0.57","0.68","1.78","13.97","0.23","775.55","12.93","1.62","1.01","0.54","2.63","3.17","8.28","1.08","14.9","14.12","53.34","49.5","-2.87","53.06","52","46","4","13","30.77","10","25","40.0","7","69","10.14","7","16","43.75"
"","Pavel Gogolev","RW","PBO","17.572","66","27","7","6","34","40","150","18.0","0.41","0.11","0.09","0.52","0.61","2.27","14.98","0.23","973.33","14.75","1.66","0.43","0.37","2.1","2.47","9.25","0.92","13.65","14.21","43.98","50.73","7.01","48.72","57","60","8","16","50.0","8","23","34.78","11","111","9.91","5","17","29.41"
"","Jack Kopacka","RW","SSM","19.532","66","21","13","6","34","40","162","12.96","0.32","0.2","0.09","0.52","0.61","2.45","18.4","0.28","878.35","13.31","1.43","0.89","0.41","2.32","2.73","11.07","1.26","14.29","14.26","64.06","48.31","0.26","63.74","58","33","3","22","13.64","3","28","10.71","15","112","13.39","20","36","55.56"
"","Ryan Moore","LW","HAM/FLNT","20.436","63","15","18","16","33","49","144","10.42","0.24","0.29","0.25","0.52","0.78","2.29","18.27","0.29","948.51","15.06","0.95","1.14","1.01","2.09","3.1","9.11","1.16","14.75","14.03","49.63","49.6","1.41","51.67","62","58","8","35","22.86","2","18","11.11","5","91","5.49","403","813","49.57"
"","Jack Studnicka","C","OSH","18.574","66","13","20","7","33","40","150","8.67","0.2","0.3","0.11","0.5","0.61","2.27","16.83","0.26","896.27","13.58","0.87","1.34","0.47","2.21","2.68","10.04","1.13","14.09","14.3","51.23","50.59","13.63","60.42","58","38","5","19","26.32","3","28","10.71","5","103","4.85","479","904","52.99"
"","Serron Noel","RW","OSH","17.104","62","22","11","6","33","39","83","26.51","0.35","0.18","0.1","0.53","0.63","1.34","15.41","0.25","802.04","12.94","1.65","0.82","0.45","2.47","2.92","6.21","1.15","14.15","14.44","52.22","50.22","-4.08","49.47","47","48","12","34","35.29","9","20","45.0","1","29","3.45","5","17","29.41"
"","Isaac Ratcliffe","LW","GUE","18.582","67","24","9","6","33","39","199","12.06","0.36","0.13","0.09","0.49","0.58","2.97","24.44","0.36","1068.43","15.95","1.35","0.51","0.34","1.85","2.19","11.18","1.37","15.52","14.21","44.28","51.56","-7.02","39.84","49","74","4","24","16.67","4","33","12.12","16","142","11.27","11","29","37.93"
"","Curtis Douglas","C","WSR/BAR","17.528","66","21","12","5","33","38","143","14.69","0.32","0.18","0.08","0.5","0.58","2.17","17.75","0.27","893.34","13.54","1.41","0.81","0.34","2.22","2.55","9.6","1.19","13.55","13.98","53.1","49.44","4.48","58.33","56","40","8","29","27.59","6","23","26.09","7","91","7.69","112","243","46.09"
"","Matthew Struthers","C","OS/NB","17.722","62","22","10","10","32","42","131","16.79","0.35","0.16","0.16","0.52","0.68","2.11","16.59","0.27","880.04","14.19","1.5","0.68","0.68","2.18","2.86","8.93","1.13","15.22","14.1","51.76","48.46","9.41","56.25","54","42","5","24","20.83","6","28","21.43","11","79","13.92","334","730","45.75"
"","Ethan Szypula","C","OS","20.63","67","13","19","8","32","40","139","9.35","0.19","0.28","0.12","0.48","0.6","2.07","12.17","0.18","896.55","13.38","0.87","1.27","0.54","2.14","2.68","9.3","0.81","15.04","14.13","53.52","49.22","-1.78","52.29","57","52","3","14","21.43","2","19","10.53","8","106","7.55","84","181","46.41"
"","Brandon Saigeon","C","HAM","19.256","65","17","15","7","32","39","151","11.26","0.26","0.23","0.11","0.49","0.6","2.32","15.31","0.24","875.22","13.46","1.17","1.03","0.48","2.19","2.67","10.35","1.05","14.58","14.05","56.44","48.67","11.32","65.91","58","30","5","20","25.0","5","20","25.0","7","111","6.31","574","1025","56.0"
"","Johnny Corneil","LW","NIAG","20.083","64","17","15","7","32","39","128","13.28","0.27","0.23","0.11","0.5","0.61","2.0","15.86","0.25","831.17","12.99","1.23","1.08","0.51","2.31","2.82","9.24","1.14","13.9","14.49","53.87","49.44","16.33","62.22","56","34","5","22","22.73","5","18","27.78","7","88","7.95","3","15","20.0"
"","Jordan Ernst","LW","SAR","20.244","68","21","11","6","32","38","170","12.35","0.31","0.16","0.09","0.47","0.56","2.5","16.81","0.25","797.33","11.73","1.58","0.83","0.45","2.41","2.86","12.79","1.26","13.27","13.82","55.19","48.87","3.27","59.26","48","33","6","20","30.0","7","32","21.88","8","118","6.78","9","26","34.62"
"","Blade Jenkins","LW","SAG","17.095","68","16","16","4","32","36","114","14.04","0.24","0.24","0.06","0.47","0.53","1.68","13.13","0.19","915.19","13.46","1.05","1.05","0.26","2.1","2.36","7.47","0.86","14.6","14.21","46.37","49.59","0.01","45.74","43","51","3","22","13.64","3","21","14.29","10","71","14.08","74","156","47.44"
"","Akil Thomas","RW","NIAG","17.703","68","16","15","14","31","45","139","11.51","0.24","0.22","0.21","0.46","0.66","2.04","15.34","0.23","946.98","13.93","1.01","0.95","0.89","1.96","2.85","8.81","0.97","13.71","14.23","52.85","50.05","10.88","57.41","62","46","3","19","15.79","3","22","13.64","10","98","10.2","460","889","51.74"
"","Mathieu Foget","RW","MISS/OTT","20.529","68","10","21","9","31","40","107","9.35","0.15","0.31","0.13","0.46","0.59","1.57","12.66","0.19","926.05","13.62","0.65","1.36","0.58","2.01","2.59","6.93","0.82","15.49","14.22","49.5","51.93","6.57","50.91","56","54","0","14","0.0","5","23","21.74","5","70","7.14","315","584","53.94"
"","Hugo Leufvenius","LW","SAR","18.475","68","14","17","7","31","38","114","12.28","0.21","0.25","0.1","0.46","0.56","1.68","11.01","0.16","793.25","11.67","1.06","1.29","0.53","2.34","2.87","8.62","0.83","13.68","14.17","55.58","49.31","3.5","59.34","54","37","5","14","35.71","0","24","0.0","9","76","11.84","4","14","28.57"
"","Jonathan Ang","C","SAR/PBO","19.623","65","14","17","7","31","38","99","14.14","0.22","0.26","0.11","0.48","0.58","1.52","12.95","0.2","879.99","13.54","0.95","1.16","0.48","2.11","2.59","6.75","0.88","14.13","14.15","49.26","50.85","5.72","54.05","60","51","5","17","29.41","1","17","5.88","8","65","12.31","294","541","54.34"
"","Will Bitten","C","HAM","19.185","62","15","16","7","31","38","123","12.2","0.24","0.26","0.11","0.5","0.61","1.98","16.53","0.27","885.75","14.29","1.02","1.08","0.47","2.1","2.57","8.33","1.12","14.95","14.17","55.61","49.66","-5.6","53.0","53","47","4","29","13.79","5","24","20.83","6","70","8.57","183","363","50.41"
"","Trent Fox","LW","MISS","20.167","60","18","13","6","31","37","165","10.91","0.3","0.22","0.1","0.52","0.62","2.75","18.33","0.31","879.3","14.65","1.23","0.89","0.41","2.12","2.52","11.26","1.25","14.99","14.13","49.47","50.62","6.58","50.5","51","50","3","18","16.67","7","37","18.92","8","110","7.27","222","436","50.92"
"","Evan Bouchard","D","LDN","17.906","67","10","20","15","30","45","172","5.81","0.15","0.3","0.22","0.45","0.67","2.57","10.79","0.16","1400.97","20.91","0.43","0.86","0.64","1.28","1.93","7.37","0.46","13.9","14.3","53.53","49.86","4.95","53.9","76","65","2","9","22.22","2","8","25.0","6","155","3.87","0","0","0.0"
"","Jaden Peca","RW","BAR","18.412","64","12","18","11","30","41","90","13.33","0.19","0.28","0.17","0.47","0.64","1.41","8.94","0.14","743.5","11.62","0.97","1.45","0.89","2.42","3.31","7.26","0.72","13.51","13.96","57.37","48.04","10.19","65.88","56","29","1","15","6.67","1","10","10.0","10","65","15.38","4","17","23.53"
"","Nicolas Hague","D","MISS","18.779","67","20","10","10","30","40","149","13.42","0.3","0.15","0.15","0.45","0.6","2.22","10.99","0.16","1469.08","21.93","0.82","0.41","0.41","1.23","1.63","6.09","0.45","13.86","14.07","48.71","50.64","6.87","51.65","94","88","4","9","44.44","3","7","42.86","13","133","9.77","4","4","100.0"
"","Domenico Commisso","C","OSH","19.571","63","18","12","10","30","40","110","16.36","0.29","0.19","0.16","0.48","0.63","1.75","14.05","0.22","823.89","13.08","1.31","0.87","0.73","2.18","2.91","8.01","1.02","13.88","14.2","51.68","50.15","-4.01","48.35","44","47","6","18","33.33","6","25","24.0","6","67","8.96","384","690","55.65"
"","Albert Michnac","C","MISS","18.911","59","13","16","15","29","44","122","10.66","0.22","0.27","0.25","0.49","0.75","2.07","14.75","0.25","872.7","14.79","0.89","1.1","1.03","1.99","3.03","8.39","1.01","14.93","14.22","49.02","51.33","4.34","51.4","55","52","6","15","40.0","2","26","7.69","5","81","6.17","6","12","50.0"
"","Nathan Dunkley","LW","LDN/KGN","17.531","60","14","15","12","29","41","76","18.42","0.23","0.25","0.2","0.48","0.68","1.27","11.13","0.19","831.52","13.86","1.01","1.08","0.87","2.09","2.96","5.48","0.8","14.92","14.09","52.86","49.33","16.52","62.89","61","36","3","15","20.0","6","21","28.57","5","40","12.5","265","479","55.32"
"","Arthur Kaliyev","RW","HAM","16.222","68","26","3","10","29","39","168","15.48","0.38","0.04","0.15","0.43","0.57","2.47","21.25","0.31","881.23","12.96","1.77","0.2","0.68","1.97","2.66","11.44","1.45","14.41","13.69","55.3","48.7","7.14","62.65","52","31","5","28","17.86","12","48","25.0","9","92","9.78","2","5","40.0"
"","Anthony Salinitri","LW","SAR","19.532","67","19","10","9","29","38","142","13.38","0.28","0.15","0.13","0.43","0.57","2.12","19.48","0.29","860.46","12.84","1.32","0.7","0.63","2.02","2.65","9.9","1.36","14.13","14.21","55.69","49.18","-1.62","56.19","59","46","7","26","26.92","6","29","20.69","6","87","6.9","27","45","60.0"
"","Gabriel Vilardi","C","KGN","18.084","32","14","15","7","29","36","83","16.87","0.44","0.47","0.22","0.91","1.12","2.59","11.4","0.36","557.51","17.42","1.51","1.61","0.75","3.12","3.87","8.93","1.23","16.24","14.52","55.51","50.56","29.59","66.67","44","22","2","8","25.0","1","11","9.09","11","64","17.19","234","460","50.87"
"","Austen Keating","C","OTT","18.527","66","17","12","7","29","36","136","12.5","0.26","0.18","0.11","0.44","0.55","2.06","17.89","0.27","888.17","13.46","1.15","0.81","0.47","1.96","2.43","9.19","1.21","14.15","14.17","47.48","50.9","8.39","52.48","53","48","6","29","20.69","5","26","19.23","6","81","7.41","150","316","47.47"
"","Patrick Fellows","LW","ER","20.247","68","11","18","6","29","35","99","11.11","0.16","0.26","0.09","0.43","0.51","1.46","12.2","0.18","839.97","12.35","0.79","1.29","0.43","2.07","2.5","7.07","0.87","14.33","13.98","45.25","50.89","3.27","47.25","43","48","5","21","23.81","1","19","5.26","5","59","8.47","14","37","37.84"
"","Cole Carter","RW","MISS/KIT","19.195","66","20","9","5","29","34","154","12.99","0.3","0.14","0.08","0.44","0.52","2.33","18.09","0.27","837.44","12.69","1.43","0.64","0.36","2.08","2.44","11.03","1.3","15.13","14.23","51.32","48.98","2.48","54.65","47","39","8","25","32.0","4","27","14.81","8","102","7.84","24","53","45.28"
"","Cole Purboo","RW","WSR","18.245","68","15","13","7","28","35","128","11.72","0.22","0.19","0.1","0.41","0.51","1.88","14.57","0.21","916.74","13.48","0.98","0.85","0.46","1.83","2.29","8.38","0.95","14.39","14.19","51.76","49.48","0.95","52.27","46","42","6","22","27.27","4","22","18.18","5","84","5.95","0","6","0.0"
"","Ryan Suzuki","C","BAR","16.301","64","12","16","7","28","35","73","16.44","0.19","0.25","0.11","0.44","0.55","1.14","8.85","0.14","735.36","11.49","0.98","1.31","0.57","2.28","2.86","5.96","0.72","13.85","14.06","58.48","49.19","2.22","59.77","52","35","4","10","40.0","3","19","15.79","5","44","11.36","100","223","44.84"
"","Logan Brown","C","WSR/KIT","19.532","32","17","11","5","28","33","93","18.28","0.53","0.34","0.16","0.88","1.03","2.91","10.17","0.32","557.38","17.42","1.83","1.18","0.54","3.01","3.55","10.01","1.09","15.99","14.77","53.72","51.11","19.76","60.87","42","27","3","19","15.79","3","16","18.75","11","58","18.97","129","274","47.08"
"","Jake Smith","RW","WSR","20.203","59","14","14","5","28","33","120","11.67","0.24","0.24","0.08","0.47","0.56","2.03","10.07","0.17","847.47","14.36","0.99","0.99","0.35","1.98","2.34","8.5","0.71","14.8","14.26","52.25","50.18","-0.09","48.81","41","43","2","12","16.67","2","14","14.29","10","94","10.64","9","20","45.0"
"","Connor Bunnaman","C","KIT","19.417","66","17","11","5","28","33","154","11.04","0.26","0.17","0.08","0.42","0.5","2.33","17.94","0.27","882.91","13.38","1.16","0.75","0.34","1.9","2.24","10.47","1.22","14.66","14.46","53.05","49.33","-6.14","50.0","46","46","4","14","28.57","4","33","12.12","9","107","8.41","200","339","59.0"
"","Ryan McLeod","C","MISS","17.985","68","17","10","10","27","37","119","14.29","0.25","0.15","0.15","0.4","0.54","1.75","12.33","0.18","905.65","13.32","1.13","0.66","0.66","1.79","2.45","7.88","0.82","15.3","14.08","48.92","50.32","8.35","53.85","56","48","2","11","18.18","2","20","10.0","13","88","14.77","532","981","54.23"
"","Michael Pezzetta","C","SAR/SBY","19.51","62","16","11","10","27","37","135","11.85","0.26","0.18","0.16","0.44","0.6","2.18","14.12","0.23","828.99","13.37","1.16","0.8","0.72","1.95","2.68","9.77","1.02","14.57","14.08","49.31","50.95","-9.99","45.26","43","52","5","25","20.0","7","25","28.0","4","85","4.71","191","321","59.5"
"","Marian Studenic","RW","HAM","18.883","62","15","12","7","27","34","101","14.85","0.24","0.19","0.11","0.44","0.55","1.63","15.61","0.25","820.92","13.24","1.1","0.88","0.51","1.97","2.49","7.38","1.14","14.44","14.06","55.5","48.7","11.68","65.12","56","30","5","24","20.83","1","20","5.0","9","57","15.79","5","15","33.33"
"","Sean Josling","RW","SAR","18.486","68","18","9","5","27","32","122","14.75","0.26","0.13","0.07","0.4","0.47","1.79","14.39","0.21","784.29","11.53","1.38","0.69","0.38","2.07","2.45","9.33","1.1","13.65","14.12","55.68","49.35","-9.56","49.43","43","44","5","20","25.0","7","24","29.17","6","78","7.69","12","22","54.55"
