,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
0,Rouyn-Noranda Huskies,408,229,58.034,1581,1268,313,52.982,12895,11287,1608,11.285,0.906,101.933,54.914,237.635,194.865,42.77,10.925,0.9,100.839,7.649,0.108,15.208,0.221,408,356,52,55.41,1431,1247,184,52.3,26.767,0.757,393,299,94,59.227,1725,1416,309,54.39,21.847,0.819,780,613,167,59.006,9739,8624,1115,52.838,7.36,0.942
1,Blainville-Boisbriand Armada,408,227,57.224,1415,1094,321,53.63,11903,10311,1592,11.645,0.899,101.501,53.62,207.137,178.492,28.644,10.389,0.897,100.034,25.614,0.376,3.773,0.066,363,318,45,53.133,1327,1142,185,55.597,24.781,0.719,309,260,49,52.086,1547,1473,74,50.384,18.71,0.821,743,516,227,61.259,9029,7696,1333,53.893,8.557,0.938
2,Halifax Mooseheads,408,215,51.258,1545,1348,197,50.518,13217,12166,1051,11.06,0.892,100.193,52.059,261.665,241.198,20.464,12.115,0.887,100.745,-22.133,-0.317,10.822,0.151,437,375,62,53.482,1734,1534,200,53.728,24.122,0.752,370,319,51,49.138,1871,1792,79,48.888,18.431,0.818,738,654,84,50.564,9612,8840,772,50.229,7.216,0.929
3,Rimouski Oceanic,408,213,53.859,1444,1229,215,53.199,12951,11834,1117,10.202,0.899,100.056,50.963,213.553,205.76,7.789,9.828,0.893,99.095,8.293,0.114,10.167,0.174,328,376,-48,48.222,1356,1598,-242,48.834,21.197,0.777,344,271,73,56.87,1572,1344,228,53.77,21.238,0.812,772,582,190,55.209,10023,8892,1131,53.79,6.985,0.932
4,Val-d'Or Foreurs,408,199,43.086,1525,1486,39,42.742,12638,13235,-597,10.882,0.893,100.101,43.391,192.531,249.566,-57.04,10.425,0.899,100.291,9.066,0.137,-16.216,-0.194,504,341,163,50.946,1679,1384,295,46.934,28.294,0.762,352,404,-52,40.537,1697,1760,-63,42.023,21.382,0.774,669,741,-72,40.186,9262,10091,-829,42.24,6.281,0.93
5,Quebec Remparts,408,199,49.78,1361,1317,44,49.937,12063,12745,-682,10.191,0.898,100.024,53.329,205.887,180.519,25.364,10.125,0.911,101.298,1.113,0.02,-26.45,-0.402,403,286,117,58.531,1457,1166,291,56.864,24.53,0.774,316,233,83,56.03,1585,1210,375,58.083,19.273,0.79,642,798,-156,43.594,9021,10369,-1348,47.848,6.368,0.924
6,Gatineau Olympiques,408,193,50.532,1386,1348,38,48.8,11953,11722,231,11.042,0.895,100.543,47.918,211.861,227.544,-15.676,10.964,0.887,99.677,0.26,0.024,15.042,0.236,401,425,-24,42.925,1477,1567,-90,41.406,29.582,0.731,334,294,40,58.46,1732,1632,100,50.276,18.176,0.861,651,629,22,52.051,8744,8523,221,49.493,7.334,0.932
7,Drummondville Voltigeurs,408,191,51.846,1319,1369,-50,53.266,12314,11501,813,10.799,0.887,99.47,52.366,224.301,204.272,20.027,10.419,0.892,99.6,9.168,0.114,-10.352,-0.154,351,380,-29,49.891,1494,1365,129,51.742,24.882,0.736,312,310,2,54.785,1601,1573,28,52.705,20.515,0.813,656,679,-23,51.376,9219,8563,656,53.57,6.863,0.926
8,Victoriaville Tigres,408,190,53.955,1445,1374,71,49.616,12212,12929,-717,11.98,0.9,102.004,51.287,222.974,212.18,10.795,10.86,0.899,100.672,22.901,0.336,4.648,0.064,336,387,-51,48.144,1329,1560,-231,47.822,25.863,0.741,326,301,25,55.537,1524,1569,-45,50.233,21.987,0.819,783,686,97,56.074,9359,9800,-441,49.809,8.56,0.936
9,Cape Breton Screaming Eagles,408,183,49.999,1462,1524,-62,51.688,12788,12463,325,10.994,0.883,99.241,51.758,261.082,242.406,18.682,12.03,0.881,100.052,-22.458,-0.31,4.592,0.068,387,449,-62,48.107,1630,1721,-91,51.169,21.764,0.756,317,394,-77,44.566,1644,1810,-166,50.119,18.127,0.772,758,681,77,53.626,9514,8932,582,52.079,7.752,0.928
