,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Brendan Leipsic,LW,POR,18.328,68,49,49,22,98,120,0.72,0.72,0.32,1.44,1.76
1,Nicolas Petan,C,POR,17.487,71,46,47,27,93,120,0.65,0.66,0.38,1.31,1.69
2,Ty Rattie,RW,POR,19.609,62,48,36,26,84,110,0.77,0.58,0.42,1.35,1.77
3,Justin Feser,C,T.C,20.132,72,44,40,22,84,106,0.61,0.56,0.31,1.17,1.47
4,Colin Smith,C,KAM,19.239,72,41,41,24,82,106,0.57,0.57,0.33,1.14,1.47
5,Myles Bell,RW,KEL,19.075,69,38,35,20,73,93,0.55,0.51,0.29,1.06,1.35
6,Michael St. Croix,C,EDM,19.434,72,37,39,16,76,92,0.51,0.54,0.22,1.06,1.28
7,Curtis Valk,C,M.H,19.601,71,46,27,18,73,91,0.65,0.38,0.25,1.03,1.28
8,Tim Bozon,LW,KAM,18.481,69,36,31,24,67,91,0.52,0.45,0.35,0.97,1.32
9,Cody Sylvester,LW,CAL,20.425,68,41,28,21,69,90,0.6,0.41,0.31,1.01,1.32
10,JC Lipon,RW,KAM,19.185,61,36,31,22,67,89,0.59,0.51,0.36,1.1,1.46
11,Adam Lowry,LW,S.C,19.467,72,45,27,16,72,88,0.62,0.38,0.22,1.0,1.22
12,Brendan Ranford,LW,KAM,20.37,70,22,37,28,59,87,0.31,0.53,0.4,0.84,1.24
13,Hunter Shinkaruk,LW,M.H,17.925,64,37,30,19,67,86,0.58,0.47,0.3,1.05,1.34
14,Sam Reinhart,C,KTN,16.86,72,35,29,21,64,85,0.49,0.4,0.29,0.89,1.18
15,Brenden Kichton,D,SPO,20.244,71,22,38,25,60,85,0.31,0.54,0.35,0.85,1.2
16,Josh Nicholls,RW,SAS,20.386,71,47,20,18,67,85,0.66,0.28,0.25,0.94,1.2
17,Matej Stransky,RW,SAS,19.182,72,40,34,11,74,85,0.56,0.47,0.15,1.03,1.18
18,Dylan Wruck,LW,EDM,19.979,68,22,35,28,57,85,0.32,0.51,0.41,0.84,1.25
19,Mitch Holmberg,RW,SPO,19.521,66,39,24,17,63,80,0.59,0.36,0.26,0.95,1.21
20,Henrik Samuelsson,C,EDM,18.604,69,33,28,19,61,80,0.48,0.41,0.28,0.88,1.16
21,Lane Scheidl,LW,REG,20.671,72,41,26,13,67,80,0.57,0.36,0.18,0.93,1.11
22,Brooks Macek,RW,CAL,20.337,70,32,27,21,59,80,0.46,0.39,0.3,0.84,1.14
23,Brady Brassart,C,CAL,19.253,65,35,25,18,60,78,0.54,0.38,0.28,0.92,1.2
24,Jaedon Descheneau,RW,KTN,17.564,69,30,29,19,59,78,0.43,0.42,0.28,0.86,1.13
25,Todd Fiddler,LW,SPO,19.176,70,42,20,15,62,77,0.6,0.29,0.21,0.89,1.1
