"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Ondrej Machala","LW","NIAG","17.679","56","8","8","9","16","25","120","6.67","0.14","0.14","0.16","0.29","0.45","2.14","11.97","0.21","3","12","25.0","1","17","5.88","4","91","4.4","32","80","40.0"
"","Adam McMaster","C","NB","16.559","61","5","11","8","16","24","98","5.1","0.08","0.18","0.13","0.26","0.39","1.61","9.71","0.16","2","15","13.33","0","14","0.0","3","69","4.35","201","467","43.04"
"","Justin Brack","C","OS/NIAG","20.614","67","5","11","7","16","23","113","4.42","0.07","0.16","0.1","0.24","0.34","1.69","10.16","0.15","2","14","14.29","0","16","0.0","3","83","3.61","260","616","42.21"
"","Jake Henderson","RW","KIT","19.59","64","6","10","7","16","23","104","5.77","0.09","0.16","0.11","0.25","0.36","1.62","9.63","0.15","1","8","12.5","0","12","0.0","5","84","5.95","53","138","38.41"
"","Riley Damiani","C","KIT","16.49","62","9","7","6","16","22","95","9.47","0.15","0.11","0.1","0.26","0.35","1.53","8.94","0.14","3","17","17.65","1","16","6.25","5","62","8.06","207","465","44.52"
"","Aidan Dudas","C","OS","16.252","56","8","8","5","16","21","82","9.76","0.14","0.14","0.09","0.29","0.38","1.46","8.62","0.15","2","13","15.38","3","12","25.0","3","57","5.26","144","302","47.68"
"","Sean Josling","RW","SAR","17.487","60","11","5","5","16","21","115","9.57","0.18","0.08","0.08","0.27","0.35","1.92","11.46","0.19","4","15","26.67","2","15","13.33","5","85","5.88","7","27","25.93"
"","Gera Poddubnyi","C","ER","17.271","65","9","7","4","16","20","100","9.0","0.14","0.11","0.06","0.25","0.31","1.54","8.18","0.13","3","9","33.33","2","12","16.67","4","79","5.06","194","418","46.41"
"","Kyle Potts","C","NB","18.308","68","12","4","4","16","20","91","13.19","0.18","0.06","0.06","0.24","0.29","1.34","11.3","0.17","6","22","27.27","1","21","4.76","5","48","10.42","419","976","42.93"
"","Luke Burghardt","LW","GUE","18.347","53","9","7","4","16","20","115","7.83","0.17","0.13","0.08","0.3","0.38","2.17","15.24","0.29","0","15","0.0","1","26","3.85","8","74","10.81","249","513","48.54"
"","Nick Pryce","LW","OS","17.484","48","7","9","3","16","19","67","10.45","0.15","0.19","0.06","0.33","0.4","1.4","7.83","0.16","1","7","14.29","3","12","25.0","3","48","6.25","5","9","55.56"
"","Matthew Struthers","C","OS","16.723","66","10","6","3","16","19","106","9.43","0.15","0.09","0.05","0.24","0.29","1.61","11.79","0.18","2","21","9.52","2","14","14.29","6","71","8.45","266","539","49.35"
"","Michael Pezzetta","C","SBY","18.511","54","10","6","3","16","19","119","8.4","0.19","0.11","0.06","0.3","0.35","2.2","13.41","0.25","3","25","12.0","3","17","17.65","4","77","5.19","534","996","53.61"
"","Dylan Seitz","C","KIT","17.668","60","8","8","2","16","18","85","9.41","0.13","0.13","0.03","0.27","0.3","1.42","8.39","0.14","2","10","20.0","2","9","22.22","4","66","6.06","38","74","51.35"
"","Sean Durzi","D","OS","17.903","60","2","13","23","15","38","112","1.79","0.03","0.22","0.38","0.25","0.63","1.87","6.19","0.1","1","2","50.0","0","6","0.0","1","104","0.96","0","1","0.0"
"","TJ Fergus","D","ER","19.477","68","3","12","18","15","33","75","4.0","0.04","0.18","0.26","0.22","0.49","1.1","4.12","0.06","2","2","100.0","0","4","0.0","1","69","1.45","2","4","50.0"
"","Noah Carroll","D","GUE/SSM","18.788","62","5","10","10","15","25","110","4.55","0.08","0.16","0.16","0.24","0.4","1.77","8.83","0.14","0","5","0.0","1","7","14.29","4","98","4.08","0","2","0.0"
"","Tom Hedberg","D","BAR","17.101","56","4","11","9","15","24","78","5.13","0.07","0.2","0.16","0.27","0.43","1.39","4.14","0.07","0","1","0.0","1","3","33.33","3","74","4.05","1","2","50.0"
"","Frank Hora","D","KIT","20.291","53","5","10","7","15","22","81","6.17","0.09","0.19","0.13","0.28","0.42","1.53","4.22","0.08","0","1","0.0","0","3","0.0","5","77","6.49","2","5","40.0"
"","C.J. Garcia","D","SAG","20.616","64","6","9","7","15","22","122","4.92","0.09","0.14","0.11","0.23","0.34","1.91","8.93","0.14","1","8","12.5","1","11","9.09","4","103","3.88","0","2","0.0"
"","Shane Bulitka","LW","SBY","17.189","60","5","10","6","15","21","47","10.64","0.08","0.17","0.1","0.25","0.35","0.78","4.73","0.08","2","6","33.33","2","12","16.67","1","29","3.45","271","590","45.93"
"","Jake Durham","RW","FLNT","17.443","66","10","5","1","15","16","71","14.08","0.15","0.08","0.02","0.23","0.24","1.08","6.18","0.09","3","6","50.0","3","12","25.0","4","53","7.55","13","37","35.14"
"","Aidan McFarland","LW","MISS","17.449","67","8","7","1","15","16","108","7.41","0.12","0.1","0.01","0.22","0.24","1.61","9.67","0.14","3","11","27.27","2","18","11.11","3","79","3.8","13","28","46.43"
"","Jacob Moverare","D","MISS","18.043","63","2","12","18","14","32","107","1.87","0.03","0.19","0.29","0.22","0.51","1.7","6.68","0.11","0","3","0.0","0","8","0.0","2","96","2.08","6","6","100.0"
"","Matt  Spencer","D","PBO","19.48","60","7","7","15","14","29","103","6.8","0.12","0.12","0.25","0.23","0.48","1.72","6.51","0.11","3","5","60.0","0","4","0.0","4","94","4.26","1","2","50.0"
"","Jalen Chatfield","D","WSR","20.334","61","8","6","14","14","28","98","8.16","0.13","0.1","0.23","0.23","0.46","1.61","8.44","0.14","2","9","22.22","1","6","16.67","5","83","6.02","0","2","0.0"
"","Connor Walters","D","HAM","19.28","66","3","11","13","14","27","80","3.75","0.05","0.17","0.2","0.21","0.41","1.21","3.53","0.05","0","1","0.0","0","5","0.0","3","74","4.05","1","2","50.0"
"","Damien Giroux","C","SAG","16.537","53","8","6","11","14","25","68","11.76","0.15","0.11","0.21","0.26","0.47","1.28","8.86","0.17","1","17","5.88","1","14","7.14","6","37","16.22","138","304","45.39"
"","Renars Krastenbergs","LW","OSH","17.75","63","9","5","10","14","24","115","7.83","0.14","0.08","0.16","0.22","0.38","1.83","10.96","0.17","2","12","16.67","1","17","5.88","6","86","6.98","10","24","41.67"
"","Jack Hanley","D","HAM","18.407","68","3","11","8","14","22","74","4.05","0.04","0.16","0.12","0.21","0.32","1.09","2.82","0.04","1","3","33.33","0","0","0.0","2","71","2.82","0","0","0.0"
"","Danil Antropov","LW","OSH","15.737","60","8","6","7","14","21","75","10.67","0.13","0.1","0.12","0.23","0.35","1.25","7.93","0.13","0","6","0.0","4","14","28.57","4","55","7.27","4","9","44.44"
"","Hayden McCool","LW","WSR","19.431","61","8","6","4","14","18","73","10.96","0.13","0.1","0.07","0.23","0.3","1.2","8.99","0.15","0","4","0.0","2","12","16.67","6","57","10.53","161","308","52.27"
"","Cole Purboo","RW","WSR","17.246","68","11","3","3","14","17","58","18.97","0.16","0.04","0.04","0.21","0.25","0.85","6.9","0.1","4","9","44.44","4","10","40.0","3","39","7.69","1","7","14.29"
"","Tyler Rollo","LW","PBO","19.13","56","6","8","2","14","16","50","12.0","0.11","0.14","0.04","0.25","0.29","0.89","4.58","0.08","3","7","42.86","0","7","0.0","3","36","8.33","218","526","41.44"
"","Cedric Ralph","C","GUE","17.651","56","8","6","2","14","16","58","13.79","0.14","0.11","0.04","0.25","0.29","1.04","6.2","0.11","2","6","33.33","2","11","18.18","4","41","9.76","231","491","47.05"
"","Connor Roberts","C","HAM","16.564","63","8","6","1","14","15","59","13.56","0.13","0.1","0.02","0.22","0.24","0.94","5.79","0.09","2","14","14.29","4","9","44.44","2","36","5.56","101","230","43.91"
"","Brad Chenier","LW","NB","17.654","68","7","7","1","14","15","84","8.33","0.1","0.1","0.01","0.21","0.22","1.24","8.0","0.12","2","16","12.5","3","14","21.43","2","54","3.7","14","27","51.85"
"","Justin Murray","D","BAR","18.067","66","2","11","11","13","24","116","1.72","0.03","0.17","0.17","0.2","0.36","1.76","6.88","0.1","0","4","0.0","0","3","0.0","2","109","1.83","3","6","50.0"
"","Erik Cernak","D","ER","19.302","50","3","10","8","13","21","93","3.23","0.06","0.2","0.16","0.26","0.42","1.86","5.25","0.11","1","2","50.0","1","6","16.67","1","85","1.18","2","4","50.0"
"","Dmitri Samorukov","D","GUE","17.252","67","4","9","7","13","20","121","3.31","0.06","0.13","0.1","0.19","0.3","1.81","5.06","0.08","1","1","100.0","0","3","0.0","3","117","2.56","1","1","100.0"
"","Cole Fraser","D","PBO","17.065","61","6","7","6","13","19","86","6.98","0.1","0.11","0.1","0.21","0.31","1.41","3.76","0.06","0","3","0.0","0","2","0.0","6","81","7.41","0","0","0.0"
"","Jason Smith","C","MISS/BAR","19.387","67","6","7","5","13","18","87","6.9","0.09","0.1","0.07","0.19","0.27","1.3","9.67","0.14","1","10","10.0","1","15","6.67","4","62","6.45","306","601","50.92"
"","Keaton Middleton","D","SAG","18.596","64","4","9","5","13","18","92","4.35","0.06","0.14","0.08","0.2","0.28","1.44","4.85","0.08","0","4","0.0","0","1","0.0","4","87","4.6","1","1","100.0"
"","Jesse Barwell","LW","SAG","19.357","63","6","7","3","13","16","88","6.82","0.1","0.11","0.05","0.21","0.25","1.4","8.61","0.14","1","9","11.11","1","14","7.14","4","65","6.15","271","547","49.54"
"","Nick Isaacson","LW","PBO","17.098","66","5","8","2","13","15","94","5.32","0.08","0.12","0.03","0.2","0.23","1.42","7.61","0.12","2","11","18.18","1","9","11.11","2","74","2.7","1","3","33.33"
"","Luke Kutkevicius","C","HAM","18.478","66","6","6","10","12","22","70","8.57","0.09","0.09","0.15","0.18","0.33","1.06","8.0","0.12","2","8","25.0","1","22","4.55","3","40","7.5","357","773","46.18"
"","Giovanni Vallati","D","KIT","16.567","59","5","7","9","12","21","66","7.58","0.08","0.12","0.15","0.2","0.36","1.12","3.11","0.05","1","3","33.33","0","1","0.0","4","62","6.45","8","17","47.06"
"","Patrick Fellows","LW","ER","19.247","48","8","4","5","12","17","56","14.29","0.17","0.08","0.1","0.25","0.35","1.17","6.43","0.13","2","12","16.67","4","8","50.0","2","36","5.56","5","15","33.33"
"","Logan Stanley","D","WSR","18.308","35","4","8","5","12","17","94","4.26","0.11","0.23","0.14","0.34","0.49","2.69","4.21","0.12","0","1","0.0","0","2","0.0","4","91","4.4","0","0","0.0"
"","Ryan Cranford","RW","KGN","18.437","66","8","4","4","12","16","110","7.27","0.12","0.06","0.06","0.18","0.24","1.67","11.35","0.17","3","11","27.27","2","20","10.0","3","79","3.8","9","20","45.0"
"","Filip Helt","LW","SAR","18.437","53","4","8","4","12","16","50","8.0","0.08","0.15","0.08","0.23","0.3","0.94","6.64","0.13","1","8","12.5","1","10","10.0","2","32","6.25","1","5","20.0"
"","Liam Foudy","C","LDN","16.614","58","9","3","3","12","15","50","18.0","0.16","0.05","0.05","0.21","0.26","0.86","5.93","0.1","3","10","30.0","2","7","28.57","4","33","12.12","99","235","42.13"
"","Aaron Haydon","D","NIAG","20.693","50","8","4","3","12","15","97","8.25","0.16","0.08","0.06","0.24","0.3","1.94","5.46","0.11","2","5","40.0","0","5","0.0","6","87","6.9","3","6","50.0"
"","Nick Deakin-Poot","C","GUE","17.632","52","7","5","3","12","15","52","13.46","0.13","0.1","0.06","0.23","0.29","1.0","5.87","0.11","3","14","21.43","2","7","28.57","2","31","6.45","81","179","45.25"
"","DJ Busdeker","RW","SAG","16.975","39","7","5","2","12","14","66","10.61","0.18","0.13","0.05","0.31","0.36","1.69","7.58","0.19","2","12","16.67","3","13","23.08","2","41","4.88","9","18","50.0"
"","Josh Coyle","C","PBO","19.138","63","11","1","1","12","13","88","12.5","0.17","0.02","0.02","0.19","0.21","1.4","9.96","0.16","3","14","21.43","3","24","12.5","5","50","10.0","264","463","57.02"
"","Zach Wilkie","D","SBY","19.557","53","3","9","1","12","13","94","3.19","0.06","0.17","0.02","0.23","0.25","1.77","4.74","0.09","0","4","0.0","0","6","0.0","3","84","3.57","0","1","0.0"
"","Nick Grima","D","PBO/SAR","17.528","60","3","8","10","11","21","87","3.45","0.05","0.13","0.17","0.18","0.35","1.45","3.68","0.06","1","2","50.0","0","2","0.0","2","83","2.41","0","0","0.0"
"","Cole Candella","D","HAM","18.588","65","3","8","9","11","20","111","2.7","0.05","0.12","0.14","0.17","0.31","1.71","5.39","0.08","0","0","0.0","0","4","0.0","3","107","2.8","0","2","0.0"
"","Shaw Boomhower","C","MISS","17.876","60","7","4","6","11","17","72","9.72","0.12","0.07","0.1","0.18","0.28","1.2","7.11","0.12","3","13","23.08","0","10","0.0","4","49","8.16","226","477","47.38"
"","Liam Stevens","LW","GUE","17.399","64","7","4","4","11","15","70","10.0","0.11","0.06","0.06","0.17","0.23","1.09","6.36","0.1","0","6","0.0","3","12","25.0","4","52","7.69","9","18","50.0"
"","Matyas Svoboda","LW","PBO","17.703","62","8","3","2","11","13","58","13.79","0.13","0.05","0.03","0.18","0.21","0.94","7.51","0.12","4","11","36.36","0","13","0.0","4","34","11.76","2","4","50.0"
"","Kyle MacLean","C","OSH","17.383","68","6","5","2","11","13","77","7.79","0.09","0.07","0.03","0.16","0.19","1.13","6.96","0.1","1","6","16.67","1","7","14.29","4","64","6.25","228","462","49.35"
"","Max Kislinger","LW","NB","18.593","35","6","5","1","11","12","45","13.33","0.17","0.14","0.03","0.31","0.34","1.29","4.47","0.13","1","6","16.67","1","5","20.0","4","34","11.76","1","7","14.29"
"","Sergey Popov","LW","KGN","16.471","65","4","7","0","11","11","86","4.65","0.06","0.11","0.0","0.17","0.17","1.32","7.76","0.12","1","9","11.11","1","12","8.33","2","65","3.08","8","22","36.36"
"","Kody Clark","RW","OTT","16.926","57","7","4","0","11","11","81","8.64","0.12","0.07","0.0","0.19","0.19","1.42","8.01","0.14","1","13","7.69","4","14","28.57","2","54","3.7","2","8","25.0"
"","Mac Hollowell","D","SSM","17.972","63","3","7","13","10","23","51","5.88","0.05","0.11","0.21","0.16","0.37","0.81","2.94","0.05","0","2","0.0","1","3","33.33","2","46","4.35","3","3","100.0"
"","Joey Keane","D","BAR","17.208","67","1","9","9","10","19","97","1.03","0.01","0.13","0.13","0.15","0.28","1.45","4.61","0.07","0","1","0.0","0","3","0.0","1","93","1.08","1","2","50.0"
"","Elijah Roberts","D","KIT","17.646","65","4","6","8","10","18","63","6.35","0.06","0.09","0.12","0.15","0.28","0.97","4.14","0.06","2","5","40.0","1","7","14.29","1","51","1.96","1","1","100.0"
"","Chris  Martenet","D","LDN/OTT","19.973","55","5","5","6","10","16","57","8.77","0.09","0.09","0.11","0.18","0.29","1.04","2.23","0.04","1","1","100.0","1","2","50.0","3","54","5.56","0","0","0.0"
"","Hayden Davis","D","SAG/NIAG","17.156","67","3","7","5","10","15","45","6.67","0.04","0.1","0.07","0.15","0.22","0.67","1.71","0.03","1","1","100.0","0","1","0.0","2","43","4.65","0","0","0.0"
"","Nathan Billitier","D","KGN","20.323","61","4","6","4","10","14","77","5.19","0.07","0.1","0.07","0.16","0.23","1.26","4.37","0.07","2","2","100.0","0","4","0.0","2","71","2.82","1","1","100.0"
"","Cam Dineen","D","NB","18.243","29","6","4","4","10","14","69","8.7","0.21","0.14","0.14","0.34","0.48","2.38","4.85","0.17","1","4","25.0","1","2","50.0","4","63","6.35","0","0","0.0"
"","Hunter Holmes","C","FLNT","16.641","67","5","5","3","10","13","63","7.94","0.07","0.07","0.04","0.15","0.19","0.94","6.77","0.1","1","8","12.5","0","16","0.0","4","39","10.26","201","496","40.52"
"","Nic Sicoly","LW","GUE","18.694","66","2","8","1","10","11","86","2.33","0.03","0.12","0.02","0.15","0.17","1.3","9.02","0.14","1","12","8.33","0","21","0.0","1","53","1.89","13","35","37.14"
"","Kade Landry","D","BAR","17.372","61","1","8","13","9","22","81","1.23","0.02","0.13","0.21","0.15","0.36","1.33","4.33","0.07","0","2","0.0","0","5","0.0","1","74","1.35","0","0","0.0"
"","Reagan O'Grady","D","SBY","17.753","66","5","4","9","9","18","76","6.58","0.08","0.06","0.14","0.14","0.27","1.15","4.19","0.06","3","4","75.0","1","3","33.33","1","69","1.45","1","2","50.0"
"","Dennis Busby","D","FLNT","16.693","62","2","7","7","9","16","40","5.0","0.03","0.11","0.11","0.15","0.26","0.65","2.16","0.03","1","3","33.33","1","1","100.0","0","36","0.0","0","3","0.0"
"","Kyle Rhodes","D","GUE","18.725","65","3","6","5","9","14","57","5.26","0.05","0.09","0.08","0.14","0.22","0.88","2.42","0.04","0","0","0.0","0","2","0.0","3","55","5.45","0","0","0.0"
"","Fedor Gordeev","D","HAM/FLNT","17.635","64","4","5","5","9","14","88","4.55","0.06","0.08","0.08","0.14","0.22","1.38","4.19","0.07","1","2","50.0","0","3","0.0","3","83","3.61","0","4","0.0"
"","Drake Pilon","RW","SBY","17.955","58","5","4","4","9","13","72","6.94","0.09","0.07","0.07","0.16","0.22","1.24","7.88","0.14","1","15","6.67","1","10","10.0","3","47","6.38","9","24","37.5"
"","Scoley Dow","LW","MISS","17.347","46","5","4","3","9","12","35","14.29","0.11","0.09","0.07","0.2","0.26","0.76","2.98","0.06","0","1","0.0","2","7","28.57","3","27","11.11","6","10","60.0"
"","Jacob Friend","D","OS","19.135","43","2","7","3","9","12","85","2.35","0.05","0.16","0.07","0.21","0.28","1.98","3.6","0.08","1","2","50.0","1","2","50.0","0","81","0.0","0","0","0.0"
"","Max Grondin","C","SAG","16.2","68","6","3","2","9","11","67","8.96","0.09","0.04","0.03","0.13","0.16","0.99","7.48","0.11","2","13","15.38","1","7","14.29","3","47","6.38","181","384","47.14"
"","Zack Dorval","C","KGN/OTT","18.407","65","6","3","2","9","11","92","6.52","0.09","0.05","0.03","0.14","0.17","1.42","8.23","0.13","2","8","25.0","3","19","15.79","1","65","1.54","132","252","52.38"
"","Cullen Mercer","C","FLNT","19.373","37","5","4","0","9","9","62","8.06","0.14","0.11","0.0","0.24","0.24","1.68","7.69","0.21","1","7","14.29","2","13","15.38","2","42","4.76","122","271","45.02"
"","Zachary Jackson","LW","HAM","17.679","53","3","5","7","8","15","44","6.82","0.06","0.09","0.13","0.15","0.28","0.83","5.3","0.1","1","7","14.29","1","7","14.29","1","30","3.33","7","18","38.89"
"","Pavel Gogolev","RW","PBO","16.573","53","5","3","3","8","11","66","7.58","0.09","0.06","0.06","0.15","0.21","1.25","5.68","0.11","0","8","0.0","2","8","25.0","3","50","6.0","0","3","0.0"
"","Robbie Burt","RW","OSH","17.301","46","7","1","3","8","11","64","10.94","0.15","0.02","0.07","0.17","0.24","1.39","6.41","0.14","4","11","36.36","0","8","0.0","3","45","6.67","3","12","25.0"
"","Josh Wainman","D","ER","17.569","42","1","7","2","8","10","31","3.23","0.02","0.17","0.05","0.19","0.24","0.74","1.9","0.05","0","2","0.0","0","1","0.0","1","28","3.57","5","11","45.45"
"","Aidan Brown","RW","BAR","16.98","61","4","4","2","8","10","65","6.15","0.07","0.07","0.03","0.13","0.16","1.07","5.48","0.09","2","5","40.0","1","14","7.14","1","46","2.17","1","2","50.0"
"","Jacob Ball","LW","NB","17.665","42","4","4","2","8","10","45","8.89","0.1","0.1","0.05","0.19","0.24","1.07","3.59","0.09","0","2","0.0","0","2","0.0","4","41","9.76","92","257","35.8"
"","Owen Lane","LW","SBY","17.665","43","5","3","2","8","10","49","10.2","0.12","0.07","0.05","0.19","0.23","1.14","5.18","0.12","2","8","25.0","0","9","0.0","3","32","9.38","1","2","50.0"
"","Cedric Schiemenz","C","KIT","17.545","49","3","5","1","8","9","41","7.32","0.06","0.1","0.02","0.16","0.18","0.84","5.18","0.11","1","9","11.11","2","4","50.0","0","28","0.0","95","228","41.67"
"","Damian Bourne","LW","MISS","20.595","27","3","5","1","8","9","49","6.12","0.11","0.19","0.04","0.3","0.33","1.81","6.35","0.24","0","5","0.0","1","12","8.33","2","32","6.25","1","2","50.0"
"","Mike Davies","LW","SAG","19.609","39","5","3","0","8","8","60","8.33","0.13","0.08","0.0","0.21","0.21","1.54","6.42","0.16","2","10","20.0","2","12","16.67","1","38","2.63","7","21","33.33"
"","Sullivan Sparkes","C","OSH","17.369","45","5","3","0","8","8","45","11.11","0.11","0.07","0.0","0.18","0.18","1.0","5.22","0.12","2","10","20.0","0","8","0.0","3","27","11.11","111","250","44.4"
"","Tyler Tucker","D","BAR","16.542","62","1","6","7","7","14","83","1.2","0.02","0.1","0.11","0.11","0.23","1.34","2.88","0.05","0","1","0.0","0","0","0.0","1","82","1.22","0","0","0.0"
"","Shaun Bily","C","ER","18.563","36","4","3","4","7","11","52","7.69","0.11","0.08","0.11","0.19","0.31","1.44","4.38","0.12","0","2","0.0","2","7","28.57","2","43","4.65","67","162","41.36"
"","Connor Corcoran","D","WSR","16.107","59","5","2","3","7","10","53","9.43","0.08","0.03","0.05","0.12","0.17","0.9","3.06","0.05","2","3","66.67","1","3","33.33","2","47","4.26","27","57","47.37"
"","William Lochead","D","NIAG","18.464","52","4","3","3","7","10","69","5.8","0.08","0.06","0.06","0.13","0.19","1.33","2.54","0.05","0","2","0.0","1","2","50.0","3","65","4.62","4","7","57.14"
"","Jake Bricknell","RW","GUE","19.171","26","5","2","2","7","9","40","12.5","0.19","0.08","0.08","0.27","0.35","1.54","3.09","0.12","1","1","100.0","2","7","28.57","2","32","6.25","4","9","44.44"
"","Ben Fanjoy","C","OTT","19.352","24","5","2","2","7","9","38","13.16","0.21","0.08","0.08","0.29","0.38","1.58","5.3","0.22","2","8","25.0","2","7","28.57","1","23","4.35","60","120","50.0"
"","Daniel Robertson","D","WSR/OSH","19.283","53","1","6","2","7","9","62","1.61","0.02","0.11","0.04","0.13","0.17","1.17","3.29","0.06","0","1","0.0","0","3","0.0","1","58","1.72","0","0","0.0"
"","Markus Niemelainen","D","SAG","18.273","59","3","4","2","7","9","63","4.76","0.05","0.07","0.03","0.12","0.15","1.07","3.84","0.07","0","1","0.0","1","6","16.67","2","56","3.57","0","1","0.0"
"","Mark Shoemaker","D","NB","18.965","68","0","6","10","6","16","100","0.0","0.0","0.09","0.15","0.09","0.24","1.47","4.43","0.07","0","2","0.0","0","3","0.0","0","95","0.0","0","1","0.0"
"","Brandon Prophet","D","PBO","20.285","60","1","5","8","6","14","80","1.25","0.02","0.08","0.13","0.1","0.23","1.33","3.43","0.06","1","3","33.33","0","0","0.0","0","77","0.0","0","0","0.0"
"","Johnathon Schaefer","D","NIAG","18.451","62","1","5","8","6","14","60","1.67","0.02","0.08","0.13","0.1","0.23","0.97","3.06","0.05","0","2","0.0","0","3","0.0","1","55","1.82","0","1","0.0"
"","Owen Lalonde","D","SBY","16.622","64","2","4","6","6","12","68","2.94","0.03","0.06","0.09","0.09","0.19","1.06","3.7","0.06","0","2","0.0","0","3","0.0","2","63","3.17","2","2","100.0"
"","Tyler Nother","D","WSR","18.604","64","1","5","4","6","10","38","2.63","0.02","0.08","0.06","0.09","0.16","0.59","1.85","0.03","0","1","0.0","0","3","0.0","1","34","2.94","0","1","0.0"
"","Stephen Gibson","D","MISS","19.538","65","3","3","4","6","10","65","4.62","0.05","0.05","0.06","0.09","0.15","1.0","2.71","0.04","0","1","0.0","1","1","100.0","2","63","3.17","0","1","0.0"
"","Alex Black","D","PBO/SAR","19.009","65","2","4","3","6","9","47","4.26","0.03","0.06","0.05","0.09","0.14","0.72","2.49","0.04","0","0","0.0","0","3","0.0","2","44","4.55","0","0","0.0"
"","Curtis Douglas","C","BAR","16.529","53","4","2","3","6","9","46","8.7","0.08","0.04","0.06","0.11","0.17","0.87","5.01","0.09","1","11","9.09","1","5","20.0","2","30","6.67","137","296","46.28"
"","Barret Kirwin","C","GUE","16.575","55","5","1","3","6","9","49","10.2","0.09","0.02","0.05","0.11","0.16","0.89","5.7","0.1","1","11","9.09","1","9","11.11","3","29","10.34","246","479","51.36"
"","Patrick Sanvido","D","WSR/SBY","20.217","52","3","3","2","6","8","49","6.12","0.06","0.06","0.04","0.12","0.15","0.94","1.79","0.03","1","1","100.0","0","2","0.0","2","46","4.35","0","0","0.0"
"","Cole Tymkin","RW","LDN","17.449","45","2","4","2","6","8","27","7.41","0.04","0.09","0.04","0.13","0.18","0.6","3.81","0.08","1","8","12.5","1","5","20.0","0","14","0.0","5","14","35.71"
"","David Pearce","LW","OTT","18.683","65","3","3","2","6","8","43","6.98","0.05","0.05","0.03","0.09","0.12","0.66","4.37","0.07","0","6","0.0","0","6","0.0","3","31","9.68","22","42","52.38"
"","Austin Osmanski","D","MISS","18.38","55","2","4","2","6","8","70","2.86","0.04","0.07","0.04","0.11","0.15","1.27","2.81","0.05","1","2","50.0","1","3","33.33","0","65","0.0","0","1","0.0"
"","Jaden Peca","RW","BAR","17.413","56","1","5","1","6","7","47","2.13","0.02","0.09","0.02","0.11","0.12","0.84","4.8","0.09","0","6","0.0","1","9","11.11","0","32","0.0","2","7","28.57"
"","Kyle Heitzner","C","BAR","17.167","52","5","1","1","6","7","44","11.36","0.1","0.02","0.02","0.12","0.13","0.85","3.77","0.07","1","8","12.5","1","6","16.67","3","30","10.0","38","78","48.72"
"","Pavel Demin","C","NIAG","17.41","57","4","2","1","6","7","63","6.35","0.07","0.04","0.02","0.11","0.12","1.11","4.99","0.09","0","4","0.0","1","5","20.0","3","54","5.56","79","189","41.8"
"","Austin Hall","D","GUE","19.439","20","1","5","1","6","7","15","6.67","0.05","0.25","0.05","0.3","0.35","0.75","0.33","0.02","1","1","100.0","0","0","0.0","0","14","0.0","0","1","0.0"
"","Mitchell Byrne","D","ER","18.536","62","2","4","1","6","7","46","4.35","0.03","0.06","0.02","0.1","0.11","0.74","2.54","0.04","1","4","25.0","0","1","0.0","1","41","2.44","0","1","0.0"
"","Josh Nelson","C","LDN","17.306","39","4","2","0","6","6","25","16.0","0.1","0.05","0.0","0.15","0.15","0.64","3.26","0.08","0","6","0.0","2","3","66.67","2","16","12.5","34","74","45.95"
"","Tyler Burnie","C","KGN","17.599","52","4","2","0","6","6","57","7.02","0.08","0.04","0.0","0.12","0.12","1.1","6.77","0.13","3","9","33.33","0","8","0.0","1","40","2.5","153","288","53.12"
"","Grayden Gottschalk","RW","OSH","18.412","42","3","3","0","6","6","44","6.82","0.07","0.07","0.0","0.14","0.14","1.05","3.19","0.08","0","3","0.0","0","4","0.0","3","37","8.11","53","118","44.92"
"","Alex Di Carlo","D","OSH/FLNT","19.477","61","1","4","5","5","10","95","1.05","0.02","0.07","0.08","0.08","0.16","1.56","2.88","0.05","0","1","0.0","0","0","0.0","1","94","1.06","0","0","0.0"
"","Connor Schlichting","D","SAR","19.332","68","1","4","4","5","9","51","1.96","0.01","0.06","0.06","0.07","0.13","0.75","3.07","0.05","0","1","0.0","0","3","0.0","1","47","2.13","2","8","25.0"
"","Carter Robertson","D","OTT","16.668","44","1","4","4","5","9","39","2.56","0.02","0.09","0.09","0.11","0.2","0.89","2.02","0.05","0","1","0.0","0","2","0.0","1","36","2.78","0","0","0.0"
"","Nicolas Mattinen","D","LDN","18.533","66","2","3","3","5","8","112","1.79","0.03","0.05","0.05","0.08","0.12","1.7","5.25","0.08","0","3","0.0","0","1","0.0","2","108","1.85","0","0","0.0"
"","Michael Little","LW","MISS","16.567","48","1","4","3","5","8","32","3.12","0.02","0.08","0.06","0.1","0.17","0.67","2.72","0.06","0","1","0.0","0","7","0.0","1","24","4.17","73","143","51.05"
"","Isaac Nurse","RW","HAM","17.503","54","2","3","3","5","8","40","5.0","0.04","0.06","0.06","0.09","0.15","0.74","4.8","0.09","1","4","25.0","1","14","7.14","0","22","0.0","0","3","0.0"
