"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Brett Budgell","LW","CHI","16.291","14","2","1","1","3","4","9","22.22","0.14","0.07","0.07","0.21","0.29","0.64"
"","Trey LaBarge","LW","MAD","18.61","54","3","0","1","3","4","28","10.71","0.06","0.0","0.02","0.06","0.07","0.52"
"","Trevor Kuntar","LW","YNG","16.239","43","2","1","1","3","4","33","6.06","0.05","0.02","0.02","0.07","0.09","0.77"
"","Jackson Perbix","F","GB","17.005","17","1","2","1","3","4","16","6.25","0.06","0.12","0.06","0.18","0.24","0.94"
"","Jake Hale","C","DBQ","16.326","28","3","0","1","3","4","16","18.75","0.11","0.0","0.04","0.11","0.14","0.57"
"","Matt Staudacher","LD","MUS","17.605","54","0","3","0","3","3","28","0.0","0.0","0.06","0.0","0.06","0.06","0.52"
"","Joe Berg","RW","OMA","17.942","34","2","1","0","3","3","33","6.06","0.06","0.03","0.0","0.09","0.09","0.97"
"","Eriks Zohovs","C","YNG","19.803","10","1","2","0","3","3","28","3.57","0.1","0.2","0.0","0.3","0.3","2.8"
"","Tim Clifton","C","CHI","19.56","31","0","3","0","3","3","23","0.0","0.0","0.1","0.0","0.1","0.1","0.74"
"","Logan WIll","F","OMA","17.254","10","2","1","0","3","3","9","22.22","0.2","0.1","0.0","0.3","0.3","0.9"
"","Will Zmolek","LD","CR","18.415","59","0","2","6","2","8","26","0.0","0.0","0.03","0.1","0.03","0.14","0.44"
"","Christian Krygier","D","LIN","17.364","48","0","2","6","2","8","36","0.0","0.0","0.04","0.12","0.04","0.17","0.75"
"","Nash Nienhuis","LD","MUS","17.78","58","0","2","4","2","6","31","0.0","0.0","0.03","0.07","0.03","0.1","0.53"
"","Zach Risteau","RW","CIL","19.56","19","2","0","3","2","5","19","10.53","0.11","0.0","0.16","0.11","0.26","1.0"
"","Nick Leitner","RD","DM","19.417","34","1","1","3","2","5","33","3.03","0.03","0.03","0.09","0.06","0.15","0.97"
"","Aaron Grounds","RW","OMA/SC","17.728","37","1","1","2","2","4","31","3.23","0.03","0.03","0.05","0.05","0.11","0.84"
"","Nicholas Nardella","RW","GB","18.599","32","1","1","2","2","4","33","3.03","0.03","0.03","0.06","0.06","0.12","1.03"
"","Ryan Bederka","LD","MAD","19.617","19","2","0","2","2","4","19","10.53","0.11","0.0","0.11","0.11","0.21","1.0"
"","Branden Suter","LD","MAD","18.366","52","1","1","2","2","4","29","3.45","0.02","0.02","0.04","0.04","0.08","0.56"
"","Jeppe Urup Mogensen","D","SF","18.508","15","1","1","1","2","3","11","9.09","0.07","0.07","0.07","0.13","0.2","0.73"
"","Cam Knuble","RW","DM/MUS","17.148","25","2","0","1","2","3","14","14.29","0.08","0.0","0.04","0.08","0.12","0.56"
"","Casey Staum","LD","DBQ","19.686","18","0","2","1","2","3","15","0.0","0.0","0.11","0.06","0.11","0.17","0.83"
"","Cameron Ginnetti","RD","FGO/OMA","19.269","51","0","2","1","2","3","60","0.0","0.0","0.04","0.02","0.04","0.06","1.18"
"","Xan Gurney","D","CHI/FGO","17.301","40","1","1","1","2","3","13","7.69","0.03","0.03","0.03","0.05","0.07","0.33"
"","Matt Kessel","D","CHI/FGO","17.23","52","0","2","1","2","3","38","0.0","0.0","0.04","0.02","0.04","0.06","0.73"
"","Sam Malinski","RD","CR","19.138","19","2","0","1","2","3","31","6.45","0.11","0.0","0.05","0.11","0.16","1.63"
"","Colin Baird","LD","DM","18.234","18","1","1","1","2","3","14","7.14","0.06","0.06","0.06","0.11","0.17","0.78"
"","DJ King","LD","USA","17.106","22","0","2","1","2","3","15","0.0","0.0","0.09","0.05","0.09","0.14","0.68"
"","John Farinacci","F","USA/MUS","16.584","7","2","0","1","2","3","13","15.38","0.29","0.0","0.14","0.29","0.43","1.86"
"","T.J. Sagissor","RW","MAD","18.453","57","2","0","0","2","2","44","4.55","0.04","0.0","0.0","0.04","0.04","0.77"
"","Grant Silianoff","F","CR","16.696","2","1","1","0","2","2","4","25.0","0.5","0.5","0.0","1.0","1.0","2.0"
"","Kyler Head","LW","GB/CIL","18.177","14","1","1","0","2","2","16","6.25","0.07","0.07","0.0","0.14","0.14","1.14"
"","Aleksi Peltonen","F","OMA","19.272","20","1","1","0","2","2","11","9.09","0.05","0.05","0.0","0.1","0.1","0.55"
"","Neil Shea","LW","CR","18.141","10","1","1","0","2","2","16","6.25","0.1","0.1","0.0","0.2","0.2","1.6"
"","Collin Murphy","LD","MUS","18.801","21","1","1","0","2","2","9","11.11","0.05","0.05","0.0","0.1","0.1","0.43"
"","Cole Kodsi","F","CHI","17.246","9","1","1","0","2","2","12","8.33","0.11","0.11","0.0","0.22","0.22","1.33"
"","Reid Pabich","C","MAD","15.946","40","1","1","0","2","2","23","4.35","0.03","0.03","0.0","0.05","0.05","0.57"
"","Kaden Bohlsen","F","DM","16.679","27","2","0","0","2","2","26","7.69","0.07","0.0","0.0","0.07","0.07","0.96"
"","Mason Klee","RD","LIN","17.95","54","1","0","5","1","6","31","3.23","0.02","0.0","0.09","0.02","0.11","0.57"
"","Steve Holtz","RD","YNG","18.456","30","1","0","5","1","6","35","2.86","0.03","0.0","0.17","0.03","0.2","1.17"
"","Grant Reichenbacher","RW","SF","19.015","33","0","1","4","1","5","28","0.0","0.0","0.03","0.12","0.03","0.15","0.85"
"","John Larkin","D","YNG","16.636","15","1","0","3","1","4","15","6.67","0.07","0.0","0.2","0.07","0.27","1.0"
"","Matt Stoia","RD","DBQ","18.481","20","1","0","2","1","3","19","5.26","0.05","0.0","0.1","0.05","0.15","0.95"
"","Matt Fawcett","C","SC","18.401","10","0","1","2","1","3","16","0.0","0.0","0.1","0.2","0.1","0.3","1.6"
"","Jeremy Jacques","D","WAT","16.562","22","0","1","2","1","3","10","0.0","0.0","0.05","0.09","0.05","0.14","0.45"
"","Joshua Luedtke","F","DM","16.961","9","1","0","2","1","3","10","10.0","0.11","0.0","0.22","0.11","0.33","1.11"
"","Niko Esposito-Selivanov","LW","WAT/SC","18.979","35","1","0","1","1","2","31","3.23","0.03","0.0","0.03","0.03","0.06","0.89"
"","Bradley Stonnell","RD","CR","19.152","16","1","0","1","1","2","18","5.56","0.06","0.0","0.06","0.06","0.12","1.12"
"","Cory Babichuk","RD","CIL","18.965","8","0","1","1","1","2","7","0.0","0.0","0.12","0.12","0.12","0.25","0.88"
"","Michael Mannara","LD","OMA","18.489","36","0","1","1","1","2","34","0.0","0.0","0.03","0.03","0.03","0.06","0.94"
"","Connor Caponi","F","USA","17.49","2","1","0","1","1","2","1","100.0","0.5","0.0","0.5","0.5","1.0","0.5"
"","Corey Clifton","F","MUS","18.615","8","0","1","1","1","2","5","0.0","0.0","0.12","0.12","0.12","0.25","0.62"
"","Anthony Stark","D","MAD","18.437","33","0","1","1","1","2","16","0.0","0.0","0.03","0.03","0.03","0.06","0.48"
"","Alex Mella","F","CR","18.566","3","0","1","1","1","2","4","0.0","0.0","0.33","0.33","0.33","0.67","1.33"
"","Jake Goldowski","RW","USA","17.358","5","0","1","0","1","1","5","0.0","0.0","0.2","0.0","0.2","0.2","1.0"
"","Adam Kadlec","F","SC","18.035","10","1","0","0","1","1","13","7.69","0.1","0.0","0.0","0.1","0.1","1.3"
"","Travis Treloar","F","CHI","16.345","4","1","0","0","1","1","4","25.0","0.25","0.0","0.0","0.25","0.25","1.0"
"","Nicholas Capone","F","CIL","15.746","4","0","1","0","1","1","2","0.0","0.0","0.25","0.0","0.25","0.25","0.5"
"","Lynden Breen","F","CIL","16.293","2","1","0","0","1","1","3","33.33","0.5","0.0","0.0","0.5","0.5","1.5"
"","Nikolai Lyssogor","D","SC","18.437","1","0","1","0","1","1","2","0.0","0.0","1.0","0.0","1.0","1.0","2.0"
"","Conner Hutchison","D","CHI","17.287","2","0","1","0","1","1","5","0.0","0.0","0.5","0.0","0.5","0.5","2.5"
"","Misha Song","D","MAD","20.622","48","1","0","0","1","1","13","7.69","0.02","0.0","0.0","0.02","0.02","0.27"
"","Andrew Nedeljkovic","RW","OMA","18.659","5","0","1","0","1","1","5","0.0","0.0","0.2","0.0","0.2","0.2","1.0"
"","Christian Berger","LD","MAD","17.317","7","0","1","0","1","1","7","0.0","0.0","0.14","0.0","0.14","0.14","1.0"
"","Ben Thomas","RW","SF","18.683","6","0","1","0","1","1","3","0.0","0.0","0.17","0.0","0.17","0.17","0.5"
"","Ben Almquist","C","TC","17.958","11","0","1","0","1","1","12","0.0","0.0","0.09","0.0","0.09","0.09","1.09"
"","Josh Groll","F","OMA","16.102","2","1","0","0","1","1","7","14.29","0.5","0.0","0.0","0.5","0.5","3.5"
"","Jake Transit","LW","DBQ","18.552","4","0","1","0","1","1","5","0.0","0.0","0.25","0.0","0.25","0.25","1.25"
"","Slava Demin","D","USA","17.449","1","0","1","0","1","1","3","0.0","0.0","1.0","0.0","1.0","1.0","3.0"
"","Chase Brand","F","OMA","18.555","12","1","0","0","1","1","10","10.0","0.08","0.0","0.0","0.08","0.08","0.83"
"","Jace Foskey","D","TC","17.29","34","0","0","5","0","5","31","0.0","0.0","0.0","0.15","0.0","0.15","0.91"
"","Lucas McGregor","LW","CIL","18.021","11","0","0","3","0","3","8","0.0","0.0","0.0","0.27","0.0","0.27","0.73"
"","Michael Kesselring","F","DM","17.673","12","0","0","2","0","2","24","0.0","0.0","0.0","0.17","0.0","0.17","2.0"
"","Colin Schmidt","F","WAT","17.692","3","0","0","2","0","2","3","0.0","0.0","0.0","0.67","0.0","0.67","1.0"
"","Michael Vukojevic","LD","GB","16.271","12","0","0","2","0","2","11","0.0","0.0","0.0","0.17","0.0","0.17","0.92"
"","Ryan Sidorski","D","SF","17.955","6","0","0","1","0","1","2","0.0","0.0","0.0","0.17","0.0","0.17","0.33"
"","Michael Feenstra","D","DBQ","16.452","10","0","0","1","0","1","7","0.0","0.0","0.0","0.1","0.0","0.1","0.7"
"","Jordan Harris","D","YNG","17.191","5","0","0","1","0","1","3","0.0","0.0","0.0","0.2","0.0","0.2","0.6"
"","Jack Jensen","F","TC","17.041","11","0","0","1","0","1","6","0.0","0.0","0.0","0.09","0.0","0.09","0.55"
"","Jack Millar","D","CR","16.792","2","0","0","1","0","1","0","0.0","0.0","0.0","0.5","0.0","0.5","0.0"
"","Griffin Ness","F","WAT","17.766","5","0","0","1","0","1","2","0.0","0.0","0.0","0.2","0.0","0.2","0.4"
"","Danny Petrick","RD","OMA","18.445","7","0","0","1","0","1","9","0.0","0.0","0.0","0.14","0.0","0.14","1.29"
"","Dante Sheriff","LW","FGO/MUS","18.117","14","0","0","1","0","1","21","0.0","0.0","0.0","0.07","0.0","0.07","1.5"
"","Ian Malcomson","F","WAT","18.629","7","0","0","1","0","1","2","0.0","0.0","0.0","0.14","0.0","0.14","0.29"
"","Brian Silver","D","OMA","16.857","10","0","0","1","0","1","2","0.0","0.0","0.0","0.1","0.0","0.1","0.2"
"","Mitchell Miller","F","CR","15.737","2","0","0","1","0","1","1","0.0","0.0","0.0","0.5","0.0","0.5","0.5"
"","Brandon Puricelli","RW","OMA","19.612","10","0","0","1","0","1","7","0.0","0.0","0.0","0.1","0.0","0.1","0.7"
"","Jesper Kokkila","LD","CHI","18.985","32","0","0","1","0","1","21","0.0","0.0","0.0","0.03","0.0","0.03","0.66"
"","Adam Robbins","RW","CHI/USA","17.427","6","0","0","1","0","1","5","0.0","0.0","0.0","0.17","0.0","0.17","0.83"
"","Chris Garbe","F","CHI","18.519","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Viliam Cacho","F","GB","18.922","9","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Jakob Ringsby","F","TC","18.251","11","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.36"
"","Jacob Badal","F","DBQ","15.946","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Calvin Dybicz","D","CR","17.167","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Player ID: 7924","","CIL","2016.704","1","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"","Patrick Guzzo","F","WAT","15.8","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Brehdan Engum","D","CIL","17.098","12","0","0","0","0","0","10","0.0","0.0","0.0","0.0","0.0","0.0","0.83"
"","Ian Pierce","D","DBQ","16.641","4","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Clark Kerner","F","SC","17.249","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ilya Usau","F","CIL","16.091","4","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.75"
"","Riley Hughes","F","SF","17.219","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Leo Bacallao","F","MAD","15.989","10","0","0","0","0","0","10","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Player ID: 7946","","DM","2016.704","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Tommy Lyons","F","SF","17.457","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Adam Conquest","F","DM","17.35","8","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.88"
"","Robert Christy","F","DM","16.466","7","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.57"
"","Jake Boltmann","D","CIL","15.907","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Skylar Gutierrez","F","MAD","16.397","7","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.57"
"","Liam Gorman","F","CHI","17.356","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Player ID: 7957","","CIL","2016.704","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ben Helgeson","F","WAT","17.139","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Jackson Jutting","F","CR","16.548","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Cameron McDonald","D","MUS","16.614","3","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","2.67"
"","Kyle Schroeder","F","SF","16.693","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Jonathan Young","F","YNG","17.23","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Tristan Amonte","F","YNG","17.621","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Henry Wagner","F","YNG","16.348","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Peter Muzyka","D","YNG","17.339","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Max Sasson","F","MUS","17.027","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Oliver MacDonald","F","MUS","16.855","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Spencer Cox","D","FGO","16.603","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Blaine Warnert","F","FGO","17.164","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Player ID: 7975","","SF","2016.704","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Ryan Naumovski","F","OMA","18.136","10","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Matthew Stanton","RW","DM","19.07","6","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","1.17"
"","John Pesek","RD","DM","18.883","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Tyrone Bronte","C","OMA","18.36","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67"
"","Player ID: 7851","","CHI","2016.704","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ludwig Stenlund","F","MAD","20.417","1","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"","Jack Gorniak","LW","LIN","2016.704","2","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Josh Nodler","RW","FGO/USA","16.386","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Garrett Wright","LW","CIL","16.414","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Matt Brown","LW","DBQ","18.103","6","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Chase Pilawski","LD","MAD","18.453","16","0","0","0","0","0","12","0.0","0.0","0.0","0.0","0.0","0.0","0.75"
"","Derek Hamelin","LD","OMA","20.649","6","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.67"
"","Matus Havrila","C","OMA","18.144","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Erlends Klavins","C","OMA","19.601","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Kieran Durgan","RW","TC","20.072","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Blake Hayward","LW","LIN","19.592","8","0","0","0","0","0","11","0.0","0.0","0.0","0.0","0.0","0.0","1.38"
"","Hunter Skinner","RD","MUS","16.381","31","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","0.26"
"","Donovan Ott","RW","MUS","20.548","6","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","1.17"
"","Sam Renlund","LW","MUS","17.449","5","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","1.4"
"","Konour Peterson","RW","MAD","19.469","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jax Murray","C","WAT","18.722","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Will Garin","RW","CIL","19.877","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Michael Graham","RW","MUS","19.806","4","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","2.25"
"","Carson Kosobud","LD","DM","18.284","6","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.67"
"","Cameron Babiak","RD","SC","18.38","1","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"","Jackson Pierson","F","GB","18.015","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Kristof Papp","F","MAD","16.219","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Anthony Hora","D","DM","19.141","9","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.44"
"","Michael Higgins","RD","DM","17.443","7","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","1.29"
"","Ben Perkins","LW","OMA","18.443","11","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.45"
"","Demetrios Koumontzis","F","GB","17.479","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Max Ruoho","D","MAD","16.531","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Carson Riddle","LW","SC","16.222","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Sam Stange","F","SC","16.406","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Owen Farris","F","MUS","17.271","4","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.75"
"","Spencer DenBeste","C","CR/SC","18.577","7","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.43"
"","Ryder Donovan","F","USA/DBQ","16.948","5","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.8"
"","Valentino Passarelli","F","USA","17.684","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Parker Revering","LD","SF","20.677","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Cole McWard","D","TC","16.269","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Szmagaj","D","WAT","15.992","6","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Greg Japchen","D","OMA","15.746","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Barrett Brooks","F","OMA","15.74","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Christophe Fillion","F","CHI","17.243","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Alex Pollock","F","CHI","18.514","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
