"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Louie Belpedio","D","IA","22.339","50","5","3","8","8","16","115","4.35","0.1","0.06","0.16","0.16","0.32","2.3"
"","Ryan Murphy","D","IA/BNG","25.46","40","3","5","8","8","16","57","5.26","0.07","0.12","0.2","0.2","0.4","1.43"
"","Justin Kirkland","LW","MIL","22.12","53","5","3","8","8","16","87","5.75","0.09","0.06","0.15","0.15","0.3","1.64"
"","Carson Soucy","D","IA","24.053","47","5","3","7","8","15","69","7.25","0.11","0.06","0.15","0.17","0.32","1.47"
"","Vincent Praplan","RW","SJ","24.266","27","4","4","7","8","15","38","10.53","0.15","0.15","0.26","0.3","0.56","1.41"
"","Kevin Czuczman","D","WBS","27.683","43","4","4","7","8","15","73","5.48","0.09","0.09","0.16","0.19","0.35","1.7"
"","Luke Schenn","D","UTI/SD","28.868","29","3","5","7","8","15","59","5.08","0.1","0.17","0.24","0.28","0.52","2.03"
"","Tyler Sikura","C","RFD","26.328","33","6","2","6","8","14","58","10.34","0.18","0.06","0.18","0.24","0.42","1.76"
"","Matt Tennyson","D","ROC","28.398","29","3","5","6","8","14","52","5.77","0.1","0.17","0.21","0.28","0.48","1.79"
"","Rinat Valiev","D","STK","23.349","39","2","6","6","8","14","39","5.13","0.05","0.15","0.15","0.21","0.36","1.0"
"","Colin Greening","C","TOR","32.521","52","4","4","5","8","13","76","5.26","0.08","0.08","0.1","0.15","0.25","1.46"
"","Jacob Middleton","D","SJ","22.703","39","3","5","5","8","13","60","5.0","0.08","0.13","0.13","0.21","0.33","1.54"
"","Chris Summers","D","WBS","30.61","37","1","7","5","8","13","50","2.0","0.03","0.19","0.14","0.22","0.35","1.35"
"","Bobby MacIntyre","LW","SA","22.018","35","4","4","5","8","13","39","10.26","0.11","0.11","0.14","0.23","0.37","1.11"
"","Bobby Farnham","LW","SPR","29.649","47","2","6","5","8","13","63","3.17","0.04","0.13","0.11","0.17","0.28","1.34"
"","Terry Broadhurst","LW","RFD","29.791","39","4","4","4","8","12","67","5.97","0.1","0.1","0.1","0.21","0.31","1.72"
"","Peter Stoykewych","D","MB","26.172","45","3","5","4","8","12","95","3.16","0.07","0.11","0.09","0.18","0.27","2.11"
"","Zac Leslie","D","CHI","24.622","43","2","6","4","8","12","48","4.17","0.05","0.14","0.09","0.19","0.28","1.12"
"","Cale Fleury","D","LAV","19.907","37","4","4","4","8","12","50","8.0","0.11","0.11","0.11","0.22","0.32","1.35"
"","Felix Girard","C","MB","24.354","47","1","7","3","8","11","58","1.72","0.02","0.15","0.06","0.17","0.23","1.23"
"","Kyle Burroughs","D","BRI","23.179","49","4","4","3","8","11","73","5.48","0.08","0.08","0.06","0.16","0.22","1.49"
"","Linus Olund","C","WBS","21.279","47","5","3","3","8","11","33","15.15","0.11","0.06","0.06","0.17","0.23","0.7"
"","Riley Stillman","D","SPR","20.521","44","4","4","3","8","11","48","8.33","0.09","0.09","0.07","0.18","0.25","1.09"
"","Rocco Grimaldi","RW","MIL","25.599","10","4","4","3","8","11","33","12.12","0.4","0.4","0.3","0.8","1.1","3.3"
"","Graham Knott","C","RFD","21.671","48","3","5","2","8","10","41","7.32","0.06","0.1","0.04","0.17","0.21","0.85"
"","Carter Bancks","RW","UTI","29.101","47","3","5","2","8","10","39","7.69","0.06","0.11","0.04","0.17","0.21","0.83"
"","Mike Liambas","LW","IA","29.578","41","4","4","2","8","10","31","12.9","0.1","0.1","0.05","0.2","0.24","0.76"
"","Kenny Agostino","LW","LAV","26.377","12","4","4","2","8","10","48","8.33","0.33","0.33","0.17","0.67","0.83","4.0"
"","Tanner Jeannot","LW","MIL","21.298","35","6","2","2","8","10","45","13.33","0.17","0.06","0.06","0.23","0.29","1.29"
"","Jan Kovar","C","PRO","28.491","12","4","4","2","8","10","31","12.9","0.33","0.33","0.17","0.67","0.83","2.58"
"","Alexandre Fortin","LW","RFD","21.553","29","4","4","1","8","9","49","8.16","0.14","0.14","0.03","0.28","0.31","1.69"
"","Brendan Woods","C","UTI","26.262","33","3","5","1","8","9","43","6.98","0.09","0.15","0.03","0.24","0.27","1.3"
"","Matteo Gennaro","C","TUC","21.462","42","6","2","1","8","9","52","11.54","0.14","0.05","0.02","0.19","0.21","1.24"
"","Ryan Horvat","LW","SPR/WBS","25.597","40","1","7","1","8","9","53","1.89","0.03","0.17","0.03","0.2","0.23","1.32"
"","Jakub Jerabek","D","SA","27.322","37","5","3","1","8","9","56","8.93","0.14","0.08","0.03","0.22","0.24","1.51"
"","Steve Whitney","RW","HER","27.573","36","4","4","1","8","9","40","10.0","0.11","0.11","0.03","0.22","0.25","1.11"
"","Joel Eriksson Ek","F","IA","25.627","9","4","4","1","8","9","31","12.9","0.44","0.44","0.11","0.89","1.0","3.44"
"","Joseph LaBate","LW","BEL","25.416","50","5","3","0","8","8","54","9.26","0.1","0.06","0.0","0.16","0.16","1.08"
"","Scott Eansor","C","BRI","22.7","34","6","2","0","8","8","48","12.5","0.18","0.06","0.0","0.24","0.24","1.41"
"","Zach Nastasiuk","RW","CHA","23.464","22","4","4","0","8","8","22","18.18","0.18","0.18","0.0","0.36","0.36","1.0"
"","Dillon Heatherington","D","TEX","23.354","50","1","6","8","7","15","70","1.43","0.02","0.12","0.16","0.14","0.3","1.4"
"","Ryan Gropp","LW","HFD","21.996","41","5","2","7","7","14","41","12.2","0.12","0.05","0.17","0.17","0.34","1.0"
"","Joel Hanley","D","TEX","27.272","36","2","5","6","7","13","41","4.88","0.06","0.14","0.17","0.19","0.36","1.14"
"","Jean-Christophe Beaudin","C","COL/BEL","21.471","43","6","1","6","7","13","70","8.57","0.14","0.02","0.14","0.16","0.3","1.63"
"","Adam Ollas Mattsson","D","STK","22.128","48","4","3","6","7","13","50","8.0","0.08","0.06","0.12","0.15","0.27","1.04"
"","Andy Welinski","D","SD","25.386","18","6","1","6","7","13","60","10.0","0.33","0.06","0.33","0.39","0.72","3.33"
"","Jesse Graham","D","UTI","24.343","31","3","4","5","7","12","40","7.5","0.1","0.13","0.16","0.23","0.39","1.29"
"","Sami Niku","D","MB","21.931","20","3","4","5","7","12","38","7.89","0.15","0.2","0.25","0.35","0.6","1.9"
"","Andreas Englund","D","BEL","22.651","52","3","4","5","7","12","25","12.0","0.06","0.08","0.1","0.13","0.23","0.48"
"","Vili Saarijarvi","D","GR","21.337","52","2","5","4","7","11","96","2.08","0.04","0.1","0.08","0.13","0.21","1.85"
"","Cavan Fitzgerald","D","SJ","22.062","44","3","4","4","7","11","54","5.56","0.07","0.09","0.09","0.16","0.25","1.23"
"","Mario Kempe","RW","TUC","29.988","10","5","2","4","7","11","26","19.23","0.5","0.2","0.4","0.7","1.1","2.6"
"","Mike Amadio","C","ONT","22.341","14","2","5","4","7","11","59","3.39","0.14","0.36","0.29","0.5","0.79","4.21"
"","Ben Thomas","D","SYR","22.3","43","1","6","4","7","11","51","1.96","0.02","0.14","0.09","0.16","0.26","1.19"
"","Tanner MacMaster","LW","UTI/TOR","22.686","36","2","5","3","7","10","39","5.13","0.06","0.14","0.08","0.19","0.28","1.08"
"","Ryan Lindgren","D","HFD","20.592","48","0","7","3","7","10","43","0.0","0.0","0.15","0.06","0.15","0.21","0.9"
"","Mason Geertsen","D","COL","23.409","39","2","5","3","7","10","36","5.56","0.05","0.13","0.08","0.18","0.26","0.92"
"","Philip Samuelsson","D","LV","27.141","51","3","4","3","7","10","64","4.69","0.06","0.08","0.06","0.14","0.2","1.25"
"","Brian Flynn","RW","SA","30.139","21","1","6","2","7","9","42","2.38","0.05","0.29","0.1","0.33","0.43","2.0"
"","Ben Thomson","LW","SD","25.662","40","3","4","2","7","9","44","6.82","0.07","0.1","0.05","0.17","0.23","1.1"
"","Joseph Cramarossa","LW","WBS","25.887","35","2","5","2","7","9","40","5.0","0.06","0.14","0.06","0.2","0.26","1.14"
"","Emile Poirier","RW","MB","23.754","22","3","4","1","7","8","24","12.5","0.14","0.18","0.05","0.32","0.36","1.09"
"","Niklas Hansson","D","TEX","23.686","43","3","4","1","7","8","48","6.25","0.07","0.09","0.02","0.16","0.19","1.12"
"","Dan DeSalvo","C","CLE","26.528","27","4","3","1","7","8","55","7.27","0.15","0.11","0.04","0.26","0.3","2.04"
"","Dennis Robertson","D","CHA","27.313","34","5","2","0","7","7","41","12.2","0.15","0.06","0.0","0.21","0.21","1.21"
"","Joe Hicketts","D","GR","22.366","44","2","4","9","6","15","81","2.47","0.05","0.09","0.2","0.14","0.34","1.84"
"","Dakota Mermis","D","TUC","24.693","41","1","5","8","6","14","71","1.41","0.02","0.12","0.2","0.15","0.34","1.73"
"","Olli Juolevi","D","UTI","20.365","18","1","5","7","6","13","34","2.94","0.06","0.28","0.39","0.33","0.72","1.89"
"","Jaycob Megna","D","SD","25.764","35","2","4","6","6","12","61","3.28","0.06","0.11","0.17","0.17","0.34","1.74"
"","Ben Street","C","SD","31.587","17","3","3","6","6","12","49","6.12","0.18","0.18","0.35","0.35","0.71","2.88"
"","Jordan Subban","D","TOR","23.538","30","2","4","5","6","11","53","3.77","0.07","0.13","0.17","0.2","0.37","1.77"
"","Jake Chelios","D","GR","27.524","45","1","5","5","6","11","44","2.27","0.02","0.11","0.11","0.13","0.24","0.98"
"","Luke Esposito","C","BAK","24.909","45","3","3","5","6","11","54","5.56","0.07","0.07","0.11","0.13","0.24","1.2"
"","Brett Kulak","D","LAV","24.69","19","3","3","5","6","11","52","5.77","0.16","0.16","0.26","0.32","0.58","2.74"
"","Zach Palmquist","D","LV","27.768","49","3","3","5","6","11","51","5.88","0.06","0.06","0.1","0.12","0.22","1.04"
"","Ryan Bourque","LW","BRI","27.699","47","3","3","5","6","11","48","6.25","0.06","0.06","0.11","0.13","0.23","1.02"
"","Mathieu Olivier","RW","MIL","21.591","44","3","3","5","6","11","49","6.12","0.07","0.07","0.11","0.14","0.25","1.11"
"","Chris Wideman","D","SPR","28.688","14","2","4","5","6","11","32","6.25","0.14","0.29","0.36","0.43","0.79","2.29"
"","Kole Lind","RW","UTI","19.916","37","2","4","4","6","10","41","4.88","0.05","0.11","0.11","0.16","0.27","1.11"
"","Tyler Wong","RW","CHI","22.547","43","5","1","4","6","10","46","10.87","0.12","0.02","0.09","0.14","0.23","1.07"
"","Kevin Davis","D","COL","21.506","20","1","5","4","6","10","22","4.55","0.05","0.25","0.2","0.3","0.5","1.1"
"","William Pelletier","LW","RFD","25.753","22","5","1","4","6","10","38","13.16","0.23","0.05","0.18","0.27","0.45","1.73"
"","Joni Tuulola","D","RFD","22.705","34","2","4","3","6","9","38","5.26","0.06","0.12","0.09","0.18","0.26","1.12"
"","Austin Fyten","C","PRO","27.371","45","3","3","3","6","9","41","7.32","0.07","0.07","0.07","0.13","0.2","0.91"
"","Griffin Reinhart","D","CHI","24.641","50","4","2","3","6","9","43","9.3","0.08","0.04","0.06","0.12","0.18","0.86"
"","Maxi Kammerer","LW","HER","21.963","25","1","5","3","6","9","15","6.67","0.04","0.2","0.12","0.24","0.36","0.6"
"","Colby Williams","D","HER","23.636","26","0","6","3","6","9","22","0.0","0.0","0.23","0.12","0.23","0.35","0.85"
"","Brian Pinho","C","HER","23.376","49","3","3","3","6","9","56","5.36","0.06","0.06","0.06","0.12","0.18","1.14"
"","Will O'Neill","D","WBS","30.383","28","0","6","3","6","9","41","0.0","0.0","0.21","0.11","0.21","0.32","1.46"
"","Zach Magwood","RW","MIL","20.4","38","4","2","3","6","9","37","10.81","0.11","0.05","0.08","0.16","0.24","0.97"
"","Yannick Rathgeb","D","BRI","22.894","24","4","2","3","6","9","43","9.3","0.17","0.08","0.12","0.25","0.38","1.79"
"","Libor Sulak","D","GR","24.534","44","2","4","3","6","9","63","3.17","0.05","0.09","0.07","0.14","0.2","1.43"
"","Tomas Jurco","LW","SPR","25.714","12","4","2","3","6","9","30","13.33","0.33","0.17","0.25","0.5","0.75","2.5"
"","Shawn O'Donnell","RW","HFD","30.3","40","5","1","2","6","8","37","13.51","0.12","0.03","0.05","0.15","0.2","0.93"
"","Stefan Matteau","C","CHI","24.559","36","3","3","2","6","8","56","5.36","0.08","0.08","0.06","0.17","0.22","1.56"
"","Brandon Baddock","LW","BNG","23.467","46","2","4","2","6","8","31","6.45","0.04","0.09","0.04","0.13","0.17","0.67"
"","Vince Pedrie","D","HFD/MIL","24.66","21","1","5","2","6","8","32","3.12","0.05","0.24","0.1","0.29","0.38","1.52"
"","Kristian Vesalainen","LW","MB","19.291","8","3","3","2","6","8","12","25.0","0.38","0.38","0.25","0.75","1.0","1.5"
"","Sean Malone","C","ROC","23.379","24","2","4","2","6","8","26","7.69","0.08","0.17","0.08","0.25","0.33","1.08"
"","Guillaume Brisebois","D","UTI","21.153","45","2","4","2","6","8","53","3.77","0.04","0.09","0.04","0.13","0.18","1.18"
"","Kiefer Sherwood","C","SD","23.461","14","2","4","2","6","8","27","7.41","0.14","0.29","0.14","0.43","0.57","1.93"
"","Matthew Highmore","LW","RFD","22.549","8","3","3","1","6","7","15","20.0","0.38","0.38","0.12","0.75","0.88","1.88"
"","William Borgen","D","ROC","21.739","51","2","4","1","6","7","47","4.26","0.04","0.08","0.02","0.12","0.14","0.92"
"","Chris Casto","D","BRI","26.719","29","3","3","1","6","7","42","7.14","0.1","0.1","0.03","0.21","0.24","1.45"
"","Anthony Peluso","RW","STK","29.411","35","3","3","1","6","7","29","10.34","0.09","0.09","0.03","0.17","0.2","0.83"
"","Braden Christoffer","LW","BAK","24.121","32","4","2","0","6","6","34","11.76","0.12","0.06","0.0","0.19","0.19","1.06"
"","Connor Jones","C","BRI","28.083","50","4","2","0","6","6","58","6.9","0.08","0.04","0.0","0.12","0.12","1.16"
"","Vincent Arseneau","LW","UTI","26.473","23","6","0","0","6","6","28","21.43","0.26","0.0","0.0","0.26","0.26","1.22"
"","Chris Thorburn","RW","SA","35.286","22","1","5","0","6","6","17","5.88","0.05","0.23","0.0","0.27","0.27","0.77"
"","Francois Beauchemin","LW","BEL","22.64","40","4","2","0","6","6","21","19.05","0.1","0.05","0.0","0.15","0.15","0.53"
"","Scott Wilson","LW","ROC","26.393","16","3","3","0","6","6","46","6.52","0.19","0.19","0.0","0.38","0.38","2.88"
"","Dan Renouf","D","CHA","24.291","53","2","3","12","5","17","74","2.7","0.04","0.06","0.23","0.09","0.32","1.4"
"","Simon Benoit","D","SD","19.989","47","1","4","6","5","11","56","1.79","0.02","0.09","0.13","0.11","0.23","1.19"
"","Rasmus Sandin","D","TOR","18.525","24","5","0","6","5","11","36","13.89","0.21","0.0","0.25","0.21","0.46","1.5"
"","Logan Stanley","D","MB","20.307","49","5","0","5","5","10","90","5.56","0.1","0.0","0.1","0.1","0.2","1.84"
"","Lucas Johansen","D","HER","20.83","23","1","4","5","5","10","29","3.45","0.04","0.17","0.22","0.22","0.43","1.26"
"","Brett Seney","C","BNG","22.544","10","1","4","5","5","10","20","5.0","0.1","0.4","0.5","0.5","1.0","2.0"
"","Jan Rutta","D","RFD/SYR","28.132","18","3","2","5","5","10","42","7.14","0.17","0.11","0.28","0.28","0.56","2.33"
"","Dominik Shine","RW","GR","25.411","53","4","1","4","5","9","64","6.25","0.08","0.02","0.08","0.09","0.17","1.21"
"","Ryan Graves","D","COL","23.321","32","2","3","4","5","9","64","3.12","0.06","0.09","0.12","0.16","0.28","2.0"
"","Tyler Lewington","D","HER","23.779","44","3","2","4","5","9","37","8.11","0.07","0.05","0.09","0.11","0.2","0.84"
"","Hunter Shinkaruk","LW","LAV","23.924","42","5","0","4","5","9","62","8.06","0.12","0.0","0.1","0.12","0.21","1.48"
"","Aaron Luchuk","C","BEL","21.449","23","4","1","4","5","9","32","12.5","0.17","0.04","0.17","0.22","0.39","1.39"
"","Blake Speers","C","BNG","21.616","43","3","2","3","5","8","45","6.67","0.07","0.05","0.07","0.12","0.19","1.05"
"","Trevor Cheek","F","TUC","25.712","42","5","0","3","5","8","41","12.2","0.12","0.0","0.07","0.12","0.19","0.98"
"","Shane Hanna","D","TEX","24.373","43","2","3","3","5","8","41","4.88","0.05","0.07","0.07","0.12","0.19","0.95"
"","Nikita Korostelev","RW","CLE","21.599","16","2","3","3","5","8","25","8.0","0.12","0.19","0.19","0.31","0.5","1.56"
"","Cristoval Nieves","C","HFD","24.644","16","3","2","3","5","8","18","16.67","0.19","0.12","0.19","0.31","0.5","1.12"
"","Austin Strand","D","ONT","21.575","21","3","2","3","5","8","34","8.82","0.14","0.1","0.14","0.24","0.38","1.62"
"","Dennis Gilbert","D","RFD","21.876","42","1","4","3","5","8","47","2.13","0.02","0.1","0.07","0.12","0.19","1.12"
"","Taylor Fedun","D","ROC/TEX","30.281","12","1","4","2","5","7","26","3.85","0.08","0.33","0.17","0.42","0.58","2.17"
"","Michael Lindqvist","LW","HFD","24.009","16","3","2","2","5","7","21","14.29","0.19","0.12","0.12","0.31","0.44","1.31"
"","Samuel Laberge","LW","TEX","21.432","31","1","4","2","5","7","30","3.33","0.03","0.13","0.06","0.16","0.23","0.97"
"","Nelson Nogier","D","MB","22.303","50","1","4","2","5","7","69","1.45","0.02","0.08","0.04","0.1","0.14","1.38"
"","Matt Fonteyne","C","SJ","20.792","29","4","1","2","5","7","25","16.0","0.14","0.03","0.07","0.17","0.24","0.86"
"","Erik Cernak","D","SYR","21.301","9","2","3","2","5","7","30","6.67","0.22","0.33","0.22","0.56","0.78","3.33"
"","Jack Kopacka","LW","SD","20.532","14","4","1","2","5","7","23","17.39","0.29","0.07","0.14","0.36","0.5","1.64"
"","Cam Dineen","D","TUC","20.241","36","3","2","2","5","7","58","5.17","0.08","0.06","0.06","0.14","0.19","1.61"
"","Henri Jokiharju","D","RFD","19.247","8","1","4","2","5","7","30","3.33","0.12","0.5","0.25","0.62","0.88","3.75"
"","Givani Smith","LW","GR","20.548","41","3","2","1","5","6","33","9.09","0.07","0.05","0.02","0.12","0.15","0.8"
"","Sergei Boikov","D","COL","22.642","39","0","5","1","5","6","49","0.0","0.0","0.13","0.03","0.13","0.15","1.26"
"","Cody Bass","RW","COL","31.689","33","2","3","1","5","6","27","7.41","0.06","0.09","0.03","0.15","0.18","0.82"
"","Lukas Radil","LW","SJ","28.113","11","1","4","1","5","6","22","4.55","0.09","0.36","0.09","0.45","0.55","2.0"
"","Andrew Sturtz","RW","BEL","23.984","15","2","3","1","5","6","18","11.11","0.13","0.2","0.07","0.33","0.4","1.2"
"","Julian Melchiori","D","SPR","26.777","34","4","1","1","5","6","46","8.7","0.12","0.03","0.03","0.15","0.18","1.35"
"","Yannick Veilleux","LW","ROC","25.561","32","4","1","1","5","6","40","10.0","0.12","0.03","0.03","0.16","0.19","1.25"
"","Zach Sanford","C","SA","23.85","7","4","1","1","5","6","14","28.57","0.57","0.14","0.14","0.71","0.86","2.0"
"","Tony Calderone","RW","TEX","23.918","21","3","2","1","5","6","23","13.04","0.14","0.1","0.05","0.24","0.29","1.1"
"","Mike McMurtry","C","STK","26.278","24","2","3","1","5","6","14","14.29","0.08","0.12","0.04","0.21","0.25","0.58"
"","Ben Holmstrom","C","BRI","31.437","28","3","2","1","5","6","39","7.69","0.11","0.07","0.04","0.18","0.21","1.39"
"","Nikita Soshnikov","RW","SA","24.92","11","3","2","1","5","6","33","9.09","0.27","0.18","0.09","0.45","0.55","3.0"
"","Christoffer Ehn","C","GR","22.445","10","1","4","1","5","6","5","20.0","0.1","0.4","0.1","0.5","0.6","0.5"
"","Isac Lundestrom","C","SD","18.859","12","0","5","1","5","6","15","0.0","0.0","0.42","0.08","0.42","0.5","1.25"
"","Andrew MacWilliam","D","ROC","28.477","45","3","2","1","5","6","54","5.56","0.07","0.04","0.02","0.11","0.13","1.2"
"","Kristian Reichel","C","MB","20.263","41","2","3","1","5","6","44","4.55","0.05","0.07","0.02","0.12","0.15","1.07"
"","Andreas Martinsen","LW","RFD","28.258","17","0","5","1","5","6","31","0.0","0.0","0.29","0.06","0.29","0.35","1.82"
"","Ryan Spooner","C","BAK","26.626","7","2","3","1","5","6","7","28.57","0.29","0.43","0.14","0.71","0.86","1.0"
"","Clark Bishop","C","CHA","22.465","26","3","2","0","5","5","48","6.25","0.12","0.08","0.0","0.19","0.19","1.85"
"","Landon Ferraro","LW","IA","27.105","12","2","3","0","5","5","15","13.33","0.17","0.25","0.0","0.42","0.42","1.25"
"","Sergei Shumakov","RW","SPR/HER","26.029","13","4","1","0","5","5","12","33.33","0.31","0.08","0.0","0.38","0.38","0.92"
"","Cole Bardreau","C","LV","25.15","23","4","1","0","5","5","27","14.81","0.17","0.04","0.0","0.22","0.22","1.17"
"","Travis Barron","LW","COL","19.828","32","3","2","0","5","5","32","9.38","0.09","0.06","0.0","0.16","0.16","1.0"
"","Michael Pezzetta","LW","LAV","20.51","32","4","1","0","5","5","24","16.67","0.12","0.03","0.0","0.16","0.16","0.75"
"","Brent Pedersen","LW","MB","23.198","24","4","1","0","5","5","25","16.0","0.17","0.04","0.0","0.21","0.21","1.04"
"","Tyson Jost","C","COL","20.507","8","4","1","0","5","5","19","21.05","0.5","0.12","0.0","0.62","0.62","2.38"
"","Keegan Lowe","D","BAK","25.465","48","0","4","11","4","15","69","0.0","0.0","0.08","0.23","0.08","0.31","1.44"
"","Josh Mahura","D","SD","20.365","30","1","3","11","4","15","38","2.63","0.03","0.1","0.37","0.13","0.5","1.27"
"","Seth Helgeson","D","BRI","27.938","54","1","3","7","4","11","52","1.92","0.02","0.06","0.13","0.07","0.2","0.96"
"","Colby Sissons","D","BNG","20.666","34","2","2","6","4","10","26","7.69","0.06","0.06","0.18","0.12","0.29","0.76"
"","Stefan Leblanc","D","UTI/TOR","22.5","23","0","4","6","4","10","12","0.0","0.0","0.17","0.26","0.17","0.43","0.52"
"","Chris Breen","D","PRO","29.213","38","1","3","5","4","9","65","1.54","0.03","0.08","0.13","0.11","0.24","1.71"
"","Eric Martinsson","D","IA","25.898","13","0","4","5","4","9","16","0.0","0.0","0.31","0.38","0.31","0.69","1.23"
"","Josh Healey","D","STK","24.178","39","1","3","5","4","9","18","5.56","0.03","0.08","0.13","0.1","0.23","0.46"
"","Patrick Sieloff","D","BEL","24.337","45","1","3","5","4","9","23","4.35","0.02","0.07","0.11","0.09","0.2","0.51"
"","Ian McCoshen","D","SPR","23.113","38","0","4","5","4","9","37","0.0","0.0","0.11","0.13","0.11","0.24","0.97"
"","Matt Abt","D","WBS","25.142","40","0","4","5","4","9","65","0.0","0.0","0.1","0.12","0.1","0.23","1.62"
"","Brian Lashoff","D","GR","28.168","39","0","4","5","4","9","47","0.0","0.0","0.1","0.13","0.1","0.23","1.21"
"","Carl Dahlstrom","D","RFD","23.631","22","1","3","4","4","8","36","2.78","0.05","0.14","0.18","0.18","0.36","1.64"
"","Timothy Liljegren","D","TOR","19.379","22","2","2","4","4","8","30","6.67","0.09","0.09","0.18","0.18","0.36","1.36"
"","Dominik Masin","D","SYR","22.621","44","2","2","4","4","8","40","5.0","0.05","0.05","0.09","0.09","0.18","0.91"
"","Jack Dougherty","D","ROC","22.308","36","1","3","4","4","8","34","2.94","0.03","0.08","0.11","0.11","0.22","0.94"
"","Wacey Hamilton","C","UTI","28.014","13","1","3","4","4","8","16","6.25","0.08","0.23","0.31","0.31","0.62","1.23"
"","Andrew Campbell","D","RFD","30.613","48","3","1","3","4","7","37","8.11","0.06","0.02","0.06","0.08","0.15","0.77"
"","Henrik Samuelsson","LW","RFD","24.603","40","2","2","3","4","7","41","4.88","0.05","0.05","0.07","0.1","0.17","1.02"
"","Vincent LoVerde","D","TOR","29.422","53","1","3","3","4","7","57","1.75","0.02","0.06","0.06","0.08","0.13","1.08"
"","Emil Johansson","D","PRO","22.36","44","2","2","3","4","7","41","4.88","0.05","0.05","0.07","0.09","0.16","0.93"
"","Brady Brassart","C","SYR","25.252","37","2","2","3","4","7","42","4.76","0.05","0.05","0.08","0.11","0.19","1.14"
"","Niko Mikkola","D","SA","22.385","46","1","3","3","4","7","53","1.89","0.02","0.07","0.07","0.09","0.15","1.15"
"","Jonah Gadjovich","F","UTI","19.765","30","2","2","3","4","7","30","6.67","0.07","0.07","0.1","0.13","0.23","1.0"
"","Nathan Noel","LW","RFD","21.235","38","2","2","2","4","6","29","6.9","0.05","0.05","0.05","0.11","0.16","0.76"
"","Cliff Pu","RW","CHA","20.285","42","1","3","2","4","6","33","3.03","0.02","0.07","0.05","0.1","0.14","0.79"
"","Jeremy Lauzon","D","PRO","21.383","23","1","3","2","4","6","37","2.7","0.04","0.13","0.09","0.17","0.26","1.61"
"","James Phelan","C","TEX","21.572","38","3","1","2","4","6","33","9.09","0.08","0.03","0.05","0.11","0.16","0.87"
"","Troy Bourke","LW","SYR","24.463","22","1","3","2","4","6","21","4.76","0.05","0.14","0.09","0.18","0.27","0.95"
"","Julius Bergman","D","BEL","22.87","33","0","4","2","4","6","27","0.0","0.0","0.12","0.06","0.12","0.18","0.82"
"","Bokondji Imama","LW","ONT","22.117","32","3","1","2","4","6","20","15.0","0.09","0.03","0.06","0.12","0.19","0.62"
"","Luke Gazdic","LW","SD","29.142","18","2","2","2","4","6","17","11.76","0.11","0.11","0.11","0.22","0.33","0.94"
"","Jake Kulevich","D","BAK","25.586","24","2","2","2","4","6","20","10.0","0.08","0.08","0.08","0.17","0.25","0.83"
"","Nikita Scherbak","RW","ONT/LAV","22.711","18","2","2","2","4","6","29","6.9","0.11","0.11","0.11","0.22","0.33","1.61"
"","J.T. Brown","RW","IA","28.206","6","3","1","2","4","6","22","13.64","0.5","0.17","0.33","0.67","1.0","3.67"
"","Ryan Collins","D","CLE","22.36","37","2","2","1","4","5","49","4.08","0.05","0.05","0.03","0.11","0.14","1.32"
"","Jakob Forsbacka Karlsson","C","PRO","21.873","12","1","3","1","4","5","12","8.33","0.08","0.25","0.08","0.33","0.42","1.0"
"","John Nyberg","D","TEX","22.172","34","1","3","1","4","5","28","3.57","0.03","0.09","0.03","0.12","0.15","0.82"
"","Dylan McIlrath","D","GR","26.404","40","1","3","1","4","5","48","2.08","0.03","0.07","0.03","0.1","0.12","1.2"
"","David Sklenicka","D","LAV","22.018","47","2","2","1","4","5","50","4.0","0.04","0.04","0.02","0.09","0.11","1.06"
"","Patrick Bajkov","F","SPR","20.8","17","3","1","1","4","5","7","42.86","0.18","0.06","0.06","0.24","0.29","0.41"
"","Kurtis Gabriel","RW","BNG","25.405","32","2","2","1","4","5","20","10.0","0.06","0.06","0.03","0.12","0.16","0.62"
"","Scott Sabourin","RW","STK","26.128","26","2","2","1","4","5","35","5.71","0.08","0.08","0.04","0.15","0.19","1.35"
"","Jeff Taylor","D","WBS","24.425","28","2","2","1","4","5","35","5.71","0.07","0.07","0.04","0.14","0.18","1.25"
"","Thomas Gregoire","D","SJ","20.17","15","0","4","1","4","5","34","0.0","0.0","0.27","0.07","0.27","0.33","2.27"
"","Martin Bakos","RW","PRO","28.411","16","3","1","1","4","5","43","6.98","0.19","0.06","0.06","0.25","0.31","2.69"
"","Eric Gryba","D","BNG","30.41","32","2","2","1","4","5","36","5.56","0.06","0.06","0.03","0.12","0.16","1.12"
"","Antoine Waked","RW","LAV","22.33","19","2","2","1","4","5","15","13.33","0.11","0.11","0.05","0.21","0.26","0.79"
"","Pavel Zacha","C","BNG","21.443","4","0","4","1","4","5","13","0.0","0.0","1.0","0.25","1.0","1.25","3.25"
"","Steven Swavely","C","LV","26.782","27","0","4","1","4","5","25","0.0","0.0","0.15","0.04","0.15","0.19","0.93"
"","Corban Knight","C","LV","28.014","3","2","2","1","4","5","10","20.0","0.67","0.67","0.33","1.33","1.67","3.33"
"","Andrew Ladd","LW","BRI","32.759","2","1","3","1","4","5","3","33.33","0.5","1.5","0.5","2.0","2.5","1.5"
