"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Jake Gricius","C","POR","16.926","71","10","4","0","14","14","0.14","0.06","0.0","0.2","0.2"
"","James Hilsendager","D","REG/KEL","19.491","64","6","7","14","13","27","0.09","0.11","0.22","0.2","0.42"
"","Tate Olson","D","PG","19.488","67","7","6","13","13","26","0.1","0.09","0.19","0.19","0.39"
"","Libor Hajek","D","SAS","18.612","65","4","9","13","13","26","0.06","0.14","0.2","0.2","0.4"
"","Dallas Hines","D","KTN","18.61","67","4","9","10","13","23","0.06","0.13","0.15","0.19","0.34"
"","Igor Merezhko","D","LET","18.38","72","2","11","9","13","22","0.03","0.15","0.12","0.18","0.31"
"","Brad Forrest","D","MH","19.001","72","3","10","9","13","22","0.04","0.14","0.12","0.18","0.31"
"","Rykr Cole","RW","REG/SPO","19.382","63","6","7","6","13","19","0.1","0.11","0.1","0.21","0.3"
"","Jake Elmer","RW","KTN","17.709","46","7","6","3","13","16","0.15","0.13","0.07","0.28","0.35"
"","Braydon Buziak","C","REG","18.642","55","11","2","2","13","15","0.2","0.04","0.04","0.24","0.27"
"","Max Patterson","RW","KTN","16.72","63","8","5","2","13","15","0.13","0.08","0.03","0.21","0.24"
"","Jarret Tyszka","D","SEA","17.506","54","6","6","13","12","25","0.11","0.11","0.24","0.22","0.46"
"","Kristians Rubins","D","MH","18.763","49","3","9","12","12","24","0.06","0.18","0.24","0.24","0.49"
"","Josh Thrower","D","MJ","20.499","67","2","10","8","12","20","0.03","0.15","0.12","0.18","0.3"
"","Nolan Reid","D","SPO/SAS","18.481","64","1","11","8","12","20","0.02","0.17","0.12","0.19","0.31"
"","Evan Fiala","D","SPO/SAS","19.275","70","4","8","7","12","19","0.06","0.11","0.1","0.17","0.27"
"","Brayden Watts","LW","MJ/VAN","17.566","70","7","5","6","12","18","0.1","0.07","0.09","0.17","0.26"
"","Barrett Sheen","LW","KTN","17.988","55","8","4","6","12","18","0.15","0.07","0.11","0.22","0.33"
"","Austin Wellsby","LW","KTN","19.212","60","6","6","6","12","18","0.1","0.1","0.1","0.2","0.3"
"","Adam Berg","LW","EDM","19.612","61","5","7","6","12","18","0.08","0.11","0.1","0.2","0.3"
"","Lucas Skrumeda","D","EVT","19.94","47","4","8","6","12","18","0.09","0.17","0.13","0.26","0.38"
"","Spencer Bast","RW","MJ/KAM","19.694","60","9","3","5","12","17","0.15","0.05","0.08","0.2","0.28"
"","Riley  Stadel","LW","KEL/EDM","20.666","45","7","5","5","12","17","0.16","0.11","0.11","0.27","0.38"
"","Brian King","C","EVT","17.591","62","4","8","5","12","17","0.06","0.13","0.08","0.19","0.27"
"","Erik Gardiner","LW","REG/KEL","17.49","42","4","8","3","12","15","0.1","0.19","0.07","0.29","0.36"
"","Tyler Adams","LW","SEA/SC","19.431","66","4","8","3","12","15","0.06","0.12","0.05","0.18","0.23"
"","Cameron Hausinger","RW","RD/SAS","17.676","61","7","5","3","12","15","0.11","0.08","0.05","0.2","0.25"
"","Gage Ramsay","C","SAS/VAN","17.92","66","9","3","2","12","14","0.14","0.05","0.03","0.18","0.21"
"","Dawson Holt","C","VAN","17.58","39","6","6","2","12","14","0.15","0.15","0.05","0.31","0.36"
"","Nick Bowman","C","EDM","16.51","61","7","5","2","12","14","0.11","0.08","0.03","0.2","0.23"
"","Leif Mattson","RW","KEL","17.15","46","9","3","2","12","14","0.2","0.07","0.04","0.26","0.3"
"","Schael Higson","D","BDN","18.349","71","4","7","9","11","20","0.06","0.1","0.13","0.15","0.28"
"","Dmitri Zaitsev","D","MJ","18.659","70","2","9","9","11","20","0.03","0.13","0.13","0.16","0.29"
"","Jesse Zaharichuk","RW","LET","19.458","17","8","3","6","11","17","0.47","0.18","0.35","0.65","1.0"
"","Tristin Langan","LW","MJ","17.753","66","5","6","5","11","16","0.08","0.09","0.08","0.17","0.24"
"","Ryan Pouliot","D","KTN","18.308","66","1","10","5","11","16","0.02","0.15","0.08","0.17","0.24"
"","Owen Hardy","LW","VAN","17.588","65","5","6","3","11","14","0.08","0.09","0.05","0.17","0.22"
"","Spencer Moe","C","PA","16.69","61","6","5","3","11","14","0.1","0.08","0.05","0.18","0.23"
"","Jordan  Borstmayer","RW","KEL/VAN","18.683","64","7","4","3","11","14","0.11","0.06","0.05","0.17","0.22"
"","Lane Gilliss","LW","POR","16.959","65","6","5","2","11","13","0.09","0.08","0.03","0.17","0.2"
"","Carson Sass","D","RD","17.32","64","5","5","6","10","16","0.08","0.08","0.09","0.16","0.25"
"","D-Jay Jerome","RW","RD/PA","16.863","55","8","2","6","10","16","0.15","0.04","0.11","0.18","0.29"
"","Brayden Gorda","D","EDM","17.421","56","4","6","6","10","16","0.07","0.11","0.11","0.18","0.29"
"","Zane Franklin","C","LET","17.695","64","5","5","4","10","14","0.08","0.08","0.06","0.16","0.22"
"","Adam Kadlec","RW","PG/PA","17.035","60","5","5","4","10","14","0.08","0.08","0.07","0.17","0.23"
"","Bryce Kindopp","RW","EVT","17.257","60","7","3","4","10","14","0.12","0.05","0.07","0.17","0.23"
"","Bryan Lockner","RW","REG","16.449","62","4","6","3","10","13","0.06","0.1","0.05","0.16","0.21"
"","Ty Gerla","LW","EDM","17.21","43","5","5","1","10","11","0.12","0.12","0.02","0.23","0.26"
"","Ty Schultz","D","MH","19.532","44","3","6","12","9","21","0.07","0.14","0.27","0.2","0.48"
"","Ralph Jarratt","D","VIC","18.497","65","2","7","12","9","21","0.03","0.11","0.18","0.14","0.32"
"","Loch Morrison","D","VIC/PA","19.19","67","3","6","9","9","18","0.04","0.09","0.13","0.13","0.27"
"","Troy Murray","D","KTN","19.009","67","4","5","9","9","18","0.06","0.07","0.13","0.13","0.27"
"","Luke Zazula","D","KAM","16.329","54","2","7","7","9","16","0.04","0.13","0.13","0.17","0.3"
"","Kade Jensen","D","BDN/SC","19.371","73","4","5","5","9","14","0.05","0.07","0.07","0.12","0.19"
"","Brett Kemp","C","EVT/EDM","16.482","36","4","5","5","9","14","0.11","0.14","0.14","0.25","0.39"
"","Jordan Wharrie","D","BDN/VAN","19.25","71","5","4","3","9","12","0.07","0.06","0.04","0.13","0.17"
"","Zack Hayes","D","PA","17.397","72","2","7","3","9","12","0.03","0.1","0.04","0.12","0.17"
"","Andrew Fyten","RW","CGY","17.925","63","6","3","3","9","12","0.1","0.05","0.05","0.14","0.19"
"","Ryan Chyzowski","LW","MH","16.34","52","5","4","3","9","12","0.1","0.08","0.06","0.17","0.23"
"","Zack Andrusiak","LW","SEA/PA","18.185","60","6","3","2","9","11","0.1","0.05","0.03","0.15","0.18"
"","Caleb Fantillo","RW","MH/SAS","18.404","55","5","4","2","9","11","0.09","0.07","0.04","0.16","0.2"
"","Jordan Roy","LW","RD","18.018","63","5","4","2","9","11","0.08","0.06","0.03","0.14","0.17"
"","Luke Ormsby","RW","SEA","17.586","65","6","3","2","9","11","0.09","0.05","0.03","0.14","0.17"
"","Blake Bargar","RW","VIC","18.53","61","6","3","1","9","10","0.1","0.05","0.02","0.15","0.16"
"","Pavel Kousal","LW","SPO","17.837","49","7","2","1","9","10","0.14","0.04","0.02","0.18","0.2"
"","Tyler Popowich","C","VAN","16.381","53","7","2","0","9","9","0.13","0.04","0.0","0.17","0.17"
"","Sahvan Khaira","D","SC","18.703","70","1","7","9","8","17","0.01","0.1","0.13","0.11","0.24"
"","Jadon Joseph","C","LET","17.32","68","3","5","6","8","14","0.04","0.07","0.09","0.12","0.21"
"","Conner Bruggen-Cate","LW","KEL","17.008","55","3","5","5","8","13","0.05","0.09","0.09","0.15","0.24"
"","Shane Collins","D","PG","19.568","72","2","6","5","8","13","0.03","0.08","0.07","0.11","0.18"
"","Elijah Brown","C","SEA","16.696","64","4","4","5","8","13","0.06","0.06","0.08","0.12","0.2"
"","Anatolii Elizarov","D","EDM","18.256","67","7","1","5","8","13","0.1","0.01","0.07","0.12","0.19"
"","Nick Heid","D","PA","19.321","63","2","6","4","8","12","0.03","0.1","0.06","0.13","0.19"
"","Kole Gable","LW","SC/EDM","18.163","45","6","2","4","8","12","0.13","0.04","0.09","0.18","0.27"
"","Ilijah Colina","C","POR","16.575","46","1","7","4","8","12","0.02","0.15","0.09","0.17","0.26"
"","Brad Ginnell","C","POR","16.2","51","6","2","2","8","10","0.12","0.04","0.04","0.16","0.2"
"","Braydyn Chizen","D","KEL","18.355","65","3","5","2","8","10","0.05","0.08","0.03","0.12","0.15"
"","Grayson Pawlenchuk","LW","RD","19.486","19","4","4","1","8","9","0.21","0.21","0.05","0.42","0.47"
"","Gary Haden","C","MH","17.646","32","7","1","0","8","8","0.22","0.03","0.0","0.25","0.25"
"","Alex Mowbray","RW","SPO","20.417","36","4","4","0","8","8","0.11","0.11","0.0","0.22","0.22"
"","Mark Rubinchik","D","SAS","17.49","63","0","7","16","7","23","0.0","0.11","0.25","0.11","0.37"
"","Brayden Pachal","D","VIC/PA","17.065","65","3","4","8","7","15","0.05","0.06","0.12","0.11","0.23"
"","Tanner Wishnowski","LW","KEL/SPO/PG","19.631","28","3","4","5","7","12","0.11","0.14","0.18","0.25","0.43"
"","Davis Murray","LW","EDM","16.991","52","3","4","4","7","11","0.06","0.08","0.08","0.13","0.21"
"","Kirby Dach","C","SAS","15.65","19","6","1","3","7","10","0.32","0.05","0.16","0.37","0.53"
"","Keenan Taphorn","RW","KTN","16.701","68","3","4","2","7","9","0.04","0.06","0.03","0.1","0.13"
"","Dakota  Odgers","C","MJ","20.455","42","2","5","1","7","8","0.05","0.12","0.02","0.17","0.19"
"","Lukus MacKenzie","LW","SAS","17.391","52","6","1","1","7","8","0.12","0.02","0.02","0.13","0.15"
"","Erik Miller","RW","KAM","17.525","52","5","2","1","7","8","0.1","0.04","0.02","0.13","0.15"
"","Bartek Bison","LW","PG/VAN","18.475","37","7","0","1","7","8","0.19","0.0","0.03","0.19","0.22"
"","Riley Sawchuk","C","TC","17.498","55","2","5","0","7","7","0.04","0.09","0.0","0.13","0.13"
"","Ryan Gagnon","D","VIC","20.378","67","1","5","13","6","19","0.01","0.07","0.19","0.09","0.28"
"","Brennan Riddle","D","LET/PA","19.138","71","4","2","12","6","18","0.06","0.03","0.17","0.08","0.25"
"","Daniel Bukac","D","BDN","17.383","72","2","4","11","6","17","0.03","0.06","0.15","0.08","0.24"
"","Dallas Valentine","D","KAM","20.302","52","2","4","9","6","15","0.04","0.08","0.17","0.12","0.29"
"","Dmitry Osipov","D","BDN/VAN","19.948","73","2","4","8","6","14","0.03","0.05","0.11","0.08","0.19"
"","Brandon Schuldhaus","D","SEA/RD","18.56","67","2","4","8","6","14","0.03","0.06","0.12","0.09","0.21"
"","Jackson Shepard","LW","KAM","16.548","41","3","3","6","6","12","0.07","0.07","0.15","0.15","0.29"
"","Cole Johnson","LW","SC/SAS","18.215","54","4","2","5","6","11","0.07","0.04","0.09","0.11","0.2"
"","Dalton Hamaliuk","D","SPO","18.489","70","0","6","5","6","11","0.0","0.09","0.07","0.09","0.16"
"","Darian Skeoch","D","VAN","19.486","27","1","5","4","6","10","0.04","0.19","0.15","0.22","0.37"
"","Caiden Daley","C","BDN","16.611","60","2","4","4","6","10","0.03","0.07","0.07","0.1","0.17"
"","Liam Schioler","D","REG","18.642","72","1","5","4","6","10","0.01","0.07","0.06","0.08","0.14"
"","Ethan Cap","D","EDM","16.414","62","1","5","4","6","10","0.02","0.08","0.06","0.1","0.16"
"","Eric Florchuk","C","VIC","16.682","51","3","3","3","6","9","0.06","0.06","0.06","0.12","0.18"
"","Michael King","C","KTN","16.578","66","2","4","3","6","9","0.03","0.06","0.05","0.09","0.14"
"","Orrin Centazzo","LW","EVT","16.414","41","4","2","3","6","9","0.1","0.05","0.07","0.15","0.22"
"","Lucas Cullen","C","CGY","17.369","37","4","2","2","6","8","0.11","0.05","0.05","0.16","0.22"
"","Kaeden Taphorn","LW","KTN","16.701","48","4","2","2","6","8","0.08","0.04","0.04","0.12","0.17"
"","Brandson Hein","LW","EVT","17.969","48","6","0","2","6","8","0.12","0.0","0.04","0.12","0.17"
"","Carson Focht","C","TC","16.614","62","3","3","2","6","8","0.05","0.05","0.03","0.1","0.13"
"","Fedor Rudakov","D","KTN","18.237","59","5","1","2","6","8","0.08","0.02","0.03","0.1","0.14"
"","Riley McKay","LW","SPO","17.528","51","3","3","2","6","8","0.06","0.06","0.04","0.12","0.16"
"","Travis Walton","LW","KAM","17.706","48","5","1","2","6","8","0.1","0.02","0.04","0.12","0.17"
"","Linden McCorrister","LW","BDN","18.478","33","2","4","1","6","7","0.06","0.12","0.03","0.18","0.21"
"","Tristen Nielsen","C","CGY","16.562","49","3","3","1","6","7","0.06","0.06","0.02","0.12","0.14"
"","Austyn Playfair","C","TC","19.13","36","3","3","1","6","7","0.08","0.08","0.03","0.17","0.19"
"","Matt Dorsey","RW","CGY","17.35","34","3","3","0","6","6","0.09","0.09","0.0","0.18","0.18"
"","Aaron Hyman","D","SEA/CGY","18.41","67","2","3","11","5","16","0.03","0.04","0.16","0.07","0.24"
"","Jack Cowell","LW","KEL","17.375","59","4","1","7","5","12","0.07","0.02","0.12","0.08","0.2"
"","Marsel Ibragimov","D","VIC","19.116","72","2","3","7","5","12","0.03","0.04","0.1","0.07","0.17"
"","Joel Lakusta","D","PG","18.229","60","1","4","7","5","12","0.02","0.07","0.12","0.08","0.2"
"","Reece Harsch","D","SEA","17.69","67","3","2","7","5","12","0.04","0.03","0.1","0.07","0.18"
"","Brady Pouteau","D","REG/LET","18.683","48","1","4","7","5","12","0.02","0.08","0.15","0.1","0.25"
"","Ryan Schoettler","D","PG","17.145","58","1","4","5","5","10","0.02","0.07","0.09","0.09","0.17"
"","Wyatte Wylie","D","EVT","16.871","71","0","5","5","5","10","0.0","0.07","0.07","0.07","0.14"
"","Mitchell Prowse","D","VIC","16.271","38","2","3","4","5","9","0.05","0.08","0.11","0.13","0.24"
"","Dalton Gally","D","MH","18.637","58","1","4","4","5","9","0.02","0.07","0.07","0.09","0.16"
"","Nolan Kneen","D","KAM","17.487","69","2","3","4","5","9","0.03","0.04","0.06","0.07","0.13"
"","Shaun Dosanjh","D","POR/LET/KAM/PG","20.504","49","2","3","3","5","8","0.04","0.06","0.06","0.1","0.16"
"","Tanner Sidaway","RW","KTN","17.383","65","2","3","3","5","8","0.03","0.05","0.05","0.08","0.12"
"","Tyson Gruninger","RW","EDM","18.037","34","3","2","3","5","8","0.09","0.06","0.09","0.15","0.24"
"","Cole Reinhardt","LW","BDN","16.622","61","3","2","2","5","7","0.05","0.03","0.03","0.08","0.11"
"","Brandan Arnold","RW","SC","19.447","37","3","2","2","5","7","0.08","0.05","0.05","0.14","0.19"
"","Taylor Sanheim","LW","CGY","20.466","18","2","3","2","5","7","0.11","0.17","0.11","0.28","0.39"
"","Anthony Bishop","D","SEA","18.459","66","2","3","2","5","7","0.03","0.05","0.03","0.08","0.11"
"","Kurtis Rutledge","D","TC/KTN","19.289","60","3","2","2","5","7","0.05","0.03","0.03","0.08","0.12"
"","Cody Paivarinta","D","PA","18.259","57","2","3","2","5","7","0.04","0.05","0.04","0.09","0.12"
"","Jakob LaPointe","D","CGY","18.322","48","0","5","2","5","7","0.0","0.1","0.04","0.1","0.15"
"","Dylan  Stewart","LW","KTN","19.357","19","2","3","1","5","6","0.11","0.16","0.05","0.26","0.32"
"","Matthew Campese","LW","RD/KAM","18.766","37","2","3","1","5","6","0.05","0.08","0.03","0.14","0.16"
"","Tristyn DeRoose","LW","VAN","17.629","55","1","4","1","5","6","0.02","0.07","0.02","0.09","0.11"
"","Bradly Goethals","C","EVT","18.248","23","3","2","1","5","6","0.13","0.09","0.04","0.22","0.26"
"","Zach Russell","LW","BDN","17.271","40","3","2","0","5","5","0.07","0.05","0.0","0.12","0.12"
"","Artyom Baltruk","RW","EDM","17.369","60","3","2","0","5","5","0.05","0.03","0.0","0.08","0.08"
"","Dalton  Yorke","RD","TC","20.318","72","0","4","11","4","15","0.0","0.06","0.15","0.06","0.21"
"","Josh Anderson","D","PG","18.048","69","3","1","7","4","11","0.04","0.01","0.1","0.06","0.16"
"","Jaydan Gordon","D","CGY","19.445","70","2","2","4","4","8","0.03","0.03","0.06","0.06","0.11"
"","Gordie Ballhorn","D","KEL","19.037","44","2","2","4","4","8","0.05","0.05","0.09","0.09","0.18"
"","Reed Morison","C","KTN","18.27","64","2","2","3","4","7","0.03","0.03","0.05","0.06","0.11"
"","Brendan O'Reilly","RD","TC","19.338","66","1","3","3","4","7","0.02","0.05","0.05","0.06","0.11"
"","Baron Thompson","RW","BDN","17.572","47","3","1","3","4","7","0.06","0.02","0.06","0.09","0.15"
"","Conor MacEachern","D","POR","17.772","52","1","3","2","4","6","0.02","0.06","0.04","0.08","0.12"
"","Drew Warkentine","C","PA","17.98","32","2","2","2","4","6","0.06","0.06","0.06","0.12","0.19"
"","Brett Clayton","LW","POR","17.816","29","2","2","1","4","5","0.07","0.07","0.03","0.14","0.17"
"","Rylan Bettens","RW","BDN","16.581","64","4","0","1","4","5","0.06","0.0","0.02","0.06","0.08"
"","Taden Rattie","RW","RD/VAN","18.549","46","1","3","1","4","5","0.02","0.07","0.02","0.09","0.11"
"","Scott Mahovlich","C","KAM","17.408","48","1","3","1","4","5","0.02","0.06","0.02","0.08","0.1"
"","Cal Babych","RW","EVT/VAN","19.658","15","2","2","0","4","4","0.13","0.13","0.0","0.27","0.27"
"","Jeff Rayman","D","TC/VAN","20.058","65","3","1","0","4","4","0.05","0.02","0.0","0.06","0.06"
"","Robbie Holmes","LW","REG","17.153","54","2","1","6","3","9","0.04","0.02","0.11","0.06","0.17"
"","Kord Pankewicz","D","LET","20.616","24","1","2","6","3","9","0.04","0.08","0.25","0.12","0.38"
"","Dylan MacPherson","D","MH","18.388","51","0","3","6","3","9","0.0","0.06","0.12","0.06","0.18"
"","Kyle Yewchuk","D","LET/EDM","18.448","46","1","2","5","3","8","0.02","0.04","0.11","0.07","0.17"
"","Garrett Sambrook","D","BDN","16.627","55","1","2","4","3","7","0.02","0.04","0.07","0.05","0.13"
"","Dom Schmiemann","D","SC","17.457","63","1","2","4","3","7","0.02","0.03","0.06","0.05","0.11"
"","Ethan Sakowich","D","RD","17.613","61","3","0","4","3","7","0.05","0.0","0.07","0.05","0.11"
"","Jeff Faith","D","SPO","18.692","60","2","1","4","3","7","0.03","0.02","0.07","0.05","0.12"
"","Montana Onyebuchi","D","EVT","16.523","47","1","2","3","3","6","0.02","0.04","0.06","0.06","0.13"
"","Wyatt McLeod","D","EDM","16.636","41","0","3","3","3","6","0.0","0.07","0.07","0.07","0.15"
"","Peyton Krebs","LW","KTN","15.636","6","1","2","3","3","6","0.17","0.33","0.5","0.5","1.0"
"","Josh Tarzwell","C","LET","16.603","36","2","1","2","3","5","0.06","0.03","0.06","0.08","0.14"
"","Sam Huston","D","KTN","17.295","45","1","2","2","3","5","0.02","0.04","0.04","0.07","0.11"
"","Garrett Armour","LW","BDN","19.034","41","0","3","1","3","4","0.0","0.07","0.02","0.07","0.1"
"","Jake Kustra","D","SAS","17.408","30","1","2","1","3","4","0.03","0.07","0.03","0.1","0.13"
"","Jackson Caller","D","SAS","17.172","67","0","3","1","3","4","0.0","0.04","0.01","0.04","0.06"
"","Ty Prefontaine","D","LET/CGY","17.673","50","0","3","1","3","4","0.0","0.06","0.02","0.06","0.08"
"","Jesse Roach","RW","EDM","19.529","42","2","1","1","3","4","0.05","0.02","0.02","0.07","0.1"
"","Ian Walker","D","EVT","16.666","42","0","3","1","3","4","0.0","0.07","0.02","0.07","0.1"
"","Jackson Leppard","LW","PG","16.66","35","2","1","1","3","4","0.06","0.03","0.03","0.09","0.11"
"","Dakota Krebs","RD","TC","17.476","70","2","1","1","3","4","0.03","0.01","0.01","0.04","0.06"
"","Justyn Gurney","LW","CGY","15.957","31","2","1","1","3","4","0.06","0.03","0.03","0.1","0.13"
"","Josh Maser","LW","PG","17.66","23","3","0","1","3","4","0.13","0.0","0.04","0.13","0.17"
"","Meyer Nell","C","BDN","19.393","30","2","1","1","3","4","0.07","0.03","0.03","0.1","0.13"
"","Marcus Kichton","D","VAN","17.684","47","1","2","0","3","3","0.02","0.04","0.0","0.06","0.06"
"","Alex Kannok Leipert","D","VAN","16.156","8","1","2","0","3","3","0.12","0.25","0.0","0.38","0.38"
"","Cameron Reagan","D","PA","19.242","18","0","3","0","3","3","0.0","0.17","0.0","0.17","0.17"
"","Luke Gingras","C","SAS","18.434","15","2","1","0","3","3","0.13","0.07","0.0","0.2","0.2"
"","Colin Paradis","D","MJ","18.388","57","0","2","6","2","8","0.0","0.04","0.11","0.04","0.14"
"","Kaid Oliver","LW","VIC","16.644","61","2","0","5","2","7","0.03","0.0","0.08","0.03","0.11"
"","Dan Gatenby","LD","KAM","17.996","41","1","1","5","2","7","0.02","0.02","0.12","0.05","0.17"
"","Matt Leduc","D","SPO","16.682","47","0","2","4","2","6","0.0","0.04","0.09","0.04","0.13"
"","Jacob Herauf","D","RD","16.334","37","0","2","3","2","5","0.0","0.05","0.08","0.05","0.14"
"","Carter Czaikowski","D","POR","18.448","17","1","1","3","2","5","0.06","0.06","0.18","0.12","0.29"
"","Murphy Stratton","RW","CGY","16.953","45","1","1","2","2","4","0.02","0.02","0.04","0.04","0.09"
"","Ryan Jones","D","VAN","18.451","38","0","2","2","2","4","0.0","0.05","0.05","0.05","0.11"
"","Arjun Atwal","LW","SAS","16.961","29","0","2","2","2","4","0.0","0.07","0.07","0.07","0.14"
"","Brandon Cutler","LW","RD","16.698","38","1","1","1","2","3","0.03","0.03","0.03","0.05","0.08"
"","Riley Bruce","D","REG","17.449","18","1","1","1","2","3","0.06","0.06","0.06","0.11","0.17"
"","Jake Hobson","D","POR/SC","17.128","45","0","2","1","2","3","0.0","0.04","0.02","0.04","0.07"
"","Bryan Allbee","D","SEA","19.182","33","0","2","1","2","3","0.0","0.06","0.03","0.06","0.09"
"","Keltie Jeri-Leon","RW","TC","16.657","46","2","0","1","2","3","0.04","0.0","0.02","0.04","0.07"
"","Ty Kolle","C","POR","16.43","13","0","2","1","2","3","0.0","0.15","0.08","0.15","0.23"
"","Jameson Murray","D","CGY","17.597","35","1","1","1","2","3","0.03","0.03","0.03","0.06","0.09"
"","Jake Toporowski","D","SPO","18.571","36","0","2","1","2","3","0.0","0.06","0.03","0.06","0.08"
"","Spencer Gerth","RW","EVT/VIC","18.339","61","2","0","1","2","3","0.03","0.0","0.02","0.03","0.05"
"","Drea Esposito","D","CGY","16.677","35","0","2","0","2","2","0.0","0.06","0.0","0.06","0.06"
"","Bronson Sharp","LW","POR","16.715","40","0","2","0","2","2","0.0","0.05","0.0","0.05","0.05"
"","Ian Briscoe","C","SEA","17.61","20","2","0","0","2","2","0.1","0.0","0.0","0.1","0.1"
"","Koby Morrisseau","C","SPO","15.91","22","1","1","0","2","2","0.05","0.05","0.0","0.09","0.09"
"","Brandon Armstrong","D","MJ","17.616","34","1","1","0","2","2","0.03","0.03","0.0","0.06","0.06"
"","Chantz Petruic","C","MJ","17.265","55","0","1","3","1","4","0.0","0.02","0.05","0.02","0.07"
"","Matthew Quigley","D","POR","17.698","49","0","1","2","1","3","0.0","0.02","0.04","0.02","0.06"
"","Brecon Wood","LW","MJ","15.779","57","1","0","1","1","2","0.02","0.0","0.02","0.02","0.04"
"","Tak Anholt","RW","BDN","18.533","15","1","0","1","1","2","0.07","0.0","0.07","0.07","0.13"
"","Jantzen Leslie","D","SAS","17.594","64","0","1","1","1","2","0.0","0.02","0.02","0.02","0.03"
"","Nikita Radzivilyuk","D","KTN","17.523","27","1","0","1","1","2","0.04","0.0","0.04","0.04","0.07"
"","Jordan Dawson","D","EDM","18.549","28","0","1","1","1","2","0.0","0.04","0.04","0.04","0.07"
"","Ethan O'Rourke","RW","PG","17.555","19","1","0","1","1","2","0.05","0.0","0.05","0.05","0.11"
"","Austin Crossley","D","PA","17.213","30","1","0","1","1","2","0.03","0.0","0.03","0.03","0.07"
"","Liam Keeler","C","EDM","15.664","7","0","1","1","1","2","0.0","0.14","0.14","0.14","0.29"
"","Chris Douglas","RW","RD","16.195","24","0","1","1","1","2","0.0","0.04","0.04","0.04","0.08"
"","Ty Westgard","RW","POR/VIC","18.322","7","1","0","0","1","1","0.14","0.0","0.0","0.14","0.14"
"","Hunor Torzsok","LW","VAN","16.622","4","0","1","0","1","1","0.0","0.25","0.0","0.25","0.25"
"","Tanner Mole","RW","SC","17.446","39","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Josh  Bruce","LW","SAS/VAN","18.41","6","1","0","0","1","1","0.17","0.0","0.0","0.17","0.17"
"","Connor Lyons","LW","LET","16.959","10","0","1","0","1","1","0.0","0.1","0.0","0.1","0.1"
"","Konrad Belcourt","D","KEL","16.367","44","0","1","0","1","1","0.0","0.02","0.0","0.02","0.02"
"","Kolby Johnson","LW","PG/PA","18.347","40","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Bailey Dhaliwal","D","VAN","17.514","29","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Mario Mucka","RW","EVT","17.848","1","0","1","0","1","1","0.0","1.0","0.0","1.0","1.0"
"","Eli Lieffers","C","KTN","16.474","4","1","0","0","1","1","0.25","0.0","0.0","0.25","0.25"
"","Layne Bensmiller","RW","SEA","19.683","7","1","0","0","1","1","0.14","0.0","0.0","0.14","0.14"
"","MacKenzie Wight","RW","SEA/SC","17.613","17","1","0","0","1","1","0.06","0.0","0.0","0.06","0.06"
"","Dillon Hamaliuk","LW","SEA","15.877","17","1","0","0","1","1","0.06","0.0","0.0","0.06","0.06"
"","Cole Moberg","D","PG","15.913","4","1","0","0","1","1","0.25","0.0","0.0","0.25","0.25"
"","Trent Huitema","D","SPO","18.251","6","1","0","0","1","1","0.17","0.0","0.0","0.17","0.17"
"","Logan Foster","RW","SPO","17.024","7","0","1","0","1","1","0.0","0.14","0.0","0.14","0.14"
"","Rodrigo Abols","C","POR","20.696","2","0","1","0","1","1","0.0","0.5","0.0","0.5","0.5"
"","Zach Wytinck","D","BDN","17.487","29","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Dylan Cozens","C","LET","15.598","3","1","0","0","1","1","0.33","0.0","0.0","0.33","0.33"
"","Dryden Michaud","LW","SAS","18.5","29","1","0","0","1","1","0.03","0.0","0.0","0.03","0.03"
"","Luke Gallagher","D","SPO","16.329","10","0","1","0","1","1","0.0","0.1","0.0","0.1","0.1"
"","Josh Williams","RW","MH","15.524","4","1","0","0","1","1","0.25","0.0","0.0","0.25","0.25"
"","Tyler Lees","C","SAS","16.34","7","1","0","0","1","1","0.14","0.0","0.0","0.14","0.14"
"","Ted Brennan","C","KEL","16.633","4","0","1","0","1","1","0.0","0.25","0.0","0.25","0.25"
"","Ryley Appelt","LW","KAM","16.633","1","1","0","0","1","1","1.0","0.0","0.0","1.0","1.0"
"","Tyler Ho","RW","VAN","15.954","7","0","1","0","1","1","0.0","0.14","0.0","0.14","0.14"
"","Duncan Pierce","RW","REG","16.406","17","0","1","0","1","1","0.0","0.06","0.0","0.06","0.06"
"","Matthew Robertson","D","EDM","15.521","7","0","1","0","1","1","0.0","0.14","0.0","0.14","0.14"
"","Riley Krane","C","REG","16.644","5","1","0","0","1","1","0.2","0.0","0.0","0.2","0.2"
"","Brian Harris","C","EDM","17.703","5","1","0","0","1","1","0.2","0.0","0.0","0.2","0.2"
"","Ted Brennan","C","KEL","16.633","2","0","1","0","1","1","0.0","0.5","0.0","0.5","0.5"
"","Dawson Barteaux","D","REG/RD","16.677","42","0","0","4","0","4","0.0","0.0","0.1","0.0","0.1"
