"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Franco Sproviero","C","SAR","20.113","54","14","16","10","30","40","96","14.58","0.26","0.3","0.19","0.56","0.74","1.78","9.05","0.17","705.72","13.07","1.19","1.36","0.85","2.55","3.4","8.16","0.77","14.04","13.82","47.17","49.65","6.25","50.0","47","47","3","16","18.75","3","18","16.67","8","62","12.9","260","508","51.18"
"","Liam Foudy","C","LDN","18.612","49","22","8","8","30","38","107","20.56","0.45","0.16","0.16","0.61","0.78","2.18","13.07","0.27","638.42","13.03","2.07","0.75","0.75","2.82","3.57","10.06","1.23","14.86","14.42","60.41","49.88","12.26","69.33","52","23","6","23","26.09","7","21","33.33","9","63","14.29","78","145","53.79"
"","Curtis Douglas","C","WSR","18.527","56","16","14","4","30","34","148","10.81","0.29","0.25","0.07","0.54","0.61","2.64","16.26","0.29","835.11","14.91","1.15","1.01","0.29","2.16","2.44","10.63","1.17","13.99","13.83","50.3","50.97","12.13","57.89","55","40","4","28","14.29","4","37","10.81","8","83","9.64","69","144","47.92"
"","Cole Tymkin","RW","LDN","19.447","50","15","14","8","29","37","67","22.39","0.3","0.28","0.16","0.58","0.74","1.34","7.77","0.16","636.44","12.73","1.41","1.32","0.75","2.73","3.49","6.32","0.73","14.15","14.35","59.79","48.78","5.82","65.82","52","27","7","15","46.67","5","18","27.78","3","34","8.82","0","0","0.0"
"","DJ Busdeker","RW","SAG","18.974","53","13","16","7","29","36","113","11.5","0.25","0.3","0.13","0.55","0.68","2.13","13.2","0.25","669.0","12.62","1.17","1.43","0.63","2.6","3.23","10.13","1.18","14.24","13.97","56.13","50.07","3.03","58.9","43","30","0","16","0.0","4","24","16.67","9","73","12.33","52","113","46.02"
"","Cole Perfetti","C","SAG","16.704","50","18","11","7","29","36","102","17.65","0.36","0.22","0.14","0.58","0.72","2.04","10.66","0.21","675.33","13.51","1.6","0.98","0.62","2.58","3.2","9.06","0.95","14.86","14.13","55.38","48.86","7.18","62.5","50","30","5","14","35.71","4","22","18.18","9","66","13.64","16","29","55.17"
"","Brandon Saigeon","C","HAM/OSH","20.255","57","15","14","7","29","36","107","14.02","0.26","0.25","0.12","0.51","0.63","1.88","9.03","0.16","843.66","14.8","1.07","1.0","0.5","2.06","2.56","7.61","0.64","15.01","14.27","48.31","50.67","1.19","47.66","51","56","5","11","45.45","3","10","30.0","7","86","8.14","369","797","46.3"
"","Jonathan Yantsis","RW","KIT","19.384","55","21","8","5","29","34","132","15.91","0.38","0.15","0.09","0.53","0.62","2.4","15.11","0.27","787.78","14.32","1.6","0.61","0.38","2.21","2.59","10.05","1.15","14.68","14.21","45.2","50.7","11.71","52.33","45","41","11","37","29.73","5","23","21.74","5","72","6.94","3","10","30.0"
"","Nando Eggenberger","LW","OSH","18.941","48","18","11","4","29","33","83","21.69","0.38","0.23","0.08","0.6","0.69","1.73","9.57","0.2","607.89","12.66","1.78","1.09","0.39","2.86","3.26","8.19","0.94","14.33","14.13","54.04","49.05","5.22","60.0","39","26","6","20","30.0","3","16","18.75","9","47","19.15","11","17","64.71"
"","Greg Meireles","RW","KIT","19.705","55","17","11","9","28","37","117","14.53","0.31","0.2","0.16","0.51","0.67","2.13","12.45","0.23","800.1","14.55","1.27","0.82","0.67","2.1","2.77","8.77","0.93","14.83","14.41","46.17","50.23","10.23","51.09","47","45","6","21","28.57","4","18","22.22","7","78","8.97","351","655","53.59"
"","Kirill Maksimov","RW","NIAG","19.291","52","18","10","6","28","34","121","14.88","0.35","0.19","0.12","0.54","0.65","2.33","11.99","0.23","691.27","13.29","1.56","0.87","0.52","2.43","2.95","10.5","1.04","14.93","14.3","60.12","49.14","2.12","64.47","49","27","1","15","6.67","4","15","26.67","13","91","14.29","1","2","50.0"
"","Gera Poddubnyi","C","ER","19.269","56","14","14","5","28","33","125","11.2","0.25","0.25","0.09","0.5","0.59","2.23","12.07","0.22","770.03","13.75","1.09","1.09","0.39","2.18","2.57","9.74","0.94","14.7","14.19","45.39","50.52","6.05","49.43","43","44","4","18","22.22","4","20","20.0","6","87","6.9","66","151","43.71"
"","Jacob Perreault","RW","SAR","16.419","52","20","7","9","27","36","94","21.28","0.38","0.13","0.17","0.52","0.69","1.81","7.4","0.14","685.27","13.18","1.75","0.61","0.79","2.36","3.15","8.23","0.65","14.59","14.19","48.24","50.24","10.29","53.85","49","42","6","15","40.0","1","12","8.33","13","67","19.4","3","9","33.33"
"","Eric Uba","RW","FLNT","17.744","57","15","12","8","27","35","121","12.4","0.26","0.21","0.14","0.47","0.61","2.12","7.76","0.14","740.2","12.99","1.22","0.97","0.65","2.19","2.84","9.81","0.63","14.82","14.16","41.6","52.17","14.89","51.14","45","43","1","7","14.29","3","12","25.0","11","102","10.78","40","92","43.48"
"","Matthew Strome","LW","HAM","19.691","57","17","10","7","27","34","116","14.66","0.3","0.18","0.12","0.47","0.6","2.04","13.74","0.24","853.09","14.97","1.2","0.7","0.49","1.9","2.39","8.16","0.97","15.21","14.27","46.43","49.75","6.23","47.17","50","56","4","23","17.39","6","20","30.0","7","73","9.59","89","187","47.59"
"","David Levin","LW","SBY","18.998","43","16","11","7","27","34","114","14.04","0.37","0.26","0.16","0.63","0.79","2.65","9.75","0.23","595.61","13.85","1.61","1.11","0.71","2.72","3.43","11.48","0.98","13.65","14.35","57.17","51.1","11.61","63.49","40","23","2","8","25.0","5","23","21.74","9","83","10.84","166","297","55.89"
"","Owen Tippett","RW","SAG/MISS","19.579","41","22","5","7","27","34","158","13.92","0.54","0.12","0.17","0.66","0.83","3.85","17.11","0.42","650.47","15.87","2.03","0.46","0.65","2.49","3.14","14.57","1.58","14.75","14.22","51.51","48.7","12.37","60.81","45","29","4","19","21.05","5","26","19.23","13","113","11.5","40","72","55.56"
"","Jason Willms","C","BAR","19.601","55","11","16","2","27","29","121","9.09","0.2","0.29","0.04","0.49","0.53","2.2","13.69","0.25","754.88","13.73","0.87","1.27","0.16","2.15","2.31","9.62","1.09","14.1","14.01","51.43","50.39","-3.45","49.35","38","39","3","23","13.04","3","19","15.79","5","79","6.33","479","815","58.77"
"","Joseph Garreffa","RW","KIT","19.102","55","16","10","7","26","33","136","11.76","0.29","0.18","0.13","0.47","0.6","2.47","11.24","0.2","857.82","15.6","1.12","0.7","0.49","1.82","2.31","9.51","0.79","14.36","14.28","44.52","51.67","4.45","47.06","48","54","7","19","36.84","3","14","21.43","6","103","5.83","58","112","51.79"
"","Blade Jenkins","LW","SAG","18.095","54","14","12","7","26","33","102","13.73","0.26","0.22","0.13","0.48","0.61","1.89","12.13","0.22","743.98","13.78","1.13","0.97","0.56","2.1","2.66","8.23","0.98","14.61","14.13","56.34","49.63","1.77","56.99","53","40","2","22","9.09","6","17","35.29","6","63","9.52","140","283","49.47"
"","Cole Purboo","RW","WSR","19.245","57","18","8","5","26","31","123","14.63","0.32","0.14","0.09","0.46","0.54","2.16","15.06","0.26","760.18","13.34","1.42","0.63","0.39","2.05","2.45","9.71","1.19","14.19","14.04","48.65","52.46","-8.56","43.75","35","45","10","34","29.41","1","10","10.0","7","79","8.86","1","2","50.0"
"","Nolan Hutcheson","LW","SBY","18.221","53","15","11","3","26","29","109","13.76","0.28","0.21","0.06","0.49","0.55","2.06","10.33","0.19","610.15","11.51","1.48","1.08","0.3","2.56","2.85","10.72","1.02","13.26","14.17","56.64","50.7","1.41","58.33","35","25","5","19","26.32","3","23","13.04","7","67","10.45","5","14","35.71"
"","Nick Suzuki","C","GUE/OS","19.1","46","16","9","11","25","36","142","11.27","0.35","0.2","0.24","0.54","0.78","3.09","14.4","0.31","667.34","14.51","1.44","0.81","0.99","2.25","3.24","12.77","1.29","15.85","14.41","50.9","52.48","10.1","61.04","47","30","1","13","7.69","4","24","16.67","11","105","10.48","245","460","53.26"
"","Albert Michnac","LW","SAG","19.91","55","12","13","10","25","35","103","11.65","0.22","0.24","0.18","0.45","0.64","1.87","9.22","0.17","720.73","13.1","1.0","1.08","0.83","2.08","2.91","8.57","0.77","14.63","14.06","55.22","49.65","6.01","60.0","51","34","2","6","33.33","4","12","33.33","6","85","7.06","26","51","50.98"
"","Damien Giroux","C","SAG","18.536","54","18","7","6","25","31","78","23.08","0.33","0.13","0.11","0.46","0.57","1.44","10.08","0.19","648.39","12.01","1.67","0.65","0.56","2.31","2.87","7.22","0.93","14.81","14.01","55.04","49.67","10.47","63.89","46","26","5","19","26.32","6","23","26.09","7","36","19.44","247","520","47.5"
"","Maksim Sushko","LW","OS","19.595","52","12","13","5","25","30","93","12.9","0.23","0.25","0.1","0.48","0.58","1.79","9.82","0.19","683.86","13.15","1.05","1.14","0.44","2.19","2.63","8.16","0.86","14.71","14.25","46.84","50.97","2.75","45.45","35","42","3","7","42.86","4","18","22.22","5","68","7.35","1","2","50.0"
"","Keegan Stevenson","RW","GUE","17.706","52","15","10","3","25","28","74","20.27","0.29","0.19","0.06","0.48","0.54","1.42","9.67","0.19","611.08","11.75","1.47","0.98","0.29","2.45","2.75","7.27","0.95","15.08","14.01","56.26","49.68","8.14","62.86","44","26","6","21","28.57","4","18","22.22","5","35","14.29","2","3","66.67"
"","Ryan McGregor","C","SAR","19.628","51","9","15","13","24","37","86","10.47","0.18","0.29","0.25","0.47","0.73","1.69","8.75","0.17","656.51","12.87","0.82","1.37","1.19","2.19","3.38","7.86","0.8","14.76","14.49","48.01","50.85","6.92","52.81","47","42","2","8","25.0","1","14","7.14","6","64","9.38","400","723","55.33"
"","Ryan Suzuki","C","BAR","17.301","52","10","14","11","24","35","80","12.5","0.19","0.27","0.21","0.46","0.67","1.54","8.49","0.16","760.08","14.62","0.79","1.11","0.87","1.89","2.76","6.32","0.67","14.44","14.2","54.7","51.21","13.64","59.09","52","36","2","10","20.0","1","17","5.88","7","53","13.21","317","688","46.08"
"","Blake Murray","C","SBY","17.197","54","20","4","8","24","32","106","18.87","0.37","0.07","0.15","0.44","0.59","1.96","12.29","0.23","707.68","13.11","1.7","0.34","0.68","2.03","2.71","8.99","1.04","13.44","14.25","58.14","51.82","1.04","58.02","47","34","6","17","35.29","5","18","27.78","9","71","12.68","235","437","53.78"
"","Brad Chenier","LW","NB","19.653","51","18","6","6","24","30","137","13.14","0.35","0.12","0.12","0.47","0.59","2.69","13.42","0.26","739.52","14.5","1.46","0.49","0.49","1.95","2.43","11.12","1.09","14.84","14.0","45.91","50.84","6.09","48.78","40","42","7","21","33.33","3","21","14.29","8","95","8.42","6","17","35.29"
"","Adam McMaster","C","NB/OS","18.558","57","9","15","6","24","30","88","10.23","0.16","0.26","0.11","0.42","0.53","1.54","6.64","0.12","764.16","13.41","0.71","1.18","0.47","1.88","2.36","6.91","0.52","14.85","14.17","46.25","49.32","5.13","43.48","40","52","0","6","0.0","1","13","7.69","8","69","11.59","175","422","41.47"
"","MacKenzie Entwistle","RW","GUE/HAM","19.174","44","14","10","6","24","30","91","15.38","0.32","0.23","0.14","0.55","0.68","2.07","9.72","0.22","661.94","15.04","1.27","0.91","0.54","2.18","2.72","8.25","0.88","15.18","14.32","48.67","51.57","2.73","51.19","43","41","2","18","11.11","3","16","18.75","9","57","15.79","185","359","51.53"
"","Adam Timleck","RW","PBO","20.551","52","15","9","5","24","29","105","14.29","0.29","0.17","0.1","0.46","0.56","2.02","10.02","0.19","762.7","14.67","1.18","0.71","0.39","1.89","2.28","8.26","0.79","14.42","13.98","48.06","49.23","1.97","49.47","47","48","3","12","25.0","5","20","25.0","7","73","9.59","4","7","57.14"
"","Ryan McLeod","C","SAG/MISS","18.985","50","9","14","7","23","30","88","10.23","0.18","0.28","0.14","0.46","0.6","1.76","8.19","0.16","696.85","13.94","0.77","1.21","0.6","1.98","2.58","7.58","0.71","15.14","14.1","50.71","51.13","-9.99","44.44","36","45","2","9","22.22","2","10","20.0","5","69","7.25","377","758","49.74"
"","Ryan Roth","RW","SSM","18.155","55","15","8","5","23","28","73","20.55","0.27","0.15","0.09","0.42","0.51","1.33","8.22","0.15","677.99","12.33","1.33","0.71","0.44","2.04","2.48","6.46","0.73","14.76","14.28","55.03","51.2","2.88","56.96","45","34","3","17","17.65","2","12","16.67","10","44","22.73","8","15","53.33"
"","Will Cuylle","LW","WSR","16.373","52","19","4","3","23","26","128","14.84","0.37","0.08","0.06","0.44","0.5","2.46","11.61","0.22","695.32","13.37","1.64","0.35","0.26","1.98","2.24","11.05","1.0","14.37","14.03","50.72","50.81","14.81","58.9","43","30","7","22","31.82","2","21","9.52","10","85","11.76","22","47","46.81"
"","Chad Yetman","RW","ER","18.574","56","10","13","2","23","25","99","10.1","0.18","0.23","0.04","0.41","0.45","1.77","10.76","0.19","740.76","13.23","0.81","1.05","0.16","1.86","2.02","8.02","0.87","14.88","14.18","46.58","51.5","1.08","45.88","39","46","5","19","26.32","2","24","8.33","3","56","5.36","229","554","41.34"
"","Christopher Paquette","C","PBO","20.471","55","13","10","1","23","24","115","11.3","0.24","0.18","0.02","0.42","0.44","2.09","8.78","0.16","714.98","13.0","1.09","0.84","0.08","1.93","2.01","9.65","0.74","14.57","14.1","49.18","50.24","-7.14","42.86","33","44","5","8","62.5","2","21","9.52","6","86","6.98","518","867","59.75"
"","Liam Kirk","LW","PBO","18.7","50","16","7","1","23","24","118","13.56","0.32","0.14","0.02","0.46","0.48","2.36","10.05","0.2","640.72","12.81","1.5","0.66","0.09","2.15","2.25","11.05","0.94","14.19","14.27","47.77","48.31","3.81","52.38","33","30","4","16","25.0","3","18","16.67","9","84","10.71","5","15","33.33"
"","Jack Studnicka","C","NIAG/OSH","19.573","47","11","11","10","22","32","101","10.89","0.23","0.23","0.21","0.47","0.68","2.15","9.44","0.2","642.59","13.67","1.03","1.03","0.93","2.05","2.99","9.43","0.88","14.51","14.46","57.06","49.13","-7.7","54.17","39","33","3","14","21.43","1","13","7.69","7","74","9.46","358","681","52.57"
"","Barrett Hayton","C","SSM","18.267","36","10","12","10","22","32","81","12.35","0.28","0.33","0.28","0.61","0.89","2.25","8.95","0.25","489.95","13.61","1.22","1.47","1.22","2.69","3.92","9.92","1.1","14.86","14.41","55.5","50.72","0.97","55.17","32","26","1","13","7.69","2","12","16.67","7","56","12.5","242","437","55.38"
"","Shane Bulitka","C","SBY","19.187","55","10","12","9","22","31","52","19.23","0.18","0.22","0.16","0.4","0.56","0.95","4.77","0.09","633.09","11.51","0.95","1.14","0.85","2.09","2.94","4.93","0.45","13.79","14.15","57.32","50.11","21.74","73.61","53","19","3","8","37.5","0","8","0.0","7","36","19.44","133","254","52.36"
"","Quinton Byfield","C","SBY","16.074","51","14","8","9","22","31","98","14.29","0.27","0.16","0.18","0.43","0.61","1.92","8.07","0.16","679.92","13.33","1.24","0.71","0.79","1.94","2.74","8.65","0.71","13.47","14.36","57.22","51.27","1.85","58.02","47","34","3","15","20.0","4","18","22.22","7","65","10.77","180","346","52.02"
"","Daniel D'Amico","C","WSR","17.638","56","13","9","7","22","29","97","13.4","0.23","0.16","0.12","0.39","0.52","1.73","9.76","0.17","773.08","13.81","1.01","0.7","0.54","1.71","2.25","7.53","0.76","14.16","13.97","48.55","52.36","-9.68","43.33","39","51","3","13","23.08","3","22","13.64","7","62","11.29","22","48","45.83"
"","Cedric Ralph","LW","GUE","19.65","55","11","11","7","22","29","67","16.42","0.2","0.2","0.13","0.4","0.53","1.22","9.19","0.17","647.51","11.77","1.02","1.02","0.65","2.04","2.69","6.21","0.85","14.23","13.81","51.44","49.72","-5.21","50.65","39","38","2","15","13.33","4","18","22.22","5","34","14.71","48","88","54.55"
"","Barret Kirwin","C","GUE/OS","18.574","53","12","10","7","22","29","94","12.77","0.23","0.19","0.13","0.42","0.55","1.77","9.88","0.19","693.15","13.08","1.04","0.87","0.61","1.9","2.51","8.14","0.85","14.01","13.92","48.99","48.48","6.67","52.44","43","39","2","11","18.18","3","16","18.75","7","67","10.45","353","608","58.06"
"","Nick Robertson","C","PBO","17.011","41","13","9","6","22","28","98","13.27","0.32","0.22","0.15","0.54","0.68","2.39","6.52","0.16","575.03","14.03","1.36","0.94","0.63","2.3","2.92","10.23","0.68","14.59","13.82","47.51","47.82","4.45","52.24","35","32","3","4","75.0","1","12","8.33","9","82","10.98","7","21","33.33"
"","Owen Robinson","LW","SBY","18.519","48","7","15","6","22","28","65","10.77","0.15","0.31","0.12","0.46","0.58","1.35","6.74","0.14","582.41","12.13","0.72","1.55","0.62","2.27","2.88","6.7","0.69","13.85","14.27","58.72","50.01","1.21","59.7","40","27","3","12","25.0","2","11","18.18","2","42","4.76","3","8","37.5"
"","Danil Antropov","LW","OSH","17.736","55","9","13","5","22","27","73","12.33","0.16","0.24","0.09","0.4","0.49","1.33","9.14","0.17","674.36","12.26","0.8","1.16","0.44","1.96","2.4","6.5","0.81","14.39","13.98","53.51","47.47","-2.27","53.95","41","35","3","13","23.08","5","17","29.41","1","43","2.33","9","18","50.0"
"","Darian Pilon","LW","SBY","19.954","52","13","9","3","22","25","75","17.33","0.25","0.17","0.06","0.42","0.48","1.44","6.98","0.13","605.79","11.65","1.29","0.89","0.3","2.18","2.48","7.43","0.69","13.42","14.2","56.78","51.61","-1.05","56.25","36","28","3","9","33.33","1","8","12.5","9","58","15.52","31","69","44.93"
"","Macauley Carson","LW","SBY","19.513","51","9","13","3","22","25","98","9.18","0.18","0.25","0.06","0.43","0.49","1.92","12.84","0.25","644.12","12.63","0.84","1.21","0.28","2.05","2.33","9.13","1.2","13.49","14.36","57.53","52.05","-13.47","50.0","36","36","3","24","12.5","3","17","17.65","3","57","5.26","321","552","58.15"
"","Maxim Golod","LW","ER","18.076","49","14","8","2","22","24","104","13.46","0.29","0.16","0.04","0.45","0.49","2.12","10.89","0.22","698.57","14.26","1.2","0.69","0.17","1.89","2.06","8.93","0.94","14.88","14.06","46.51","51.02","1.07","47.06","40","45","4","14","28.57","3","20","15.0","7","70","10.0","0","4","0.0"
"","Eric Henderson","LW","HAM/OSH","20.397","56","9","12","9","21","30","106","8.49","0.16","0.21","0.16","0.38","0.54","1.89","10.0","0.18","680.38","12.15","0.79","1.06","0.79","1.85","2.65","9.35","0.88","13.98","13.92","51.5","48.56","-3.54","49.28","34","35","2","21","9.52","3","17","17.65","4","68","5.88","213","480","44.38"
"","Jean-Luc Foudy","C","WSR","16.343","52","5","16","8","21","29","78","6.41","0.1","0.31","0.15","0.4","0.56","1.5","7.83","0.15","684.17","13.16","0.44","1.4","0.7","1.84","2.54","6.84","0.69","14.35","13.97","51.95","50.98","0.71","48.75","39","41","1","11","9.09","1","17","5.88","3","50","6.0","71","194","36.6"
"","Kody Clark","RW","OTT","18.924","48","10","11","7","21","28","92","10.87","0.21","0.23","0.15","0.44","0.58","1.92","8.06","0.17","688.07","14.33","0.87","0.96","0.61","1.83","2.44","8.02","0.7","14.67","14.01","65.78","48.9","-5.19","63.16","48","28","3","12","25.0","0","12","0.0","7","68","10.29","9","19","47.37"
"","Antonio Stranges","LW","LDN","16.608","54","11","10","7","21","28","84","13.1","0.2","0.19","0.13","0.39","0.52","1.56","5.91","0.11","631.78","11.7","1.04","0.95","0.66","1.99","2.66","7.98","0.56","13.82","13.78","59.1","46.92","2.97","62.32","43","26","0","5","0.0","4","13","30.77","7","66","10.61","16","24","66.67"
"","Brayden Guy","LW","SAR","17.536","57","16","5","7","21","28","99","16.16","0.28","0.09","0.12","0.37","0.49","1.74","10.18","0.18","692.37","12.15","1.39","0.43","0.61","1.82","2.43","8.58","0.88","14.01","13.8","47.08","49.25","-0.11","45.88","39","46","4","16","25.0","5","21","23.81","7","62","11.29","3","8","37.5"
"","Matvey Guskov","C","LDN","17.624","46","11","10","6","21","27","86","12.79","0.24","0.22","0.13","0.46","0.59","1.87","8.74","0.19","585.89","12.74","1.13","1.02","0.61","2.15","2.77","8.81","0.89","14.5","13.95","60.86","48.18","0.61","60.61","40","26","4","15","26.67","2","22","9.09","5","49","10.2","9","23","39.13"
"","Aidan Dudas","C","OS","18.251","56","14","7","5","21","26","123","11.38","0.25","0.12","0.09","0.38","0.46","2.2","12.22","0.22","810.09","14.47","1.04","0.52","0.37","1.56","1.93","9.11","0.91","15.0","14.18","45.44","51.54","-1.68","43.62","41","53","3","14","21.43","0","21","0.0","11","88","12.5","272","554","49.1"
"","Nick McHugh","LW","KIT/MISS","19.587","44","9","12","5","21","26","75","12.0","0.2","0.27","0.11","0.48","0.59","1.7","6.92","0.16","566.53","12.88","0.95","1.27","0.53","2.22","2.75","7.94","0.73","14.72","14.48","45.79","50.81","5.49","50.88","29","28","3","11","27.27","2","13","15.38","4","51","7.84","17","31","54.84"
"","Billy Moskal","C","LDN","18.484","55","9","12","4","21","25","76","11.84","0.16","0.22","0.07","0.38","0.45","1.38","7.8","0.14","624.5","11.35","0.86","1.15","0.38","2.02","2.4","7.3","0.75","13.88","14.31","60.02","49.32","-3.05","58.21","39","28","3","16","18.75","2","14","14.29","4","46","8.7","477","763","62.52"
"","Kyen Sopa","RW","NIAG","17.958","46","14","7","4","21","25","62","22.58","0.3","0.15","0.09","0.46","0.54","1.35","6.04","0.13","526.73","11.45","1.59","0.8","0.46","2.39","2.85","7.06","0.69","14.58","14.03","59.9","47.75","-1.0","61.11","33","21","3","12","25.0","3","13","23.08","8","37","21.62","7","14","50.0"
"","Tyler Tullio","RW","OSH","16.447","49","12","9","3","21","24","93","12.9","0.24","0.18","0.06","0.43","0.49","1.9","7.63","0.16","584.31","11.92","1.23","0.92","0.31","2.16","2.46","9.55","0.78","14.37","13.94","53.76","47.31","1.82","57.63","34","25","4","12","33.33","2","16","12.5","6","65","9.23","5","16","31.25"
"","Ryan Cranford","RW","KGN","20.436","54","11","9","6","20","26","138","7.97","0.2","0.17","0.11","0.37","0.48","2.56","10.54","0.2","868.62","16.09","0.76","0.62","0.41","1.38","1.8","9.53","0.73","13.82","14.2","33.46","52.37","12.34","36.84","35","60","4","8","50.0","2","20","10.0","5","110","4.55","8","25","32.0"
"","Jaden Peca","RW","SSM/BAR","19.412","48","10","10","6","20","26","79","12.66","0.21","0.21","0.12","0.42","0.54","1.65","9.52","0.2","607.79","12.66","0.99","0.99","0.59","1.97","2.57","7.8","0.94","14.37","13.91","52.14","51.63","-6.6","48.61","35","37","5","17","29.41","3","12","25.0","2","50","4.0","4","21","19.05"
"","Sam Bitten","C","OTT","18.486","55","9","11","4","20","24","52","17.31","0.16","0.2","0.07","0.36","0.44","0.95","6.18","0.11","630.16","11.46","0.86","1.05","0.38","1.9","2.29","4.95","0.59","14.55","13.77","65.26","47.69","-1.92","65.62","42","22","3","10","30.0","1","17","5.88","5","25","20.0","54","140","38.57"
"","Jack Wismer","RW","FLNT","18.558","58","10","10","4","20","24","70","14.29","0.17","0.17","0.07","0.34","0.41","1.21","6.67","0.11","682.24","11.76","0.88","0.88","0.35","1.76","2.11","6.16","0.59","14.63","13.98","42.3","51.1","-2.18","39.02","32","50","5","8","62.5","2","14","14.29","3","48","6.25","39","90","43.33"
"","Ben Hawerchuk","LW","BAR","20.471","50","16","4","3","20","23","103","15.53","0.32","0.08","0.06","0.4","0.46","2.06","9.19","0.18","730.23","14.6","1.31","0.33","0.25","1.64","1.89","8.46","0.76","14.27","14.06","53.42","50.92","5.96","54.88","45","37","3","12","25.0","3","12","25.0","10","79","12.66","41","95","43.16"
"","Alexey Toropchenko","RW","GUE","19.226","50","11","9","2","20","22","135","8.15","0.22","0.18","0.04","0.4","0.44","2.7","15.22","0.3","681.8","13.64","0.97","0.79","0.18","1.76","1.94","11.88","1.34","14.41","13.85","52.07","50.37","-6.71","47.5","38","42","3","25","12.0","3","17","17.65","5","93","5.38","6","9","66.67"
"","Nick Isaacson","LW","MISS/PBO","19.097","55","8","11","7","19","26","111","7.21","0.15","0.2","0.13","0.35","0.47","2.02","8.55","0.16","715.75","13.01","0.67","0.92","0.59","1.59","2.18","9.3","0.72","14.25","13.93","46.37","48.68","0.29","51.43","36","34","0","10","0.0","3","16","18.75","5","85","5.88","11","25","44.0"
"","Kyle MacLean","C","OSH","19.382","57","6","13","7","19","26","87","6.9","0.11","0.23","0.12","0.33","0.46","1.53","8.5","0.15","691.5","12.13","0.52","1.13","0.61","1.65","2.26","7.55","0.74","14.24","14.02","53.54","47.08","-0.32","55.41","41","33","2","11","18.18","3","14","21.43","1","62","1.61","136","252","53.97"
"","Emmett Sproule","LW","ER","17.492","56","9","10","6","19","25","62","14.52","0.16","0.18","0.11","0.34","0.45","1.11","6.27","0.11","643.91","11.5","0.84","0.93","0.56","1.77","2.33","5.78","0.58","14.26","13.79","45.74","49.88","4.41","48.53","33","35","3","13","23.08","1","9","11.11","5","40","12.5","10","27","37.04"
"","Petr Cajka","C","ER","17.761","51","13","6","4","19","23","95","13.68","0.25","0.12","0.08","0.37","0.45","1.86","8.47","0.17","716.52","14.05","1.09","0.5","0.33","1.59","1.93","7.96","0.71","14.89","14.2","46.75","49.53","-4.81","40.24","33","49","4","14","28.57","3","16","18.75","6","65","9.23","201","488","41.19"
"","Cole MacKay","RW","SSM","17.257","52","12","6","9","18","27","76","15.79","0.23","0.12","0.17","0.35","0.52","1.46","6.0","0.12","660.71","12.71","1.09","0.54","0.82","1.63","2.45","6.9","0.54","14.77","14.4","54.87","51.27","9.08","61.04","47","30","1","8","12.5","4","9","44.44","7","59","11.86","17","29","58.62"
"","Daylon Groulx","RW","OS","18.273","56","10","8","6","18","24","112","8.93","0.18","0.14","0.11","0.32","0.43","2.0","10.61","0.19","776.63","13.87","0.77","0.62","0.46","1.39","1.85","8.65","0.82","15.05","14.15","45.78","52.72","-3.94","42.05","37","51","2","13","15.38","0","20","0.0","8","79","10.13","24","48","50.0"
"","Brady Gilmour","C","SAG","19.412","51","8","10","5","18","23","63","12.7","0.16","0.2","0.1","0.35","0.45","1.24","7.36","0.14","639.17","12.53","0.75","0.94","0.47","1.69","2.16","5.91","0.69","15.01","14.09","56.61","50.15","-2.08","53.25","41","36","4","20","20.0","3","17","17.65","1","26","3.85","183","383","47.78"
"","Kaleb Pearson","RW","OS","18.251","54","9","9","4","18","22","83","10.84","0.17","0.17","0.07","0.33","0.41","1.54","6.82","0.13","620.8","11.5","0.87","0.87","0.39","1.74","2.13","8.02","0.66","14.39","14.0","46.22","48.74","12.42","55.0","33","27","4","9","44.44","0","12","0.0","5","62","8.06","12","17","70.59"
"","James Hardie","LW","MISS","16.657","50","14","4","1","18","19","94","14.89","0.28","0.08","0.02","0.36","0.38","1.88","6.21","0.12","541.87","10.84","1.55","0.44","0.11","1.99","2.1","10.41","0.69","14.3","13.88","47.61","49.75","5.61","51.11","23","22","4","13","30.77","4","9","44.44","6","72","8.33","0","4","0.0"
"","Aidan Prueter","C","SAG/MISS","16.734","54","8","9","11","17","28","107","7.48","0.15","0.17","0.2","0.31","0.52","1.98","11.61","0.22","722.95","13.39","0.66","0.75","0.91","1.41","2.32","8.88","0.96","14.65","13.99","52.44","48.75","-6.91","48.19","40","43","2","23","8.7","4","27","14.81","2","57","3.51","317","600","52.83"
"","Brandon Coe","RW","NB","16.789","54","11","6","7","17","24","62","17.74","0.2","0.11","0.13","0.31","0.44","1.15","6.84","0.13","722.4","13.38","0.91","0.5","0.58","1.41","1.99","5.15","0.57","14.29","13.8","45.12","52.12","-7.72","39.77","35","53","5","14","35.71","1","9","11.11","5","39","12.82","14","33","42.42"
