,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Ben Meyers,LW/F,FGO,19.334,100,51,32,14,83,97,282,18.085,0.54,0.35,0.14,0.89,1.025,2.975
1,Nick Abruzzese,C/F,CHI,18.784,99,32,37,24,69,93,179,18.81,0.335,0.39,0.255,0.73,0.985,1.805
2,Robert Mastrosimone,LW,CHI,17.14,95,36,26,21,62,83,241,15.505,0.42,0.295,0.205,0.71,0.92,2.62
3,Mikael Hakkarainen,C,MUS,20.136,66,29,29,25,58,83,242,11.985,0.445,0.445,0.37,0.88,1.255,3.685
4,Nathan Smith,C,CR,19.408,93,30,30,22,60,82,206,14.57,0.32,0.32,0.23,0.645,0.875,2.205
5,Brendan Furry,LW,OMA/TC/OMA,19.69,94,32,34,14,66,80,227,14.155,0.36,0.39,0.16,0.75,0.91,2.61
6,Martin Pospisil,LW/C,SC,18.324,82,20,36,21,56,77,209,9.53,0.26,0.47,0.255,0.73,0.985,2.745
7,Josiah Slavin,LW,LIN/LIN/CHI,19.208,100,37,26,12,63,75,240,15.22,0.365,0.28,0.115,0.645,0.76,2.46
8,Matias Maccelli,LW,DBQ,17.42,80,30,24,20,54,74,199,14.255,0.36,0.29,0.24,0.65,0.89,2.435
9,Jack Hughes,C,USA,16.84,40,23,30,21,53,74,147,13.42,0.465,0.775,0.53,1.24,1.77,3.855
10,Cade Borchardt,C/F,MAD/SF,19.695,99,23,34,17,57,74,192,12.17,0.235,0.355,0.17,0.58,0.755,1.91
11,Anthony Del Gaizo,C,MUS,19.623,60,40,17,15,57,72,173,23.12,0.67,0.28,0.25,0.95,1.2,2.88
12,Artem Ivanyuzhenkov,LW/F,SF,19.98,96,42,18,9,60,69,213,19.915,0.455,0.205,0.09,0.65,0.745,2.245
13,Filip Suchy,C,OMA,19.718,54,31,22,16,53,69,168,18.45,0.57,0.41,0.3,0.98,1.28,3.11
14,Jack Dugan,LW,CHI,19.48,54,31,20,15,51,66,167,18.56,0.57,0.37,0.28,0.94,1.22,3.09
15,Matej Blumel,RW/F,WAT,17.792,91,32,19,15,51,66,263,11.37,0.375,0.22,0.17,0.595,0.765,3.005
16,Jack Drury,C,WAT,17.616,56,24,19,22,43,65,151,15.89,0.43,0.34,0.39,0.77,1.16,2.7
17,Jackson Cates,C,WAT,19.97,57,33,18,12,51,63,196,16.84,0.58,0.32,0.21,0.89,1.11,3.44
18,Max Ellis,RW,YNG/MUS/CIL/LIN,18.16,104,28,20,14,48,62,266,10.405,0.265,0.185,0.135,0.455,0.59,2.565
19,Ben Copeland,RW,WAT,18.388,60,18,30,14,48,62,193,9.33,0.3,0.5,0.23,0.8,1.03,3.22
20,Jeremy Davidson,RW,CIL/CIL/FGO,18.047,104,29,20,11,49,60,235,12.305,0.29,0.19,0.105,0.485,0.59,2.335
21,Connor McMenamin,LW,TC,19.054,94,26,16,17,42,59,216,12.575,0.305,0.165,0.175,0.475,0.645,2.33
22,Mathieu De St Phalle,RW/F,OMA/SC/CHI/OMA,17.99,96,14,18,27,32,59,126,11.14,0.155,0.2,0.285,0.35,0.635,1.335
23,Egor Afanasyev,LW/F,MUS,17.144,87,27,19,13,46,59,200,12.865,0.315,0.22,0.15,0.54,0.69,2.34
24,Jack Malone,RW,YNG,17.422,90,18,23,17,41,58,113,14.025,0.225,0.285,0.21,0.505,0.715,1.345
25,Matthew Boldy,LW,USA,16.946,51,21,21,15,42,57,152,14.145,0.44,0.425,0.29,0.87,1.16,3.085
26,Ronnie Attard,LD,TC,18.992,83,28,10,19,38,57,170,16.175,0.385,0.14,0.26,0.525,0.785,2.16
27,Colby Bukes,RD/D,MUS,19.12,104,8,32,17,40,57,186,4.305,0.08,0.315,0.165,0.395,0.555,1.815
28,Alexander Steeves,C,DBQ,17.766,55,20,22,15,42,57,224,8.93,0.36,0.4,0.27,0.76,1.04,4.07
29,Casey Dornbach,RW,LIN,20.192,59,21,21,14,42,56,180,11.67,0.36,0.36,0.24,0.71,0.95,3.05
30,Quinn Preston,RW,DBQ,19.902,58,24,17,14,41,55,222,10.81,0.41,0.29,0.24,0.71,0.95,3.83
31,Trenton Bliss,LW,GB,19.502,60,21,16,18,37,55,146,14.38,0.35,0.27,0.3,0.62,0.92,2.43
32,Reed Lebster,RW,DM,19.032,100,29,16,10,45,55,183,15.42,0.3,0.165,0.11,0.465,0.575,1.865
33,Noah Cates,LW,OMA,18.61,60,21,19,15,40,55,131,16.03,0.35,0.32,0.25,0.67,0.92,2.18
34,Matteo Pietroniro,LD/D,CHI,19.405,96,22,7,26,29,55,150,14.545,0.235,0.075,0.285,0.315,0.595,1.59
35,Filip Forsmark,LW,TC,19.73,103,20,26,9,46,55,146,13.7,0.195,0.27,0.09,0.465,0.555,1.44
36,Grant Hebert,C,FGO,20.318,57,15,27,12,42,54,107,14.02,0.26,0.47,0.21,0.74,0.95,1.88
37,Matej Pekar,LW,MUS,17.597,56,14,26,14,40,54,161,8.7,0.25,0.46,0.25,0.71,0.96,2.88
38,Matthew Barry,C,YNG,20.039,57,17,22,15,39,54,112,15.18,0.3,0.39,0.26,0.68,0.95,1.96
39,Cole Caufield,LW,USA,17.118,49,35,13,6,48,54,149,23.195,0.715,0.26,0.16,0.97,1.135,3.31
40,Trevor Zegras,C,USA,16.99,47,17,19,17,36,53,93,17.875,0.365,0.455,0.35,0.825,1.17,2.09
41,Ryan O'Reilly,RW/F,MAD/FGO,17.986,83,32,13,8,45,53,174,17.93,0.38,0.16,0.09,0.535,0.63,2.08
42,Philippe Lapointe,RW,LIN/CIL/LIN,18.044,100,15,26,12,41,53,155,9.68,0.16,0.265,0.125,0.425,0.55,1.6
43,Michael Mancinelli,C,MAD/DM/FGO,16.716,98,25,21,7,46,53,166,14.6,0.25,0.205,0.075,0.45,0.525,1.675
44,Cole Gallant,RW,OMA,19.508,59,15,22,15,37,52,134,11.19,0.25,0.37,0.25,0.63,0.88,2.27
45,Brett Murray,F,YNG,20.156,43,28,15,9,43,52,108,25.93,0.65,0.35,0.21,1.0,1.21,2.51
46,Blake McLaughlin,LW,CHI,17.586,54,23,17,12,40,52,136,16.91,0.43,0.31,0.22,0.74,0.96,2.52
