,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chris Terry,LW,STJ/LAV/GR,28.441,168,86,67,34,153,187,555,15.587,0.513,0.397,0.2,0.903,1.107,3.287
1,Chris Mueller,C,TUC/TOR/TOR,31.53,188,62,64,44,126,170,393,16.3,0.35,0.343,0.24,0.693,0.93,2.123
2,Greg Carey,LW,LV,27.448,198,82,44,27,126,153,551,15.21,0.417,0.23,0.14,0.647,0.79,2.763
3,Chris Bourque,LW,HER/BRI,31.628,193,45,57,51,102,153,536,8.367,0.233,0.29,0.27,0.52,0.79,2.743
4,Cal O'Reilly,C,TOR/RCH/IA/IA,30.96,181,32,75,44,107,151,269,11.893,0.177,0.427,0.233,0.603,0.833,1.52
5,Andrew Poturalski,C,CHA,23.669,205,59,57,34,116,150,431,13.743,0.293,0.287,0.173,0.577,0.743,2.123
6,Phil Varone,C,BNG/LV/LV,26.782,161,49,60,40,109,149,335,15.803,0.347,0.383,0.27,0.73,1.0,2.153
7,Andrew Agozzino,LW,CHI/SA/COL,26.7,191,63,53,32,116,148,464,13.603,0.343,0.287,0.173,0.63,0.803,2.497
8,Kenny Agostino,LW,CHI/PRO/LAV,25.378,141,44,52,50,96,146,402,10.433,0.317,0.357,0.307,0.677,0.98,3.163
9,Cole Schneider,LW,RCH/HFD/HFD/MIL,27.056,195,55,59,32,114,146,449,12.597,0.287,0.3,0.157,0.583,0.747,2.28
10,Travis Morin,C,TEX,33.684,199,38,63,43,101,144,420,8.927,0.183,0.303,0.213,0.49,0.703,2.11
11,T.J. Tynan,C,CLE/CHI/CHI,25.556,189,37,61,44,98,142,299,12.53,0.197,0.327,0.24,0.527,0.767,1.577
12,T.J. Brennan,D,LV,28.452,183,43,46,52,89,141,506,8.197,0.227,0.253,0.29,0.48,0.773,2.77
