"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Josiah Slavin","LW","TC","17.709","49","6","4","4","10","14","80","7.5","0.12","0.08","0.08","0.2","0.29","1.63"
"","Noah LaLonde","C","YNG/OMA","18.486","48","4","6","4","10","14","48","8.33","0.08","0.12","0.08","0.21","0.29","1.0"
"","Khristian Acosta","RW","SF","18.366","20","1","9","3","10","13","26","3.85","0.05","0.45","0.15","0.5","0.65","1.3"
"","Micah Miller","RW","SC","17.881","23","4","6","3","10","13","48","8.33","0.17","0.26","0.13","0.43","0.57","2.09"
"","Jason Polin","C","CR","17.249","60","8","2","3","10","13","98","8.16","0.13","0.03","0.05","0.17","0.22","1.63"
"","Eric Otto","C","DM","19.163","52","6","4","3","10","13","95","6.32","0.12","0.08","0.06","0.19","0.25","1.83"
"","Sean Dhooghe","RW","USA","17.523","26","8","2","2","10","12","73","10.96","0.31","0.08","0.08","0.38","0.46","2.81"
"","David Brumm","C","DBQ/SF","19.08","51","8","2","2","10","12","66","12.12","0.16","0.04","0.04","0.2","0.24","1.29"
"","Ace Cowans","C","WAT","19.992","27","5","5","2","10","12","61","8.2","0.19","0.19","0.07","0.37","0.44","2.26"
"","Matt Berkovitz","D","GB","20.581","53","2","7","16","9","25","72","2.78","0.04","0.13","0.3","0.17","0.47","1.36"
"","Dominic Dockery","LD","YNG","19.702","60","3","6","7","9","16","86","3.49","0.05","0.1","0.12","0.15","0.27","1.43"
"","Luke Jaycox","D","LIN","19.075","59","1","8","7","9","16","72","1.39","0.02","0.14","0.12","0.15","0.27","1.22"
"","Taylor Brierley","LD","DBQ","20.126","56","4","5","7","9","16","55","7.27","0.07","0.09","0.12","0.16","0.29","0.98"
"","Dylan Woolf","RD","LIN","20.37","58","5","4","6","9","15","86","5.81","0.09","0.07","0.1","0.16","0.26","1.48"
"","Tony Stillwell","LD","GB/SC","19.412","50","2","7","6","9","15","42","4.76","0.04","0.14","0.12","0.18","0.3","0.84"
"","Corson Green","RD","CHI","17.536","48","5","4","6","9","15","56","8.93","0.1","0.08","0.12","0.19","0.31","1.17"
"","Reed Lebster","RW","DM","17.534","54","9","0","6","9","15","63","14.29","0.17","0.0","0.11","0.17","0.28","1.17"
"","Jackson Keane","C","SC","19.439","40","4","5","5","9","14","50","8.0","0.1","0.12","0.12","0.23","0.35","1.25"
"","AJ Villella","LD","SF/CR","18.637","50","5","4","5","9","14","64","7.81","0.1","0.08","0.1","0.18","0.28","1.28"
"","Hank Sorensen","RD","WAT","18.281","41","4","5","5","9","14","45","8.89","0.1","0.12","0.12","0.22","0.34","1.1"
"","Chase Ellingson","C","DM","19.037","50","3","6","4","9","13","55","5.45","0.06","0.12","0.08","0.18","0.26","1.1"
"","Chase Pilawski","LD","WAT/TC","17.454","55","3","6","4","9","13","62","4.84","0.05","0.11","0.07","0.16","0.24","1.13"
"","Sam Craggs","LW","WAT/YNG","19.297","38","2","7","4","9","13","48","4.17","0.05","0.18","0.11","0.24","0.34","1.26"
"","Will Smith","LW","MUS","20.51","57","5","4","3","9","12","96","5.21","0.09","0.07","0.05","0.16","0.21","1.68"
"","Alex Mehnert","LD","OMA","19.253","51","0","9","3","9","12","33","0.0","0.0","0.18","0.06","0.18","0.24","0.65"
"","Chayse Primeau","C","LIN","19.001","48","5","4","3","9","12","46","10.87","0.1","0.08","0.06","0.19","0.25","0.96"
"","Graham Slaggert","C","USA","17.446","26","4","5","3","9","12","40","10.0","0.15","0.19","0.12","0.35","0.46","1.54"
"","Jeff Baum","LD","DBQ","20.247","58","2","7","3","9","12","80","2.5","0.03","0.12","0.05","0.16","0.21","1.38"
"","Brendan Demler","LD","DM","19.078","51","1","8","2","9","11","25","4.0","0.02","0.16","0.04","0.18","0.22","0.49"
"","Ben Mirageas","LD","CHI/BLM","17.358","59","2","6","11","8","19","110","1.82","0.03","0.1","0.19","0.14","0.32","1.86"
"","Derek Daschke","LD","MUS/CHI","18.692","61","4","4","10","8","18","76","5.26","0.07","0.07","0.16","0.13","0.3","1.25"
"","David Farrance","RD","USA","17.232","25","1","7","9","8","17","47","2.13","0.04","0.28","0.36","0.32","0.68","1.88"
"","Brandon Estes","RD","YNG","19.587","60","1","7","6","8","14","55","1.82","0.02","0.12","0.1","0.13","0.23","0.92"
"","Joey Matthews","LD","TC/SC","19.228","54","3","5","6","8","14","77","3.9","0.06","0.09","0.11","0.15","0.26","1.43"
"","Justin Wells","LD","SF","18.128","58","2","6","6","8","14","72","2.78","0.03","0.1","0.1","0.14","0.24","1.24"
"","Marshall Moise","RW","YNG/MAD","18.93","50","4","4","4","8","12","81","4.94","0.08","0.08","0.08","0.16","0.24","1.62"
"","Jack Drury","C","WAT","16.616","44","4","4","4","8","12","45","8.89","0.09","0.09","0.09","0.18","0.27","1.02"
"","Mattias Samuelsson","LD","USA","16.507","30","5","3","2","8","10","40","12.5","0.17","0.1","0.07","0.27","0.33","1.33"
"","Colby Bukes","RD","MUS","17.621","60","4","4","2","8","10","60","6.67","0.07","0.07","0.03","0.13","0.17","1.0"
"","Evan Bell","LD","FGO","19.226","60","3","5","2","8","10","92","3.26","0.05","0.08","0.03","0.13","0.17","1.53"
"","Jake Goldowski","RW","USA","16.359","34","6","2","1","8","9","44","13.64","0.18","0.06","0.03","0.24","0.26","1.29"
"","Matt Quercia","LW","SF","17.558","37","5","3","1","8","9","48","10.42","0.14","0.08","0.03","0.22","0.24","1.3"
"","Sampo Ranta","LW","SC","16.293","30","6","2","1","8","9","43","13.95","0.2","0.07","0.03","0.27","0.3","1.43"
"","Veli-Matti Tiuraniemi","LD","DBQ","19.25","53","3","4","15","7","22","50","6.0","0.06","0.08","0.28","0.13","0.42","0.94"
"","Zach Berzolla","RD","MUS","18.303","59","4","3","13","7","20","86","4.65","0.07","0.05","0.22","0.12","0.34","1.46"
"","Alex Green","D","LIN","18.245","43","1","6","8","7","15","54","1.85","0.02","0.14","0.19","0.16","0.35","1.26"
"","Colin Ugbekile","LD","DM","16.978","60","3","4","7","7","14","58","5.17","0.05","0.07","0.12","0.12","0.23","0.97"
"","Nicholas Austin","RD","MAD","18.829","44","2","5","6","7","13","73","2.74","0.05","0.11","0.14","0.16","0.3","1.66"
"","Nathan Dingmann","LW","SF","19.814","42","2","5","6","7","13","78","2.56","0.05","0.12","0.14","0.17","0.31","1.86"
"","Aleksi Halme","LW","MUS/CHI/CR","16.841","40","3","4","6","7","13","45","6.67","0.07","0.1","0.15","0.17","0.33","1.12"
"","Verners Egle","LW","MAD","17.293","44","3","4","5","7","12","36","8.33","0.07","0.09","0.11","0.16","0.27","0.82"
"","Michael Rounds","LD","DM","18.881","57","2","5","5","7","12","37","5.41","0.04","0.09","0.09","0.12","0.21","0.65"
"","Brian Hurley","LD","FGO","18.245","40","4","3","4","7","11","34","11.76","0.1","0.07","0.1","0.17","0.28","0.85"
"","Jace Foskey","RD","TC","16.291","50","3","4","4","7","11","38","7.89","0.06","0.08","0.08","0.14","0.22","0.76"
"","Marko Reifenberger","C","BLM","17.657","51","4","3","4","7","11","46","8.7","0.08","0.06","0.08","0.14","0.22","0.9"
"","Michael Boyle","F","DBQ","18.998","57","5","2","4","7","11","67","7.46","0.09","0.04","0.07","0.12","0.19","1.18"
"","Robby Fosdick","RD","MAD","20.063","60","2","5","3","7","10","55","3.64","0.03","0.08","0.05","0.12","0.17","0.92"
"","Luka Maver","C","LIN","18.892","45","4","3","3","7","10","54","7.41","0.09","0.07","0.07","0.16","0.22","1.2"
"","Reilly Walsh","RD","CHI","17.405","24","2","5","3","7","10","35","5.71","0.08","0.21","0.12","0.29","0.42","1.46"
"","Grant Loven","C","CR","18.735","35","2","5","1","7","8","42","4.76","0.06","0.14","0.03","0.2","0.23","1.2"
"","Erik Middendorf","LW","USA","16.181","31","1","6","0","7","7","28","3.57","0.03","0.19","0.0","0.23","0.23","0.9"
"","CJ Dodero","LW","SC","18.714","31","5","2","0","7","7","22","22.73","0.16","0.06","0.0","0.23","0.23","0.71"
"","Jake Johnson","LD","SF/CR","18.092","54","3","3","6","6","12","39","7.69","0.06","0.06","0.11","0.11","0.22","0.72"
"","Ethan Spaxman","D","WAT","19.801","29","2","4","6","6","12","54","3.7","0.07","0.14","0.21","0.21","0.41","1.86"
"","Jake Pivonka","C","USA","16.548","34","5","1","5","6","11","66","7.58","0.15","0.03","0.15","0.18","0.32","1.94"
"","Carson Musser","LD","FGO","19.404","60","1","5","5","6","11","52","1.92","0.02","0.08","0.08","0.1","0.18","0.87"
"","Calen Kiefiuk","LW","BLM","16.548","52","4","2","5","6","11","71","5.63","0.08","0.04","0.1","0.12","0.21","1.37"
"","Makai Holdener","RW","DBQ","19.371","24","2","4","5","6","11","21","9.52","0.08","0.17","0.21","0.25","0.46","0.88"
"","Brady Ferner","RD","SC","19.053","51","2","4","4","6","10","66","3.03","0.04","0.08","0.08","0.12","0.2","1.29"
"","Zachary Mirageas","RD","BLM","19.171","58","1","5","4","6","10","65","1.54","0.02","0.09","0.07","0.1","0.17","1.12"
"","Philip Nyberg","RD","MAD","19.387","25","2","4","3","6","9","36","5.56","0.08","0.16","0.12","0.24","0.36","1.44"
"","Bradley Johnson","D","FGO","20.647","60","0","6","3","6","9","49","0.0","0.0","0.1","0.05","0.1","0.15","0.82"
"","Adam Karashik","RD","CHI","18.667","52","2","4","3","6","9","50","4.0","0.04","0.08","0.06","0.12","0.17","0.96"
"","Michael Ferrandino","RD","WAT","16.499","47","0","6","3","6","9","22","0.0","0.0","0.13","0.06","0.13","0.19","0.47"
"","Zak Galambos","D","OMA","19.305","25","2","4","3","6","9","36","5.56","0.08","0.16","0.12","0.24","0.36","1.44"
"","Trevor Zins","D","CR","18.15","46","1","5","2","6","8","37","2.7","0.02","0.11","0.04","0.13","0.17","0.8"
"","Will Garin","RW","SF/BLM/CR","18.878","44","5","1","2","6","8","35","14.29","0.11","0.02","0.05","0.14","0.18","0.8"
"","Marcus Russell","C","MUS/SF","20.529","34","2","4","2","6","8","27","7.41","0.06","0.12","0.06","0.18","0.24","0.79"
"","Brian Matthews","RD","OMA","18.404","49","4","2","1","6","7","67","5.97","0.08","0.04","0.02","0.12","0.14","1.37"
"","Liam Walsh","LW","CR","17.175","48","4","2","0","6","6","36","11.11","0.08","0.04","0.0","0.12","0.12","0.75"
"","Patrick Giles","RW","USA","16.701","34","2","4","0","6","6","55","3.64","0.06","0.12","0.0","0.18","0.18","1.62"
"","Josh Maniscalco","RD","USA","17.577","27","4","2","0","6","6","24","16.67","0.15","0.07","0.0","0.22","0.22","0.89"
"","Casey Staum","LD","DBQ","18.686","55","0","5","11","5","16","37","0.0","0.0","0.09","0.2","0.09","0.29","0.67"
"","Kasper Kotkansalo","LD","SF","17.832","47","1","4","7","5","12","75","1.33","0.02","0.09","0.15","0.11","0.26","1.6"
"","Jake Wise","C","USA","16.548","33","2","3","6","5","11","51","3.92","0.06","0.09","0.18","0.15","0.33","1.55"
"","Logan Cockerill","LW","USA","17.539","16","4","1","5","5","10","31","12.9","0.25","0.06","0.31","0.31","0.62","1.94"
"","Trevor St. Jean","RW","OMA","18.933","53","2","3","5","5","10","51","3.92","0.04","0.06","0.09","0.09","0.19","0.96"
"","Daniel Willett","LD","BLM","20.562","52","2","3","5","5","10","86","2.33","0.04","0.06","0.1","0.1","0.19","1.65"
"","Jack St. Ivany","RD","SF","17.153","52","1","4","5","5","10","48","2.08","0.02","0.08","0.1","0.1","0.19","0.92"
"","Jake Gingell","LD","YNG","19.592","57","1","4","4","5","9","39","2.56","0.02","0.07","0.07","0.09","0.16","0.68"
"","Nick Bowman","RW","SF/CR","18.755","53","2","3","3","5","8","60","3.33","0.04","0.06","0.06","0.09","0.15","1.13"
"","Connor Mayer","LD","SC","17.26","47","0","5","3","5","8","29","0.0","0.0","0.11","0.06","0.11","0.17","0.62"
"","Jakub Sirota","D","CR","17.742","39","4","1","2","5","7","49","8.16","0.1","0.03","0.05","0.13","0.18","1.26"
"","Tyler Inamoto","LD","USA","17.364","17","2","3","2","5","7","18","11.11","0.12","0.18","0.12","0.29","0.41","1.06"
"","Nicholas Nardella","RW","TC","17.599","39","2","3","2","5","7","37","5.41","0.05","0.08","0.05","0.13","0.18","0.95"
"","Noah Cates","LW","OMA","17.61","11","2","3","2","5","7","20","10.0","0.18","0.27","0.18","0.45","0.64","1.82"
"","Cole Krygier","LD","LIN","16.364","37","3","2","1","5","6","27","11.11","0.08","0.05","0.03","0.14","0.16","0.73"
"","Charlie Raith","LD","BLM","19.379","41","1","4","1","5","6","26","3.85","0.02","0.1","0.02","0.12","0.15","0.63"
"","Anthony Callin","C","MAD","17.731","38","5","0","1","5","6","69","7.25","0.13","0.0","0.03","0.13","0.16","1.82"
"","Robert Arrak","RW","CR","17.46","37","3","2","1","5","6","38","7.89","0.08","0.05","0.03","0.14","0.16","1.03"
"","Konour Peterson","RW","MAD","18.47","32","4","1","0","5","5","23","17.39","0.12","0.03","0.0","0.16","0.16","0.72"
"","Josh DeLuca","F","OMA","17.235","34","2","3","0","5","5","28","7.14","0.06","0.09","0.0","0.15","0.15","0.82"
"","Jackson Charlesworth","RD","GB","19.497","57","1","3","11","4","15","43","2.33","0.02","0.05","0.19","0.07","0.26","0.75"
"","Brendan Bushy","LD","DBQ","18.065","58","2","2","8","4","12","46","4.35","0.03","0.03","0.14","0.07","0.21","0.79"
"","Jason Smallidge","D","BLM","18.325","57","1","3","7","4","11","53","1.89","0.02","0.05","0.12","0.07","0.19","0.93"
"","Rourke Russell","D","GB","18.555","59","0","4","6","4","10","64","0.0","0.0","0.07","0.1","0.07","0.17","1.08"
"","Michael Pastujov","RW","USA","17.065","22","1","3","5","4","9","49","2.04","0.05","0.14","0.23","0.18","0.41","2.23"
"","Eero Teravainen","LD","LIN","17.525","36","2","2","4","4","8","51","3.92","0.06","0.06","0.11","0.11","0.22","1.42"
"","K'Andre Miller","LD","USA","16.652","34","0","4","3","4","7","47","0.0","0.0","0.12","0.09","0.12","0.21","1.38"
"","Jacob Semik","LD","DBQ","16.518","36","3","1","3","4","7","27","11.11","0.08","0.03","0.08","0.11","0.19","0.75"
"","Alexis Binner","RD","GB","17.785","55","2","2","3","4","7","37","5.41","0.04","0.04","0.05","0.07","0.13","0.67"
"","Ryan Bederka","LD","MAD/SC","18.618","57","0","4","3","4","7","45","0.0","0.0","0.07","0.05","0.07","0.12","0.79"
"","Jacob Schmidt-Svejstrup","LW","DBQ","18.67","29","2","2","3","4","7","24","8.33","0.07","0.07","0.1","0.14","0.24","0.83"
"","Scott Corbett","LW","DBQ","18.423","22","2","2","3","4","7","37","5.41","0.09","0.09","0.14","0.18","0.32","1.68"
"","Bode Wilde","RD","USA","16.644","34","3","1","2","4","6","54","5.56","0.09","0.03","0.06","0.12","0.18","1.59"
"","Austin Redders","LD","MAD","19.716","31","0","4","2","4","6","34","0.0","0.0","0.13","0.06","0.13","0.19","1.1"
"","Gavin Hain","LW","USA/SF","16.452","14","4","0","2","4","6","29","13.79","0.29","0.0","0.14","0.29","0.43","2.07"
"","Brian Hawkinson","RW","TC","18.681","51","3","1","2","4","6","50","6.0","0.06","0.02","0.04","0.08","0.12","0.98"
"","Nolan Walker","C","SF","17.906","5","3","1","2","4","6","5","60.0","0.6","0.2","0.4","0.8","1.2","1.0"
"","Adam Parsells","LD","DM","19.699","40","1","3","2","4","6","42","2.38","0.03","0.07","0.05","0.1","0.15","1.05"
"","Blade Jenkins","C","USA","16.096","34","1","3","1","4","5","35","2.86","0.03","0.09","0.03","0.12","0.15","1.03"
"","Justin Kendall","LW","LIN","18.36","21","2","2","1","4","5","25","8.0","0.1","0.1","0.05","0.19","0.24","1.19"
"","Nate Knoepke","LD","USA","17.44","25","1","3","1","4","5","9","11.11","0.04","0.12","0.04","0.16","0.2","0.36"
"","Vitaliy Novytskyy","LD","SF","19.36","43","1","3","1","4","5","18","5.56","0.02","0.07","0.02","0.09","0.12","0.42"
"","Kasey Fitzjerrells","F","MAD","19.45","56","2","2","1","4","5","30","6.67","0.04","0.04","0.02","0.07","0.09","0.54"
"","Ronnie Attard","LD","TC","17.492","46","3","1","1","4","5","34","8.82","0.07","0.02","0.02","0.09","0.11","0.74"
"","Danny Petrick","RD","DM/OMA","17.446","30","0","4","1","4","5","30","0.0","0.0","0.13","0.03","0.13","0.17","1.0"
"","Blais Richartz","LW","TC","16.23","11","1","3","1","4","5","11","9.09","0.09","0.27","0.09","0.36","0.45","1.0"
"","Jack DeBoer","C","USA","16.08","34","1","3","0","4","4","25","4.0","0.03","0.09","0.0","0.12","0.12","0.74"
"","Griffin Lunn","RW","BLM","18.834","49","3","1","0","4","4","71","4.23","0.06","0.02","0.0","0.08","0.08","1.45"
"","Will Scherer","D","OMA","20.641","30","0","4","0","4","4","25","0.0","0.0","0.13","0.0","0.13","0.13","0.83"
"","Jeffery Losurdo","RW","FGO/MAD","18.522","42","3","1","0","4","4","35","8.57","0.07","0.02","0.0","0.1","0.1","0.83"
"","Austin Martinsen","LW","SF/CR","19.349","20","3","1","0","4","4","24","12.5","0.15","0.05","0.0","0.2","0.2","1.2"
"","Jack McNeely","RD","MUS/TC","19.743","55","1","2","9","3","12","45","2.22","0.02","0.04","0.16","0.05","0.22","0.82"
"","Ty Emberson","RD","USA","16.312","34","0","3","5","3","8","25","0.0","0.0","0.09","0.15","0.09","0.24","0.74"
"","Mason Palmer","LD","WAT","17.821","56","2","1","5","3","8","35","5.71","0.04","0.02","0.09","0.05","0.14","0.62"
"","Nick Leitner","RD","DM","18.418","52","1","2","4","3","7","58","1.72","0.02","0.04","0.08","0.06","0.13","1.12"
"","Tommy Miller","RD","USA","17.531","26","0","3","3","3","6","21","0.0","0.0","0.12","0.12","0.12","0.23","0.81"
"","Anea Ferrario","RD","SC","18.103","55","0","3","3","3","6","48","0.0","0.0","0.05","0.05","0.05","0.11","0.87"
"","Steven Ruggiero","D","YNG","19.705","29","0","3","2","3","5","19","0.0","0.0","0.1","0.07","0.1","0.17","0.66"
"","Spencer Stastney","LD","USA","16.698","34","1","2","2","3","5","24","4.17","0.03","0.06","0.06","0.09","0.15","0.71"
"","Brad Cocca","C","YNG","17.093","34","2","1","2","3","5","35","5.71","0.06","0.03","0.06","0.09","0.15","1.03"
"","Cole Koepke","LW","SC","18.333","22","3","0","2","3","5","54","5.56","0.14","0.0","0.09","0.14","0.23","2.45"
"","Jordan Seyfert","RW","CHI/USA","17.454","26","2","1","2","3","5","31","6.45","0.08","0.04","0.08","0.12","0.19","1.19"
"","Phil Kemp","RD","USA","17.591","25","2","1","1","3","4","22","9.09","0.08","0.04","0.04","0.12","0.16","0.88"
"","Keegan Ford","LD","MAD","20.296","22","2","1","1","3","4","51","3.92","0.09","0.05","0.05","0.14","0.18","2.32"
"","Braden Costello","LW","DM","16.403","6","2","1","1","3","4","7","28.57","0.33","0.17","0.17","0.5","0.67","1.17"
"","Robert (Rory) Herrman","LW","GB","17.503","37","1","2","0","3","3","30","3.33","0.03","0.05","0.0","0.08","0.08","0.81"
"","Evan Dougherty","F","FGO","17.416","46","1","2","0","3","3","30","3.33","0.02","0.04","0.0","0.07","0.07","0.65"
"","Matt Miller","RW","USA/SC","17.033","18","0","3","0","3","3","13","0.0","0.0","0.17","0.0","0.17","0.17","0.72"
"","Travis Mitchell","LD","MUS","16.808","38","2","0","4","2","6","14","14.29","0.05","0.0","0.11","0.05","0.16","0.37"
"","Bence Stipsicz","LD","CR","19.614","47","0","2","4","2","6","51","0.0","0.0","0.04","0.09","0.04","0.13","1.09"
"","Cale List","D","DBQ","18.106","29","0","2","4","2","6","12","0.0","0.0","0.07","0.14","0.07","0.21","0.41"
"","Jack Summers","LD","TC","17.331","26","1","1","3","2","5","23","4.35","0.04","0.04","0.12","0.08","0.19","0.88"
"","Christian Krygier","LD","LIN","16.364","50","2","0","3","2","5","25","8.0","0.04","0.0","0.06","0.04","0.1","0.5"
"","Nick Azar","LD","TC","19.672","48","2","0","3","2","5","41","4.88","0.04","0.0","0.06","0.04","0.1","0.85"
"","Jonathan Bendorf","F","TC","17.553","23","0","2","3","2","5","20","0.0","0.0","0.09","0.13","0.09","0.22","0.87"
"","Michael Bevilacqua","RD","GB","19.36","44","2","0","2","2","4","33","6.06","0.05","0.0","0.05","0.05","0.09","0.75"
"","RJ Murphy","C","DBQ","17.955","13","2","0","2","2","4","18","11.11","0.15","0.0","0.15","0.15","0.31","1.38"
"","Matthew Cairns","LD","FGO","18.388","17","0","2","2","2","4","3","0.0","0.0","0.12","0.12","0.12","0.24","0.18"
"","Brady Smith","RD","BLM","16.082","32","2","0","2","2","4","19","10.53","0.06","0.0","0.06","0.06","0.12","0.59"
"","Hunter Lellig","RD","WAT","17.602","7","1","1","1","2","3","9","11.11","0.14","0.14","0.14","0.29","0.43","1.29"
"","Marcus Bjork","LD","OMA","18.809","8","1","1","1","2","3","4","25.0","0.12","0.12","0.12","0.25","0.38","0.5"
"","Simon Butala","LD","BLM","18.125","56","0","2","1","2","3","36","0.0","0.0","0.04","0.02","0.04","0.05","0.64"
"","Logan Jenuwine","LW","WAT","18.339","25","0","2","1","2","3","33","0.0","0.0","0.08","0.04","0.08","0.12","1.32"
"","Andrew Petrillo","RD","YNG","18.514","27","1","1","1","2","3","15","6.67","0.04","0.04","0.04","0.07","0.11","0.56"
"","Matt Anderson","LD","GB","17.432","16","0","2","1","2","3","11","0.0","0.0","0.12","0.06","0.12","0.19","0.69"
"","Matt Kidney","RW","CR","19.571","16","2","0","1","2","3","21","9.52","0.12","0.0","0.06","0.12","0.19","1.31"
"","Leonard Forselius","LW","SF","20.255","10","1","1","0","2","2","10","10.0","0.1","0.1","0.0","0.2","0.2","1.0"
"","Griffin Loughran","RW","YNG","17.84","9","1","1","0","2","2","9","11.11","0.11","0.11","0.0","0.22","0.22","1.0"
"","Simon Sagissor","LW","MAD","18.952","17","2","0","0","2","2","12","16.67","0.12","0.0","0.0","0.12","0.12","0.71"
"","Zac Herrmann","LD","OMA","18.859","27","0","2","0","2","2","33","0.0","0.0","0.07","0.0","0.07","0.07","1.22"
"","Joseph Cipollone","C","TC","19.467","16","2","0","0","2","2","23","8.7","0.12","0.0","0.0","0.12","0.12","1.44"
"","Ben Taylor","RW","TC","19.393","17","0","2","0","2","2","12","0.0","0.0","0.12","0.0","0.12","0.12","0.71"
"","Jamie Armstrong","LW","SC","18.109","13","1","1","0","2","2","11","9.09","0.08","0.08","0.0","0.15","0.15","0.85"
"","Erik Ullman","RD","BLM","19.247","10","1","1","0","2","2","10","10.0","0.1","0.1","0.0","0.2","0.2","1.0"
"","Wiliam Fallstrom","C","BLM","18.601","4","1","1","0","2","2","3","33.33","0.25","0.25","0.0","0.5","0.5","0.75"
"","Erik  Holmstrom","RD","DM","18.892","23","2","0","0","2","2","27","7.41","0.09","0.0","0.0","0.09","0.09","1.17"
"","Kyle Kawamura","C","LIN","17.306","14","2","0","0","2","2","14","14.29","0.14","0.0","0.0","0.14","0.14","1.0"
"","Blake McLaughlin","LW","CHI","16.586","11","0","2","0","2","2","10","0.0","0.0","0.18","0.0","0.18","0.18","0.91"
"","Brian Halonen","LW","DM","17.679","8","2","0","0","2","2","15","13.33","0.25","0.0","0.0","0.25","0.25","1.88"
"","Charlie Dovorany","C","FGO","17.52","12","2","0","0","2","2","16","12.5","0.17","0.0","0.0","0.17","0.17","1.33"
"","Tomas Vochozka","LW","CR","16.863","22","1","1","0","2","2","26","3.85","0.05","0.05","0.0","0.09","0.09","1.18"
"","Garrett Hall","C","TC","19.461","16","1","1","0","2","2","7","14.29","0.06","0.06","0.0","0.12","0.12","0.44"
"","Dylan Samberg","D","WAT","17.643","6","1","1","0","2","2","9","11.11","0.17","0.17","0.0","0.33","0.33","1.5"
"","Keegan Mantaro","LD","SC","17.785","48","0","1","5","1","6","30","0.0","0.0","0.02","0.1","0.02","0.12","0.62"
"","Alec Regula","RD","CHI","16.11","53","1","0","4","1","5","25","4.0","0.02","0.0","0.08","0.02","0.09","0.47"
"","Carter Long","RD","LIN","18.588","57","1","0","3","1","4","53","1.89","0.02","0.0","0.05","0.02","0.07","0.93"
"","Marcus Joseph","LD","YNG","19.357","21","1","0","3","1","4","17","5.88","0.05","0.0","0.14","0.05","0.19","0.81"
"","Cooper Zech","D","MUS","17.744","25","0","1","3","1","4","33","0.0","0.0","0.04","0.12","0.04","0.16","1.32"
"","Jonathan McDonald","LD","FGO","18.254","24","0","1","2","1","3","12","0.0","0.0","0.04","0.08","0.04","0.12","0.5"
"","Tanner Tweten","F","CR","19.256","9","0","1","1","1","2","12","0.0","0.0","0.11","0.11","0.11","0.22","1.33"
"","Trevor Janicke","RW","USA","15.724","34","1","0","1","1","2","25","4.0","0.03","0.0","0.03","0.03","0.06","0.74"
"","Brenden Rons","LD","OMA","18.538","23","0","1","1","1","2","7","0.0","0.0","0.04","0.04","0.04","0.09","0.3"
"","Grant Reichenbacher","RW","LIN/SF","18.015","38","0","1","1","1","2","23","0.0","0.0","0.03","0.03","0.03","0.05","0.61"
"","Randy Hernandez","RW","USA","17.676","31","0","1","1","1","2","19","0.0","0.0","0.03","0.03","0.03","0.06","0.61"
"","Misha Song","D","MAD","19.623","52","0","1","1","1","2","14","0.0","0.0","0.02","0.02","0.02","0.04","0.27"
"","Dalton Hunter","LW","YNG","18.971","2","1","0","1","1","2","2","50.0","0.5","0.0","0.5","0.5","1.0","1.0"
"","Casey Carreau","RW","DM","18.525","6","0","1","1","1","2","13","0.0","0.0","0.17","0.17","0.17","0.33","2.17"
"","Christoffer Karlsen","RW","TC/SF","18.568","8","0","1","1","1","2","10","0.0","0.0","0.12","0.12","0.12","0.25","1.25"
"","Eric Linell","RW","CR","17.996","35","0","1","1","1","2","42","0.0","0.0","0.03","0.03","0.03","0.06","1.2"
"","Michael Zuffante","C","WAT","18.5","5","1","0","1","1","2","9","11.11","0.2","0.0","0.2","0.2","0.4","1.8"
"","Ryan Roth","F","TC","16.156","4","0","1","1","1","2","4","0.0","0.0","0.25","0.25","0.25","0.5","1.0"
"","Collin Murphy","LD","MUS","17.802","2","0","1","1","1","2","0","0.0","0.0","0.5","0.5","0.5","1.0","0.0"
"","Logan Hutsko","RW","USA","17.594","2","0","1","0","1","1","0","0.0","0.0","0.5","0.0","0.5","0.5","0.0"
"","Brenden MacLaren","RW","SC","17.794","2","1","0","0","1","1","1","100.0","0.5","0.0","0.0","0.5","0.5","0.5"
"","Jay O'Brien","C","YNG","16.866","4","0","1","0","1","1","1","0.0","0.0","0.25","0.0","0.25","0.25","0.25"
"","William MacKinnon","LD","USA","16.425","34","1","0","0","1","1","18","5.56","0.03","0.0","0.0","0.03","0.03","0.53"
"","Trenton Bliss","LW","GB","18.503","24","0","1","0","1","1","19","0.0","0.0","0.04","0.0","0.04","0.04","0.79"
"","Coby Downs","C","OMA","19.954","5","0","1","0","1","1","8","0.0","0.0","0.2","0.0","0.2","0.2","1.6"
"","Jesper Kokkila","LD","CHI","17.985","15","0","1","0","1","1","9","0.0","0.0","0.07","0.0","0.07","0.07","0.6"
"","Joey Kubachka","F","DM","18.202","5","0","1","0","1","1","5","0.0","0.0","0.2","0.0","0.2","0.2","1.0"
"","Jack Malone","RW","YNG","15.924","2","1","0","0","1","1","2","50.0","0.5","0.0","0.0","0.5","0.5","1.0"
"","Ben Meyers","LW","FGO","17.835","5","1","0","0","1","1","7","14.29","0.2","0.0","0.0","0.2","0.2","1.4"
"","Joey Cassetti","F","USA","17.547","14","1","0","0","1","1","20","5.0","0.07","0.0","0.0","0.07","0.07","1.43"
"","Branden Suter","LD","MAD","17.367","7","1","0","0","1","1","4","25.0","0.14","0.0","0.0","0.14","0.14","0.57"
