"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Remy Anglehart","C","BLB","18.243","58","14","7","5","21","26","68","20.59","0.24","0.12","0.09","0.36","0.45","1.17","8.26","0.14","662.01","11.41","1.27","0.63","0.45","1.9","2.36","6.16","0.75","13.5","13.1","56.93","50.91","7.23","62.07","36","22","4","11","36.36","3","20","15.0","7","37","18.92","272","525","51.81"
"","Anderson MacDonald","LW","MON","17.334","58","14","7","5","21","26","103","13.59","0.24","0.12","0.09","0.36","0.45","1.78","13.68","0.24","798.38","13.77","1.05","0.53","0.38","1.58","1.95","7.74","1.03","13.28","13.43","43.07","50.39","-5.49","38.54","37","59","6","21","28.57","3","15","20.0","5","67","7.46","9","16","56.25"
"","Nikita Alexandrov","C","CHA","16.997","66","9","12","3","21","24","129","6.98","0.14","0.18","0.05","0.32","0.36","1.95","14.55","0.22","820.33","12.43","0.66","0.88","0.22","1.54","1.76","9.44","1.06","13.76","13.22","51.99","48.72","7.37","56.0","42","33","3","29","10.34","4","27","14.81","2","73","2.74","302","646","46.75"
"","Samuel L'Italien","C","BAT","19.425","68","10","10","12","20","32","96","10.42","0.15","0.15","0.18","0.29","0.47","1.41","10.11","0.15","813.0","11.96","0.74","0.74","0.89","1.48","2.36","7.08","0.75","14.18","13.28","59.8","48.48","-0.79","59.3","51","35","6","15","40.0","1","12","8.33","3","69","4.35","619","1024","60.45"
"","German Rubtsov","C","BAT/CHI","19.22","49","12","8","7","20","27","77","15.58","0.24","0.16","0.14","0.41","0.55","1.57","10.44","0.21","616.66","12.58","1.17","0.78","0.68","1.95","2.63","7.49","1.02","14.55","13.54","59.32","48.28","2.34","61.43","43","27","3","10","30.0","1","14","7.14","8","53","15.09","90","197","45.69"
"","Jordan Ty Fournier","RW","CAP","20.449","67","13","7","6","20","26","144","9.03","0.19","0.1","0.09","0.3","0.39","2.15","18.33","0.27","734.55","10.96","1.06","0.57","0.49","1.63","2.12","11.76","1.5","12.94","13.28","45.01","51.29","11.13","52.38","33","30","5","27","18.52","2","20","10.0","6","97","6.19","1","5","20.0"
"","Sullivan Sparkes","C","CHA","18.369","60","11","9","4","20","24","77","14.29","0.18","0.15","0.07","0.33","0.4","1.28","10.02","0.17","691.27","11.52","0.95","0.78","0.35","1.74","2.08","6.68","0.87","13.44","13.06","50.12","47.33","4.92","56.92","37","28","4","16","25.0","5","15","33.33","2","46","4.35","107","202","52.97"
"","Jeremy Manseau","C","SHA","19.272","65","9","11","3","20","23","87","10.34","0.14","0.17","0.05","0.31","0.35","1.34","9.06","0.14","739.35","11.37","0.73","0.89","0.24","1.62","1.87","7.06","0.73","13.25","13.26","40.11","52.17","7.74","45.07","32","39","5","17","29.41","3","14","21.43","1","56","1.79","220","440","50.0"
"","Edouard St-Laurent","C","BAC","17.449","61","12","8","2","20","22","82","14.63","0.2","0.13","0.03","0.33","0.36","1.34","8.59","0.14","665.72","10.91","1.08","0.72","0.18","1.8","1.98","7.39","0.77","13.14","13.01","46.74","50.99","-3.09","43.94","29","37","5","12","41.67","2","16","12.5","5","54","9.26","207","433","47.81"
"","Matthew Grouchy","RW","QUE/CHA","17.824","63","12","8","2","20","22","71","16.9","0.19","0.13","0.03","0.32","0.35","1.13","8.4","0.13","727.04","11.54","0.99","0.66","0.17","1.65","1.82","5.86","0.69","13.62","13.2","52.09","47.57","-3.08","50.77","33","32","5","11","45.45","2","11","18.18","5","49","10.2","5","19","26.32"
"","Peyton Hoyt","RW","CAP","18.574","52","15","5","1","20","21","84","17.86","0.29","0.1","0.02","0.38","0.4","1.62","10.81","0.21","546.74","10.51","1.65","0.55","0.11","2.19","2.3","9.22","1.19","12.77","13.24","44.78","50.7","11.49","54.35","25","21","3","10","30.0","3","14","21.43","9","60","15.0","10","27","37.04"
"","Chase Harwell","RW","VIC","20.677","67","16","3","12","19","31","150","10.67","0.24","0.04","0.18","0.28","0.46","2.24","13.97","0.21","834.72","12.46","1.15","0.22","0.86","1.37","2.23","10.78","1.0","13.05","13.3","54.94","50.51","-15.8","45.88","39","46","3","15","20.0","5","25","20.0","8","110","7.27","277","440","62.95"
"","Carson MacKinnon","C","RIM","18.122","65","11","8","8","19","27","100","11.0","0.17","0.12","0.12","0.29","0.42","1.54","7.99","0.12","676.78","10.41","0.98","0.71","0.71","1.68","2.39","8.87","0.71","13.87","13.23","60.13","48.15","-3.32","58.49","31","22","4","13","30.77","3","11","27.27","4","76","5.26","179","398","44.97"
"","Egor Sokolov","RW","CAP","17.273","64","11","8","8","19","27","127","8.66","0.17","0.12","0.12","0.3","0.42","1.98","17.67","0.28","824.47","12.88","0.8","0.58","0.58","1.38","1.96","9.24","1.29","13.14","13.4","44.96","50.22","-4.09","39.56","36","55","3","33","9.09","3","22","13.64","5","72","6.94","3","7","42.86"
"","Tyler Hinam","RW","ROU","18.306","58","9","10","5","19","24","93","9.68","0.16","0.17","0.09","0.33","0.41","1.6","6.68","0.12","684.02","11.79","0.79","0.88","0.44","1.67","2.11","8.16","0.59","13.57","13.19","54.51","49.32","-12.24","45.76","27","32","0","3","0.0","2","13","15.38","7","77","9.09","1","3","33.33"
"","Louis-Filip Cote","LW","QUE","18.374","68","10","9","4","19","23","109","9.17","0.15","0.13","0.06","0.28","0.34","1.6","9.83","0.14","745.94","10.97","0.8","0.72","0.32","1.53","1.85","8.77","0.79","13.77","13.44","51.18","51.04","10.84","58.62","34","24","2","11","18.18","6","16","37.5","2","82","2.44","47","102","46.08"
"","Jesse Sutton","C","QUE","19.469","68","11","8","3","19","22","78","14.1","0.16","0.12","0.04","0.28","0.32","1.15","10.27","0.15","771.61","11.35","0.86","0.62","0.23","1.48","1.71","6.07","0.8","13.36","13.17","50.79","51.43","-6.22","45.59","31","37","5","13","38.46","4","25","16.0","2","40","5.0","216","402","53.73"
"","Cole Reginato","LW","SNB","19.811","40","12","7","1","19","20","48","25.0","0.3","0.17","0.03","0.47","0.5","1.2","6.11","0.15","501.19","12.53","1.44","0.84","0.12","2.27","2.39","5.75","0.73","13.34","13.25","38.49","52.05","4.67","42.37","25","34","1","7","14.29","5","10","50.0","6","31","19.35","9","20","45.0"
"","Ivan Kozlov","LW","VDO","18.475","66","12","6","7","18","25","97","12.37","0.18","0.09","0.11","0.27","0.38","1.47","11.78","0.18","830.54","12.58","0.87","0.43","0.51","1.3","1.81","7.01","0.85","14.14","13.33","37.09","53.8","7.27","40.45","36","53","7","24","29.17","3","19","15.79","2","54","3.7","26","53","49.06"
"","Kelly Klima","RW","CHI","20.28","58","13","5","7","18","25","94","13.83","0.22","0.09","0.12","0.31","0.43","1.62","11.48","0.2","710.85","12.26","1.1","0.42","0.59","1.52","2.11","7.93","0.97","13.44","13.42","47.7","51.32","-9.17","45.59","31","37","2","7","28.57","4","22","18.18","7","65","10.77","2","13","15.38"
"","Marek Zachar","LW","SHE","19.264","57","14","4","6","18","24","123","11.38","0.25","0.07","0.11","0.32","0.42","2.16","14.58","0.26","771.5","13.54","1.09","0.31","0.47","1.4","1.87","9.57","1.13","14.22","13.3","53.38","51.54","-8.06","46.91","38","43","4","19","21.05","2","25","8.0","8","79","10.13","175","353","49.58"
"","Cameron Askew","RW","CHA/SHA","20.343","63","11","7","6","18","24","145","7.59","0.17","0.11","0.1","0.29","0.38","2.3","12.32","0.2","825.31","13.1","0.8","0.51","0.44","1.31","1.74","10.54","0.9","13.87","13.43","45.15","50.33","1.81","44.44","36","45","7","14","50.0","1","15","6.67","3","116","2.59","163","354","46.05"
"","Declan Smith","C","CAP","19.36","65","10","8","5","18","23","87","11.49","0.15","0.12","0.08","0.28","0.35","1.34","10.9","0.17","693.9","10.68","0.86","0.69","0.43","1.56","1.99","7.52","0.94","12.85","13.17","43.79","50.47","-4.48","41.54","27","38","1","16","6.25","1","8","12.5","8","63","12.7","321","656","48.93"
"","Dylan Seitz","C","MON","18.667","57","10","8","5","18","23","80","12.5","0.18","0.14","0.09","0.32","0.4","1.4","8.51","0.15","617.41","10.83","0.97","0.78","0.49","1.75","2.24","7.77","0.83","12.55","12.87","39.53","50.33","0.79","43.08","28","37","3","12","25.0","1","6","16.67","6","62","9.68","137","284","48.24"
"","Gabriel Denis","C","SHA","16.857","66","10","7","10","17","27","75","13.33","0.15","0.11","0.15","0.26","0.41","1.14","7.5","0.11","824.59","12.49","0.73","0.51","0.73","1.24","1.96","5.46","0.55","13.64","13.33","40.67","50.72","3.39","41.49","39","55","4","13","30.77","3","18","16.67","3","44","6.82","93","165","56.36"
"","Thomas Ethier","LW","BLB","17.928","65","9","8","8","17","25","98","9.18","0.14","0.12","0.12","0.26","0.38","1.51","10.42","0.16","797.26","12.27","0.68","0.6","0.6","1.28","1.88","7.38","0.78","14.05","13.25","57.23","49.93","5.05","61.97","44","27","1","18","5.56","2","16","12.5","6","64","9.38","9","18","50.0"
"","Adam Cheezo","RW","VDO","18.87","52","7","10","8","17","25","60","11.67","0.13","0.19","0.15","0.33","0.48","1.15","5.69","0.11","717.56","13.8","0.59","0.84","0.67","1.42","2.09","5.02","0.48","14.18","13.42","38.31","54.87","-2.63","34.41","32","61","2","8","25.0","0","7","0.0","5","45","11.11","14","30","46.67"
"","Mika Cyr","C","MON","18.174","44","13","4","6","17","23","96","13.54","0.3","0.09","0.14","0.39","0.52","2.18","12.69","0.29","537.1","12.21","1.45","0.45","0.67","1.9","2.57","10.72","1.42","13.78","13.45","45.8","49.4","13.18","55.36","31","25","4","16","25.0","1","23","4.35","8","57","14.04","213","451","47.23"
"","Nicolas Ouellet","LW","VDO","18.683","54","10","7","5","17","22","98","10.2","0.19","0.13","0.09","0.31","0.41","1.81","10.83","0.2","691.86","12.81","0.87","0.61","0.43","1.47","1.91","8.5","0.94","14.42","13.4","39.5","53.38","14.67","50.0","33","33","4","12","33.33","2","17","11.76","4","69","5.8","28","68","41.18"
"","Xavier Parent","C","HAL","16.482","63","11","6","5","17","22","95","11.58","0.17","0.1","0.08","0.27","0.35","1.51","8.9","0.14","691.15","10.97","0.95","0.52","0.43","1.48","1.91","8.25","0.77","13.1","12.76","53.27","47.47","-7.4","49.32","36","37","1","8","12.5","2","14","14.29","8","73","10.96","26","78","33.33"
"","Mathieu Bizier","C","RIM","16.343","64","8","9","4","17","21","52","15.38","0.12","0.14","0.06","0.27","0.33","0.81","7.46","0.12","620.96","9.7","0.77","0.87","0.39","1.64","2.03","5.02","0.72","13.08","12.96","58.78","46.63","0.6","61.22","30","19","2","10","20.0","5","13","38.46","1","29","3.45","276","596","46.31"
"","Brooklyn Kalmikov","LW","CAP","16.403","58","11","6","2","17","19","72","15.28","0.19","0.1","0.03","0.29","0.33","1.24","8.21","0.14","665.94","11.48","0.99","0.54","0.18","1.53","1.71","6.49","0.74","13.23","12.97","44.65","48.88","3.41","47.22","34","38","1","11","9.09","6","16","37.5","4","45","8.89","50","127","39.37"
"","Luke Henman","C","BLB","17.38","61","6","10","10","16","26","70","8.57","0.1","0.16","0.16","0.26","0.43","1.15","6.62","0.11","668.24","10.95","0.54","0.9","0.9","1.44","2.33","6.29","0.59","13.92","13.12","57.1","48.03","5.39","63.64","35","20","4","14","28.57","0","6","0.0","2","50","4.0","326","638","51.1"
"","Brandon Skubel","RW","DRU","17.955","60","11","5","9","16","25","74","14.86","0.18","0.08","0.15","0.27","0.42","1.23","8.5","0.14","658.72","10.98","1.0","0.46","0.82","1.46","2.28","6.74","0.77","13.3","13.31","58.18","47.32","0.88","59.7","40","27","5","13","38.46","2","17","11.76","4","44","9.09","40","93","43.01"
"","Alex-Olivier Voyer","RW","RIM","18.434","55","8","8","7","16","23","94","8.51","0.15","0.15","0.13","0.29","0.42","1.71","8.94","0.16","654.84","11.91","0.73","0.73","0.64","1.47","2.11","8.61","0.82","13.74","13.24","60.75","47.5","1.27","61.67","37","23","0","11","0.0","1","10","10.0","7","73","9.59","62","132","46.97"
"","Felix-Antoine Marcotty","RW","CHI","16.745","59","10","6","7","16","23","79","12.66","0.17","0.1","0.12","0.27","0.39","1.34","5.73","0.1","620.56","10.52","0.97","0.58","0.68","1.55","2.22","7.64","0.55","13.26","13.15","47.08","49.01","20.11","66.67","34","17","3","8","37.5","3","11","27.27","4","60","6.67","44","99","44.44"
"","Mathieu Sevigny","LW","VIC","19.513","41","8","8","6","16","22","83","9.64","0.2","0.2","0.15","0.39","0.54","2.02","9.54","0.23","490.49","11.96","0.98","0.98","0.73","1.96","2.69","10.15","1.17","13.71","13.43","55.24","48.83","4.08","58.82","30","21","2","10","20.0","3","16","18.75","3","57","5.26","83","175","47.43"
"","Justin Ducharme","RW","BAT","17.564","53","10","6","5","16","21","81","12.35","0.19","0.11","0.09","0.3","0.4","1.53","9.44","0.18","558.37","10.54","1.07","0.64","0.54","1.72","2.26","8.7","1.01","13.58","13.22","58.34","48.45","-5.24","54.0","27","23","3","18","16.67","4","13","30.77","3","50","6.0","78","147","53.06"
"","Mathias Laferriere","C","CAP","17.219","67","5","11","5","16","21","89","5.62","0.07","0.16","0.07","0.24","0.31","1.33","9.64","0.14","766.11","11.43","0.39","0.86","0.39","1.25","1.64","6.97","0.76","13.12","13.32","44.52","49.31","-3.59","41.25","33","47","2","9","22.22","0","14","0.0","3","66","4.55","206","472","43.64"
"","Yan Dion","LW","VDO","19.365","64","7","9","4","16","20","66","10.61","0.11","0.14","0.06","0.25","0.31","1.03","6.78","0.11","751.59","11.74","0.56","0.72","0.32","1.28","1.6","5.27","0.54","14.3","13.45","37.2","53.1","-2.09","34.62","27","51","0","11","0.0","3","9","33.33","4","46","8.7","173","371","46.63"
"","Charles-Antoine Roy","C","GAT","18.574","66","10","6","4","16","20","56","17.86","0.15","0.09","0.06","0.24","0.3","0.85","5.41","0.08","685.96","10.39","0.87","0.52","0.35","1.4","1.75","4.9","0.47","13.16","13.82","50.63","49.65","6.09","55.56","30","24","4","7","57.14","1","13","7.69","5","36","13.89","53","112","47.32"
"","Mikhail Shestopalov","LW","GAT","17.64","59","4","12","4","16","20","53","7.55","0.07","0.2","0.07","0.27","0.34","0.9","5.59","0.09","632.01","10.71","0.38","1.14","0.38","1.52","1.9","5.03","0.53","14.05","13.52","53.98","51.67","11.9","60.0","30","20","0","3","0.0","0","7","0.0","4","43","9.3","0","4","0.0"
"","Tommy Beaudoin","RW","ROU","18.506","66","11","5","4","16","20","93","11.83","0.17","0.08","0.06","0.24","0.3","1.41","9.36","0.14","724.6","10.98","0.91","0.41","0.33","1.32","1.66","7.7","0.77","13.23","13.54","58.26","46.77","14.5","66.67","40","20","3","11","27.27","3","7","42.86","5","75","6.67","15","27","55.56"
"","Cedric Pare","C","SNB","18.642","60","6","10","4","16","20","94","6.38","0.1","0.17","0.07","0.27","0.33","1.57","9.91","0.17","741.86","12.36","0.49","0.81","0.32","1.29","1.62","7.6","0.8","13.44","13.49","38.86","52.59","10.07","46.43","39","45","1","10","10.0","2","20","10.0","3","64","4.69","534","942","56.69"
"","Isiah Campbell","LW","CAP/SNB","16.772","61","6","10","2","16","18","78","7.69","0.1","0.16","0.03","0.26","0.3","1.28","7.13","0.12","643.57","10.55","0.56","0.93","0.19","1.49","1.68","7.27","0.67","13.04","13.11","41.48","49.22","0.24","45.45","25","30","2","12","16.67","1","8","12.5","3","58","5.17","5","13","38.46"
"","Alex Beaucage","RW","ROU","16.143","56","9","6","13","15","28","103","8.74","0.16","0.11","0.23","0.27","0.5","1.84","7.69","0.14","645.23","11.52","0.84","0.56","1.21","1.39","2.6","9.58","0.71","13.38","13.38","56.15","46.38","19.57","70.59","36","15","0","3","0.0","4","17","23.53","5","83","6.02","1","7","14.29"
"","Vincent Senez","RW","SHA","19.012","48","7","8","7","15","22","97","7.22","0.15","0.17","0.15","0.31","0.46","2.02","10.55","0.22","613.36","12.78","0.68","0.78","0.68","1.47","2.15","9.49","1.03","13.42","13.17","39.48","49.78","3.14","41.79","28","39","3","13","23.08","2","17","11.76","2","67","2.99","15","29","51.72"
"","Shaun Miller","RW","CAP/BLB","18.284","47","5","10","6","15","21","79","6.33","0.11","0.21","0.13","0.32","0.45","1.68","8.57","0.18","576.24","12.26","0.52","1.04","0.62","1.56","2.19","8.23","0.89","13.09","13.05","49.87","49.61","1.01","50.0","28","28","1","11","9.09","0","9","0.0","4","59","6.78","4","19","21.05"
"","Zachary Lavigne","LW","CHI","18.848","44","10","5","6","15","21","70","14.29","0.23","0.11","0.14","0.34","0.48","1.59","10.18","0.23","576.81","13.11","1.04","0.52","0.62","1.56","2.18","7.28","1.06","13.89","13.86","49.99","51.93","11.74","54.24","32","27","6","15","40.0","0","12","0.0","4","43","9.3","8","28","28.57"
"","Dawson Mercer","RW","DRU","15.885","61","9","6","5","15","20","69","13.04","0.15","0.1","0.08","0.25","0.33","1.13","7.5","0.12","647.62","10.62","0.83","0.56","0.46","1.39","1.85","6.39","0.7","13.68","13.35","57.31","50.01","-1.75","57.81","37","27","1","12","8.33","2","15","13.33","6","42","14.29","6","12","50.0"
"","Sam King","LW","CHA","19.349","68","9","6","5","15","20","90","10.0","0.13","0.09","0.07","0.22","0.29","1.32","10.03","0.15","764.25","11.24","0.71","0.47","0.39","1.18","1.57","7.07","0.79","13.52","13.11","51.37","47.91","-10.53","43.28","29","38","3","10","30.0","1","21","4.76","5","59","8.47","22","47","46.81"
"","Andrew Coxhead","C","QUE","17.43","68","8","7","5","15","20","93","8.6","0.12","0.1","0.07","0.22","0.29","1.37","7.97","0.12","697.49","10.26","0.69","0.6","0.43","1.29","1.72","8.0","0.69","13.09","13.13","51.61","51.28","8.29","56.86","29","22","4","13","30.77","1","14","7.14","3","66","4.55","335","630","53.17"
"","Kevin Gilbert","RW","SHE","19.48","57","6","9","1","15","16","93","6.45","0.11","0.16","0.02","0.26","0.28","1.63","8.67","0.15","619.49","10.87","0.58","0.87","0.1","1.45","1.55","9.01","0.84","13.53","13.08","52.6","52.48","-10.9","43.14","22","29","4","16","25.0","1","17","5.88","1","60","1.67","5","10","50.0"
"","Alexandre Landreville","C","GAT","20.395","68","9","5","10","14","24","73","12.33","0.13","0.07","0.15","0.21","0.35","1.07","7.42","0.11","785.38","11.55","0.69","0.38","0.76","1.07","1.83","5.58","0.57","13.49","13.46","53.01","52.06","-7.45","45.59","31","37","4","8","50.0","1","11","9.09","4","54","7.41","457","865","52.83"
"","Anthony Beauchamp","RW","GAT","18.897","65","8","6","7","14","21","103","7.77","0.12","0.09","0.11","0.22","0.32","1.58","8.41","0.13","768.86","11.83","0.62","0.47","0.55","1.09","1.64","8.04","0.66","13.06","13.09","51.3","50.01","1.78","53.23","33","29","3","8","37.5","1","13","7.69","4","82","4.88","11","41","26.83"
"","Anthony Boucher","C","SNB","19.226","68","10","4","7","14","21","97","10.31","0.15","0.06","0.1","0.21","0.31","1.43","8.84","0.13","837.51","12.32","0.72","0.29","0.5","1.0","1.5","6.95","0.63","13.36","13.38","38.12","52.3","-0.37","38.54","37","59","1","11","9.09","3","13","23.08","6","73","8.22","230","476","48.32"
"","Luke Kirwan","LW","QUE/BAC","19.979","47","11","3","5","14","19","115","9.57","0.23","0.06","0.11","0.3","0.4","2.45","8.77","0.19","652.94","13.89","1.01","0.28","0.46","1.29","1.75","10.57","0.81","14.15","13.45","49.88","52.03","1.57","49.23","32","33","4","9","44.44","2","9","22.22","5","97","5.15","32","61","52.46"
"","Maxim Mizyurin","C","VDO","19.477","36","10","4","4","14","18","56","17.86","0.28","0.11","0.11","0.39","0.5","1.56","6.96","0.19","498.31","13.84","1.2","0.48","0.48","1.69","2.17","6.74","0.84","14.39","13.39","37.59","53.59","3.82","41.18","21","30","5","11","45.45","0","9","0.0","5","36","13.89","243","491","49.49"
"","Samuel Meisenheimer","RW","CHA/CHI","19.68","56","7","7","4","14","18","83","8.43","0.12","0.12","0.07","0.25","0.32","1.48","11.21","0.2","632.64","11.3","0.66","0.66","0.38","1.33","1.71","7.87","1.06","13.64","13.28","51.01","49.95","5.66","54.0","27","23","2","22","9.09","2","17","11.76","3","44","6.82","14","37","37.84"
"","Vincent Tremblay-Lapalme","RW","CHI","18.506","64","5","9","4","14","18","87","5.75","0.08","0.14","0.06","0.22","0.28","1.36","8.57","0.13","733.68","11.46","0.41","0.74","0.33","1.14","1.47","7.11","0.7","13.37","13.54","48.97","50.14","-5.48","44.78","30","37","5","20","25.0","0","10","0.0","0","57","0.0","268","512","52.34"
"","Brett Budgell","LW","CHA","16.291","32","8","6","3","14","17","51","15.69","0.25","0.19","0.09","0.44","0.53","1.59","6.1","0.19","392.86","12.28","1.22","0.92","0.46","2.14","2.6","7.79","0.93","14.14","13.34","51.71","49.29","15.45","60.0","24","16","2","12","16.67","3","8","37.5","3","31","9.68","10","20","50.0"
"","Nathan Legare","RW","BAC","16.677","62","7","6","10","13","23","80","8.75","0.11","0.1","0.16","0.21","0.37","1.29","7.73","0.12","683.0","11.02","0.61","0.53","0.88","1.14","2.02","7.03","0.68","13.51","13.33","48.04","50.37","7.62","53.03","35","31","4","13","30.77","0","5","0.0","3","62","4.84","22","60","36.67"
"","Felix Lauzon","C","VIC","19.379","38","5","8","6","13","19","56","8.93","0.13","0.21","0.16","0.34","0.5","1.47","5.21","0.14","442.73","11.65","0.68","1.08","0.81","1.76","2.57","7.59","0.71","13.83","13.23","56.55","49.73","-13.32","56.25","27","21","2","6","33.33","1","7","14.29","2","43","4.65","255","417","61.15"
"","Jeremy Michel","LW","VDO","16.373","65","5","8","5","13","18","50","10.0","0.08","0.12","0.08","0.2","0.28","0.77","4.82","0.07","679.64","10.46","0.44","0.71","0.44","1.15","1.59","4.41","0.43","14.18","13.15","36.89","53.13","0.04","35.38","23","42","2","6","33.33","1","9","11.11","2","35","5.71","16","28","57.14"
"","Robbie Burt","LW","SNB","18.3","55","10","3","5","13","18","79","12.66","0.18","0.05","0.09","0.24","0.33","1.44","8.6","0.16","681.61","12.39","0.88","0.26","0.44","1.14","1.58","6.95","0.76","13.51","13.57","39.84","52.42","-14.61","29.11","23","56","2","8","25.0","4","13","30.77","4","58","6.9","17","69","24.64"
"","Anthony Gagnon","RW","GAT/RIM","18.563","67","8","5","5","13","18","101","7.92","0.12","0.07","0.07","0.19","0.27","1.51","7.96","0.12","786.44","11.74","0.61","0.38","0.38","0.99","1.37","7.71","0.61","13.55","13.05","57.91","47.2","-12.81","51.56","33","31","0","8","0.0","4","15","26.67","4","78","5.13","44","97","45.36"
"","Tyler Hylland","LW","CAP","19.404","57","7","6","3","13","16","74","9.46","0.12","0.11","0.05","0.23","0.28","1.3","9.8","0.17","631.34","11.08","0.67","0.57","0.29","1.24","1.52","7.03","0.93","13.15","13.38","45.71","51.22","4.75","46.88","30","34","4","18","22.22","1","9","11.11","2","47","4.26","340","603","56.38"
"","Alexandre Grise","LW","VIC","18.955","59","9","4","1","13","14","75","12.0","0.15","0.07","0.02","0.22","0.24","1.27","6.12","0.1","606.4","10.28","0.89","0.4","0.1","1.29","1.39","7.42","0.61","12.99","13.42","52.66","50.43","-7.63","50.91","28","27","4","7","57.14","2","6","33.33","3","62","4.84","55","117","47.01"
"","Ryan Francis","RW","CAP","15.787","58","6","6","10","12","22","72","8.33","0.1","0.1","0.17","0.21","0.38","1.24","6.3","0.11","668.41","11.52","0.54","0.54","0.9","1.08","1.97","6.46","0.57","13.13","13.19","44.47","48.98","-4.13","40.54","30","44","2","9","22.22","0","10","0.0","4","53","7.55","7","27","25.93"
"","Vincent Milot-Ouellet","RW","CHI","18.859","68","6","6","6","12","18","82","7.32","0.09","0.09","0.09","0.18","0.26","1.21","11.82","0.17","774.37","11.39","0.46","0.46","0.46","0.93","1.39","6.35","0.92","13.11","13.25","45.98","50.98","-13.97","38.03","27","44","4","17","23.53","2","19","10.53","0","46","0.0","30","64","46.88"
"","Alex Plamondon","C","SHA","17.922","58","9","3","5","12","17","59","15.25","0.16","0.05","0.09","0.21","0.29","1.02","5.81","0.1","572.77","9.88","0.94","0.31","0.52","1.26","1.78","6.18","0.61","13.06","12.92","38.16","50.19","4.97","42.86","21","28","3","10","30.0","3","10","30.0","3","39","7.69","105","277","37.91"
"","Christopher Benoit","C","BAC","18.295","68","7","5","4","12","16","75","9.33","0.1","0.07","0.06","0.18","0.24","1.1","7.99","0.12","702.65","10.33","0.6","0.43","0.34","1.02","1.37","6.4","0.68","12.82","13.18","44.6","52.12","-19.54","32.31","21","44","1","13","7.69","2","14","14.29","4","48","8.33","440","873","50.4"
"","Shawn Element","RW","BAC","17.397","62","5","7","3","12","15","86","5.81","0.08","0.11","0.05","0.19","0.24","1.39","6.9","0.11","657.43","10.6","0.46","0.64","0.27","1.1","1.37","7.85","0.63","12.89","13.14","44.1","51.7","-19.47","34.48","20","38","3","12","25.0","1","8","12.5","1","66","1.52","33","73","45.21"
"","Samuel Houde","C","CHI","17.523","54","8","4","3","12","15","69","11.59","0.15","0.07","0.06","0.22","0.28","1.28","6.67","0.12","623.25","11.54","0.77","0.39","0.29","1.16","1.44","6.64","0.64","13.42","13.25","48.58","51.34","-3.07","43.64","24","31","3","10","30.0","0","7","0.0","5","52","9.62","241","494","48.79"
"","Isaiah Gallo-Demetris","C","BAC","18.522","50","6","6","2","12","14","38","15.79","0.12","0.12","0.04","0.24","0.28","0.76","4.73","0.09","480.35","9.61","0.75","0.75","0.25","1.5","1.75","4.75","0.59","13.36","12.99","48.05","50.54","-1.79","45.24","19","23","3","6","50.0","1","8","12.5","2","24","8.33","151","304","49.67"
"","Jeffrey Durocher","LW","GAT","18.673","63","7","4","11","11","22","58","12.07","0.11","0.06","0.17","0.17","0.35","0.92","7.57","0.12","726.09","11.53","0.58","0.33","0.91","0.91","1.82","4.79","0.63","13.44","13.52","52.8","53.58","-6.21","46.88","30","34","0","7","0.0","4","17","23.53","3","34","8.82","179","372","48.12"
"","Vincent Marleau","C","ROU","18.199","67","5","6","6","11","17","66","7.58","0.07","0.09","0.09","0.16","0.25","0.99","6.07","0.09","711.19","10.61","0.42","0.51","0.51","0.93","1.43","5.57","0.51","12.86","13.32","54.92","48.52","-16.03","43.33","26","34","0","9","0.0","3","9","33.33","2","48","4.17","274","576","47.57"
"","Samuel Blier","LW","SHA","20.258","57","8","3","5","11","16","76","10.53","0.14","0.05","0.09","0.19","0.28","1.33","8.13","0.14","661.72","11.61","0.73","0.27","0.45","1.0","1.45","6.89","0.74","13.51","13.21","39.46","52.26","-14.92","27.94","19","49","1","9","11.11","2","14","14.29","5","53","9.43","82","160","51.25"
"","Joel Bishop","LW","HAL","18.36","53","5","6","5","11","16","65","7.69","0.09","0.11","0.09","0.21","0.3","1.23","8.69","0.16","555.11","10.47","0.54","0.65","0.54","1.19","1.73","7.03","0.94","12.89","12.82","52.34","46.59","-12.64","49.06","26","27","3","17","17.65","1","13","7.69","1","35","2.86","167","400","41.75"
"","Olivier Mathieu","LW","QUE","17.555","66","5","6","4","11","15","50","10.0","0.08","0.09","0.06","0.17","0.23","0.76","6.26","0.09","614.97","9.32","0.49","0.59","0.39","1.07","1.46","4.88","0.61","12.91","13.07","50.16","50.65","-11.47","40.91","18","26","0","8","0.0","3","12","25.0","2","30","6.67","2","9","22.22"
