,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Chris Terry,LW,STJ/LAV,55.882999999999996,120,62,50,27,112,139,407,30.54,1.04,0.8400000000000001,0.45,1.8599999999999999,2.32,6.779999999999999
1,Kenny Agostino,LW,CHI/PRO,49.756,129,40,48,48,88,136,354,22.97,0.62,0.74,0.75,1.3599999999999999,2.11,5.49
2,Phil Varone,C,BNG/LV,52.565,139,38,51,32,89,121,282,26.66,0.54,0.74,0.44999999999999996,1.28,1.73,4.05
3,Ben Street,C,GR,60.17700000000001,135,46,41,33,87,120,406,22.700000000000003,0.69,0.61,0.48,1.31,1.78,6.05
4,Chris Mueller,C,TUC/TOR,62.06,141,38,49,32,87,119,279,27.85,0.54,0.71,0.45999999999999996,1.25,1.7,3.94
5,Travis Morin,C,TEX,66.369,147,31,53,32,84,116,310,20.419999999999998,0.42,0.72,0.43,1.1400000000000001,1.57,4.21
6,Cal O'Reilly,C,TOR/RCH/IA,60.921,137,24,54,36,78,114,195,24.87,0.35,0.8,0.52,1.15,1.6600000000000001,2.88
7,Cole Schneider,LW,RCH/HFD,53.113,147,40,47,26,87,113,348,22.94,0.55,0.65,0.35,1.19,1.55,4.74
8,Chris Bourque,LW,HER,62.257000000000005,140,35,42,36,77,113,412,17.04,0.51,0.59,0.53,1.0899999999999999,1.62,5.890000000000001
9,Matt Taormina,D,SYR/LAV,60.811,133,19,53,40,72,112,303,11.53,0.27,0.8,0.6000000000000001,1.08,1.69,4.51
10,Travis Boyd,C,HER,47.007000000000005,137,31,41,38,72,110,260,24.36,0.45999999999999996,0.5900000000000001,0.56,1.04,1.6,3.9000000000000004
11,Curtis Valk,C,UTI/SPR,48.201,148,36,36,36,72,108,312,23.21,0.48,0.49,0.49,0.97,1.46,4.21
12,Eric Tangradi,LW,GR,56.19,128,48,39,21,87,108,371,25.77,0.73,0.6100000000000001,0.33,1.35,1.67,5.68
13,T.J. Brennan,D,LV,55.905,139,35,34,36,69,105,380,18.240000000000002,0.5,0.49,0.51,0.99,1.5,5.449999999999999
14,Matt Lorito,LW,GR,53.409,120,45,40,20,85,105,340,27.27,0.75,0.66,0.33,1.4100000000000001,1.75,5.6899999999999995
15,Greg Carey,LW,LV,53.896,146,59,28,17,87,104,414,28.839999999999996,0.81,0.38,0.22999999999999998,1.19,1.43,5.66
16,Jordan Szwarz,RW,PRO,51.68299999999999,117,43,35,24,78,102,241,36.39,0.74,0.61,0.4,1.35,1.75,4.24
17,Kalle Kossila,LW,SD,47.845,120,35,36,31,71,102,317,22.23,0.6,0.61,0.52,1.21,1.72,5.31
18,Teemu Pulkkinen,LW,IA/CHI,50.407000000000004,122,47,39,15,86,101,364,25.52,0.77,0.63,0.24,1.4,1.6400000000000001,6.0600000000000005
19,Lucas Wallmark,C,CHA,43.059,112,41,40,20,81,101,233,35.28,0.74,0.79,0.37,1.53,1.91,4.17
20,Andrew Poturalski,C,CHA,46.339,150,41,38,22,79,101,303,27.17,0.55,0.51,0.3,1.06,1.3399999999999999,4.04
21,Andreas Johnsson,LW,TOR,44.636,129,46,35,20,81,101,270,34.19,0.75,0.55,0.32,1.31,1.63,4.28
22,T.J. Tynan,C,CLE/CHI,50.111999999999995,142,27,44,30,71,101,226,23.89,0.38,0.62,0.42000000000000004,1.01,1.43,3.18
23,Wade Megan,C,CHI,53.303999999999995,136,44,35,20,79,99,371,23.220000000000002,0.62,0.51,0.29000000000000004,1.14,1.42,5.470000000000001
24,Daniel O'Regan,C,SJ/RCH/SJ,46.251,112,36,45,17,81,98,277,25.779999999999998,0.64,0.8,0.31,1.42,1.74,5.0
25,Andrew Agozzino,LW,CHI/SA,52.400999999999996,143,41,36,21,77,98,317,25.84,0.5700000000000001,0.51,0.29000000000000004,1.08,1.37,4.43
26,T.J. Hensick,C,ONT,62.531,127,27,42,28,69,97,252,21.31,0.42,0.66,0.44,1.0899999999999999,1.53,3.9400000000000004
27,Corey Tropp,RW,SD,55.287000000000006,112,38,41,18,79,97,203,37.36,0.68,0.73,0.32999999999999996,1.4100000000000001,1.73,3.6399999999999997
28,Carter Camper,C,ALB/TUC/CLE,57.389,115,22,44,30,66,96,244,17.15,0.37,0.74,0.54,1.11,1.6400000000000001,4.26
29,Bracken Kearns,C,BRI/BNG,71.692,141,37,28,29,65,94,261,27.97,0.52,0.4,0.41000000000000003,0.9199999999999999,1.33,3.6799999999999997
30,Kerby Rychel,LW,TOR/TOR/LAV,44.882999999999996,144,37,32,25,69,94,337,22.11,0.51,0.44,0.33999999999999997,0.96,1.2999999999999998,4.67
31,Andrew Miller,RW,CHA,56.983999999999995,110,26,48,19,74,93,177,29.310000000000002,0.47000000000000003,0.8700000000000001,0.35,1.35,1.7,3.2199999999999998
32,Chris Conner,LW,LV,66.463,135,39,35,19,74,93,216,35.97,0.5700000000000001,0.51,0.28,1.09,1.37,3.19
33,Austin Czarnik,C,PRO,48.519000000000005,86,31,37,24,68,92,206,29.78,0.66,0.87,0.5900000000000001,1.54,2.13,4.44
34,Trevor Smith,C,MIL,64.201,140,31,34,27,65,92,250,25.6,0.45,0.48,0.39,0.9199999999999999,1.31,3.5599999999999996
35,Frederick Gaudreau,RW,MIL,47.751999999999995,120,47,27,17,74,91,258,36.43,0.79,0.45,0.29000000000000004,1.24,1.53,4.34
36,Wayne Simpson,RW,PRO/HER,54.646,152,30,37,24,67,91,261,23.0,0.39,0.49,0.31,0.88,1.19,3.4299999999999997
37,Sam Anas,RW,IA,47.582,136,38,28,23,66,89,253,29.0,0.55,0.41,0.32999999999999996,0.96,1.29,3.7
38,Alexandre Grenier,RW,UTI/SPR,51.059,141,37,33,19,70,89,305,24.25,0.53,0.47000000000000003,0.28,0.99,1.26,4.32
39,Valentin Zykov,RW,CHA,43.678000000000004,129,49,15,24,64,88,227,43.370000000000005,0.76,0.24000000000000002,0.38,1.0,1.38,3.52
40,Kevin Porter,C,WBS/RCH,62.027,135,28,34,26,62,88,253,22.15,0.42000000000000004,0.5,0.39,0.9199999999999999,1.31,3.75
