"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Kyle Capobianco","D","TUC","20.091","49","2","19","9","21","30","77","2.6","0.04","0.39","0.18","0.43","0.61","1.57"
"","Cole Bardreau","RW","LV","24.151","45","11","10","9","21","30","74","14.86","0.24","0.22","0.2","0.47","0.67","1.64"
"","Sebastian Aho","D","BRI","21.577","40","9","12","8","21","29","94","9.57","0.23","0.3","0.2","0.53","0.72","2.35"
"","Joe Blandisi","C","SD/BNG","23.163","46","8","13","8","21","29","65","12.31","0.17","0.28","0.17","0.46","0.63","1.41"
"","Tyler Gaudet","C","TUC/MIL","24.45","69","13","8","7","21","28","110","11.82","0.19","0.12","0.1","0.3","0.41","1.59"
"","Peter Stoykewych","D","MB","25.172","70","9","12","6","21","27","119","7.56","0.13","0.17","0.09","0.3","0.39","1.7"
"","Nick Paul","LW","BEL","22.492","54","14","7","6","21","27","110","12.73","0.26","0.13","0.11","0.39","0.5","2.04"
"","Kevin Lynch","C","SYR","26.399","57","14","7","5","21","26","103","13.59","0.25","0.12","0.09","0.37","0.46","1.81"
"","Adam Erne","LW","SYR","22.407","41","12","9","5","21","26","78","15.38","0.29","0.22","0.12","0.51","0.63","1.9"
"","Zach Senyshyn","RW","PRO","20.463","66","12","9","5","21","26","114","10.53","0.18","0.14","0.08","0.32","0.39","1.73"
"","John McCarthy","LW","SJ","31.103","56","10","11","5","21","26","114","8.77","0.18","0.2","0.09","0.38","0.46","2.04"
"","Julien Gauthier","RW","CHA","19.918","65","16","5","4","21","25","112","14.29","0.25","0.08","0.06","0.32","0.38","1.72"
"","David Gust","RW","BAK","23.565","53","13","8","3","21","24","116","11.21","0.25","0.15","0.06","0.4","0.45","2.19"
"","Sean Malone","C","RCH","22.38","73","12","9","1","21","22","100","12.0","0.16","0.12","0.01","0.29","0.3","1.37"
"","Mat Bodie","D","SYR","27.527","74","6","14","17","20","37","103","5.83","0.08","0.19","0.23","0.27","0.5","1.39"
"","Adam Clendening","D","TUC/RFD","24.888","59","5","15","15","20","35","128","3.91","0.08","0.25","0.25","0.34","0.59","2.17"
"","Stuart Percy","D","RCH","24.329","67","7","13","14","20","34","104","6.73","0.1","0.19","0.21","0.3","0.51","1.55"
"","Nikolay Goldobin","LW","UTI","21.942","30","9","11","11","20","31","59","15.25","0.3","0.37","0.37","0.67","1.03","1.97"
"","Adam Johnson","LW","WBS","23.234","70","11","9","11","20","31","119","9.24","0.16","0.13","0.16","0.29","0.44","1.7"
"","Josh Ho-Sang","RW","BRI","21.649","50","8","12","11","20","31","51","15.69","0.16","0.24","0.22","0.4","0.62","1.02"
"","Zach Aston-Reese","RW","WBS","23.1","41","9","11","9","20","29","78","11.54","0.22","0.27","0.22","0.49","0.71","1.9"
"","Cody Franson","D","RFD","30.106","37","9","11","8","20","28","92","9.78","0.24","0.3","0.22","0.54","0.76","2.49"
"","Ryan Lomberg","C","STK","22.768","57","13","7","8","20","28","119","10.92","0.23","0.12","0.14","0.35","0.49","2.09"
"","Brett Findlay","C","STK","24.923","51","12","8","7","20","27","74","16.22","0.24","0.16","0.14","0.39","0.53","1.45"
"","Stefan Matteau","C","CHI","23.56","60","15","5","7","20","27","112","13.39","0.25","0.08","0.12","0.33","0.45","1.87"
"","Conor Garland","RW","TUC","21.514","55","8","12","7","20","27","114","7.02","0.15","0.22","0.13","0.36","0.49","2.07"
"","Lane Pederson","F","TUC","20.115","63","12","8","6","20","26","77","15.58","0.19","0.13","0.1","0.32","0.41","1.22"
"","Mark McNeill","C","MIL/TEX","24.562","49","14","6","5","20","25","80","17.5","0.29","0.12","0.1","0.41","0.51","1.63"
"","Jeremy Gregoire","C","LAV","22.029","63","12","8","5","20","25","119","10.08","0.19","0.13","0.08","0.32","0.4","1.89"
"","Michael Dal Colle","LW","BRI","21.238","60","7","13","4","20","24","108","6.48","0.12","0.22","0.07","0.33","0.4","1.8"
"","Landon Ferraro","C","IA","26.106","50","11","9","3","20","23","98","11.22","0.22","0.18","0.06","0.4","0.46","1.96"
"","Tyler Wotherspoon","D","STK","24.512","67","7","12","18","19","37","112","6.25","0.1","0.18","0.27","0.28","0.55","1.67"
"","Chase De Leo","LW","MB","21.892","69","12","7","16","19","35","166","7.23","0.17","0.1","0.23","0.28","0.51","2.41"
"","Andy Welinski","D","SD","24.387","51","10","9","15","19","34","116","8.62","0.2","0.18","0.29","0.37","0.67","2.27"
"","Colby Cave","C","PRO","22.722","72","11","8","14","19","33","129","8.53","0.15","0.11","0.19","0.26","0.46","1.79"
"","Robbie Russo","D","GR","24.581","75","9","10","13","19","32","142","6.34","0.12","0.13","0.17","0.25","0.43","1.89"
"","Gavin Bayreuther","D","TEX","23.346","71","7","12","13","19","32","112","6.25","0.1","0.17","0.18","0.27","0.45","1.58"
"","Luke Johnson","C","RFD","22.99","73","13","6","11","19","30","161","8.07","0.18","0.08","0.15","0.26","0.41","2.21"
"","Andreas Martinsen","LW","RFD","27.259","64","12","7","9","19","28","134","8.96","0.19","0.11","0.14","0.3","0.44","2.09"
"","Jason Garrison","D","CHI","32.838","58","8","11","9","19","28","96","8.33","0.14","0.19","0.16","0.33","0.48","1.66"
"","Max McCormick","LW","BEL","25.375","49","8","11","8","19","27","111","7.21","0.16","0.22","0.16","0.39","0.55","2.27"
"","Michael Carcone","LW","UTI","21.326","68","15","4","8","19","27","147","10.2","0.22","0.06","0.12","0.28","0.4","2.16"
"","Eric Gelinas","D","LAV","26.358","64","13","6","7","19","26","164","7.93","0.2","0.09","0.11","0.3","0.41","2.56"
"","Zac Dalpe","C","CLE","27.872","35","11","8","7","19","26","141","7.8","0.31","0.23","0.2","0.54","0.74","4.03"
"","Tomas Jurco","LW","RFD","24.715","36","13","6","6","19","25","125","10.4","0.36","0.17","0.17","0.53","0.69","3.47"
"","Brett Sterling","LW","CHI","33.394","45","15","4","6","19","25","84","17.86","0.33","0.09","0.13","0.42","0.56","1.87"
"","Colin McDonald","RW","LV","32.959","56","8","11","6","19","25","85","9.41","0.14","0.2","0.11","0.34","0.45","1.52"
"","Michael McCarron","C","LAV","22.527","54","7","12","5","19","24","107","6.54","0.13","0.22","0.09","0.35","0.44","1.98"
"","Viktor Loov","D","IA/BNG","24.83","60","5","14","5","19","24","58","8.62","0.08","0.23","0.08","0.32","0.4","0.97"
"","Dennis Yan","LW","SYR","20.422","43","13","6","4","19","23","66","19.7","0.3","0.14","0.09","0.44","0.53","1.53"
"","Mathias Bau","LW","HER","24.203","58","13","6","4","19","23","85","15.29","0.22","0.1","0.07","0.33","0.4","1.47"
"","Joseph Cramarossa","LW","WBS/STK","24.888","65","9","10","3","19","22","58","15.52","0.14","0.15","0.05","0.29","0.34","0.89"
"","Devon Toews","D","BRI","23.565","30","8","11","3","19","22","95","8.42","0.27","0.37","0.1","0.63","0.73","3.17"
"","Scott Eansor","C","BRI","21.701","59","16","3","3","19","22","116","13.79","0.27","0.05","0.05","0.32","0.37","1.97"
"","Kyle Baun","RW","TOR/LAV","25.367","71","5","14","3","19","22","101","4.95","0.07","0.2","0.04","0.27","0.31","1.42"
"","Corey Elkins","C","GR","32.559","76","9","10","1","19","20","69","13.04","0.12","0.13","0.01","0.25","0.26","0.91"
"","Kevin Czuczman","D","WBS","26.684","71","4","14","17","18","35","146","2.74","0.06","0.2","0.24","0.25","0.49","2.06"
"","Zach Palmquist","D","IA","26.769","67","6","12","16","18","34","100","6.0","0.09","0.18","0.24","0.27","0.51","1.49"
"","Cameron Schilling","D","MB","28.94","71","6","12","14","18","32","168","3.57","0.08","0.17","0.2","0.25","0.45","2.37"
"","Nikita Scherbak","RW","LAV","21.712","26","7","11","12","18","30","53","13.21","0.27","0.42","0.46","0.69","1.15","2.04"
"","Chris Butler","D","SA","30.886","61","8","10","11","18","29","112","7.14","0.13","0.16","0.18","0.3","0.48","1.84"
"","Aaron Ness","D","HER","27.33","55","4","14","11","18","29","91","4.4","0.07","0.25","0.2","0.33","0.53","1.65"
"","Klim Kostin","RW","SA","18.366","67","6","12","10","18","28","60","10.0","0.09","0.18","0.15","0.27","0.42","0.9"
"","Michael Latta","C","TUC/BNG","26.311","60","7","11","9","18","27","68","10.29","0.12","0.18","0.15","0.3","0.45","1.13"
"","Radim Simek","D","SJ","24.986","67","7","11","9","18","27","128","5.47","0.1","0.16","0.13","0.27","0.4","1.91"
"","Brendan Guhle","D","RCH","20.132","50","8","10","8","18","26","129","6.2","0.16","0.2","0.16","0.36","0.52","2.58"
"","Matt Mangene","D","TEX","28.513","63","7","11","8","18","26","92","7.61","0.11","0.17","0.13","0.29","0.41","1.46"
"","Andrey Pedan","D","WBS","24.203","52","9","9","8","18","26","107","8.41","0.17","0.17","0.15","0.35","0.5","2.06"
"","Maxim Mamin","F","SPR","22.673","32","9","9","7","18","25","69","13.04","0.28","0.28","0.22","0.56","0.78","2.16"
"","Jack Rodewald","RW","BEL","23.584","62","14","4","7","18","25","106","13.21","0.23","0.06","0.11","0.29","0.4","1.71"
"","Ethan Werek","C","BEL","26.276","58","10","8","7","18","25","104","9.62","0.17","0.14","0.12","0.31","0.43","1.79"
"","Erik Condra","RW","SYR","31.111","48","9","9","7","18","25","95","9.47","0.19","0.19","0.15","0.38","0.52","1.98"
"","Kasperi Kapanen","RW","TOR","21.148","28","12","6","6","18","24","68","17.65","0.43","0.21","0.21","0.64","0.86","2.43"
"","Jordan Murray","D","BEL","24.745","58","8","10","5","18","23","76","10.53","0.14","0.17","0.09","0.31","0.4","1.31"
"","Jake Bischoff","D","CHI","23.144","69","7","11","5","18","23","102","6.86","0.1","0.16","0.07","0.26","0.33","1.48"
"","Evgeny Svechnikov","RW","GR","20.874","57","7","11","5","18","23","103","6.8","0.12","0.19","0.09","0.32","0.4","1.81"
"","Zach O'Brien","RW","BAK","25.213","43","6","12","5","18","23","65","9.23","0.14","0.28","0.12","0.42","0.53","1.51"
"","Olivier Archambault","LW","SJ/SYR","24.578","41","12","6","5","18","23","49","24.49","0.29","0.15","0.12","0.44","0.56","1.2"
"","Turner Elson","LW","GR","25.005","57","9","9","3","18","21","91","9.89","0.16","0.16","0.05","0.32","0.37","1.6"
"","Ryan Gropp","LW","HFD","20.997","59","14","4","3","18","21","91","15.38","0.24","0.07","0.05","0.31","0.36","1.54"
"","Blake Speers","C","BNG","20.616","62","12","6","1","18","19","115","10.43","0.19","0.1","0.02","0.29","0.31","1.85"
"","Ryan Murphy","D","IA","24.46","48","4","13","11","17","28","89","4.49","0.08","0.27","0.23","0.35","0.58","1.85"
"","Patrick Brown","C","CHA","25.298","68","7","10","10","17","27","117","5.98","0.1","0.15","0.15","0.25","0.4","1.72"
"","John Gilmour","D","HFD","24.332","44","6","11","9","17","26","84","7.14","0.14","0.25","0.2","0.39","0.59","1.91"
"","Sergey Tolchinsky","LW","CHA","22.615","43","7","10","9","17","26","49","14.29","0.16","0.23","0.21","0.4","0.6","1.14"
"","Kyle Burroughs","D","BRI","22.18","75","6","11","8","17","25","169","3.55","0.08","0.15","0.11","0.23","0.33","2.25"
"","Andrew Crescenzi","C","ONT","25.131","57","12","5","7","17","24","70","17.14","0.21","0.09","0.12","0.3","0.42","1.23"
"","Dominik Masin","D","SYR","21.621","72","9","8","7","17","24","89","10.11","0.12","0.11","0.1","0.24","0.33","1.24"
"","Max Reinhart","C","BEL","25.613","67","11","6","6","17","23","92","11.96","0.16","0.09","0.09","0.25","0.34","1.37"
"","Vinnie Hinostroza","C","RFD","23.453","23","9","8","5","17","22","74","12.16","0.39","0.35","0.22","0.74","0.96","3.22"
"","Blake Pietila","LW","BNG","24.567","60","12","5","5","17","22","113","10.62","0.2","0.08","0.08","0.28","0.37","1.88"
"","Cristoval Nieves","C","HFD","23.645","40","8","9","4","17","21","42","19.05","0.2","0.23","0.1","0.42","0.53","1.05"
"","Ben Sexton","RW","BEL","26.278","30","10","7","4","17","21","75","13.33","0.33","0.23","0.13","0.57","0.7","2.5"
"","Alexandre Fortin","LW","RFD","20.553","53","4","13","4","17","21","92","4.35","0.08","0.25","0.08","0.32","0.4","1.74"
"","Bobby Farnham","LW","SPR","28.649","69","11","6","4","17","21","128","8.59","0.16","0.09","0.06","0.25","0.3","1.86"
"","Brett Pollock","LW","STK","21.498","46","10","7","3","17","20","76","13.16","0.22","0.15","0.07","0.37","0.43","1.65"
"","Garnet Hathaway","RW","STK","25.813","18","11","6","2","17","19","41","26.83","0.61","0.33","0.11","0.94","1.06","2.28"
"","Justin Kirkland","LW","MIL","21.12","67","7","10","1","17","18","96","7.29","0.1","0.15","0.01","0.25","0.27","1.43"
"","Ville Pokka","D","RFD/BEL","23.53","69","7","9","17","16","33","118","5.93","0.1","0.13","0.25","0.23","0.48","1.71"
"","Carl Dahlstrom","D","RFD","22.632","64","3","13","12","16","28","98","3.06","0.05","0.2","0.19","0.25","0.44","1.53"
"","Alexandre Carrier","D","MIL","20.937","73","4","12","12","16","28","92","4.35","0.05","0.16","0.16","0.22","0.38","1.26"
"","Axel Holmstrom","C","GR","21.213","66","7","9","10","16","26","66","10.61","0.11","0.14","0.15","0.24","0.39","1.0"
"","Mason Marchment","LW","TOR","22.245","44","11","5","10","16","26","80","13.75","0.25","0.11","0.23","0.36","0.59","1.82"
"","Brennan Menell","D","IA","20.313","72","8","8","9","16","25","71","11.27","0.11","0.11","0.12","0.22","0.35","0.99"
"","Justin Auger","RW","ONT","23.341","65","11","5","9","16","25","114","9.65","0.17","0.08","0.14","0.25","0.38","1.75"
"","Calvin Thurkauf","C","CLE","20.219","75","11","5","8","16","24","101","10.89","0.15","0.07","0.11","0.21","0.32","1.35"
"","Mitch Hults","C","SD","22.84","53","10","6","8","16","24","82","12.2","0.19","0.11","0.15","0.3","0.45","1.55"
"","Tye McGinn","LW","TUC/SYR","27.133","55","10","6","7","16","23","83","12.05","0.18","0.11","0.13","0.29","0.42","1.51"
"","Peter Cehlarik","LW","PRO","22.122","35","11","5","7","16","23","79","13.92","0.31","0.14","0.2","0.46","0.66","2.26"
"","Mario Lucia","LW","IA/BNG","24.058","63","9","7","6","16","22","71","12.68","0.14","0.11","0.1","0.25","0.35","1.13"
"","Thomas DiPauli","C","WBS","23.382","58","12","4","4","16","20","105","11.43","0.21","0.07","0.07","0.28","0.34","1.81"
"","Tyrell Goulbourne","LW","LV","23.636","63","8","8","3","16","19","59","13.56","0.13","0.13","0.05","0.25","0.3","0.94"
"","Joe Gambardella","C","BAK","23.776","50","13","3","3","16","19","68","19.12","0.26","0.06","0.06","0.32","0.38","1.36"
"","Daniel Carr","LW","LAV","25.873","20","11","5","3","16","19","58","18.97","0.55","0.25","0.15","0.8","0.95","2.9"
"","Justin Scott","C","CLE","22.092","73","6","10","2","16","18","112","5.36","0.08","0.14","0.03","0.22","0.25","1.53"
"","Nathan Bastian","F","BNG","19.776","68","10","6","2","16","18","94","10.64","0.15","0.09","0.03","0.24","0.26","1.38"
"","Felix Girard","C","SA","23.354","76","12","4","2","16","18","121","9.92","0.16","0.05","0.03","0.21","0.24","1.59"
"","Tage Thompson","C","SA","19.877","30","8","8","2","16","18","84","9.52","0.27","0.27","0.07","0.53","0.6","2.8"
"","Mitchell Vande Sompel","D","BRI","20.592","58","7","8","14","15","29","99","7.07","0.12","0.14","0.24","0.26","0.5","1.71"
"","Andrew Nielsen","D","TOR","20.838","65","6","9","11","15","26","93","6.45","0.09","0.14","0.17","0.23","0.4","1.43"
"","Viktor Svedberg","D","RFD","26.314","73","6","9","9","15","24","119","5.04","0.08","0.12","0.12","0.21","0.33","1.63"
"","Frederic Allard","D","MIL","19.718","55","8","7","9","15","24","84","9.52","0.15","0.13","0.16","0.27","0.44","1.53"
"","Grayson Downing","C","BAK","25.411","48","4","11","8","15","23","84","4.76","0.08","0.23","0.17","0.31","0.48","1.75"
"","Jordan Schmaltz","D","SA","23.938","31","5","10","8","15","23","57","8.77","0.16","0.32","0.26","0.48","0.74","1.84"
"","Brady Austin","D","CLE","24.25","65","6","9","8","15","23","107","5.61","0.09","0.14","0.12","0.23","0.35","1.65"
"","Sam Vigneault","C","CLE","22.024","56","9","6","7","15","22","56","16.07","0.16","0.11","0.12","0.27","0.39","1.0"
"","Nathan Walker","LW","HER","23.603","40","9","6","7","15","22","66","13.64","0.23","0.15","0.17","0.38","0.55","1.65"
"","Calle Rosen","D","TOR","23.617","62","4","11","7","15","22","159","2.52","0.06","0.18","0.11","0.24","0.35","2.56"
"","Gabriel Dumont","C","SYR","26.944","18","5","10","6","15","21","46","10.87","0.28","0.56","0.33","0.83","1.17","2.56"
"","Alexis D'Aoust","RW","UTI","21.452","57","10","5","6","15","21","91","10.99","0.18","0.09","0.11","0.26","0.37","1.6"
"","David Warsofsky","D","SA","27.297","47","4","11","5","15","20","147","2.72","0.09","0.23","0.11","0.32","0.43","3.13"
"","Adam Comrie","D","LV/UTI","27.127","51","8","7","5","15","20","85","9.41","0.16","0.14","0.1","0.29","0.39","1.67"
"","Tanner Kero","C","RFD","25.145","36","8","7","5","15","20","74","10.81","0.22","0.19","0.14","0.42","0.56","2.06"
"","Luke Kunin","C","IA","19.781","36","10","5","4","15","19","77","12.99","0.28","0.14","0.11","0.42","0.53","2.14"
"","Will O'Neill","D","LV","29.383","59","6","9","4","15","19","103","5.83","0.1","0.15","0.07","0.25","0.32","1.75"
"","Nicholas Baptiste","RW","RCH","22.117","36","7","8","3","15","18","87","8.05","0.19","0.22","0.08","0.42","0.5","2.42"
"","David Kampf","RW","RFD","22.675","33","7","8","3","15","18","69","10.14","0.21","0.24","0.09","0.45","0.55","2.09"
"","Marcus Sorensen","LW","SJ","25.441","23","7","8","3","15","18","43","16.28","0.3","0.35","0.13","0.65","0.78","1.87"
"","Justin Holl","D","TOR","25.627","60","7","7","14","14","28","125","5.6","0.12","0.12","0.23","0.23","0.47","2.08"
"","Jacob Middleton","D","SJ","21.703","67","6","8","14","14","28","114","5.26","0.09","0.12","0.21","0.21","0.42","1.7"
"","Lucas Johansen","D","HER","19.831","74","6","8","13","14","27","86","6.98","0.08","0.11","0.18","0.19","0.36","1.16"
"","Cole Cassels","C","UTI","22.369","69","7","7","12","14","26","92","7.61","0.1","0.1","0.17","0.2","0.38","1.33"
"","Cam Darcy","C","UTI","23.541","46","6","8","10","14","24","73","8.22","0.13","0.17","0.22","0.3","0.52","1.59"
"","Alex Lintuniemi","D","ONT","21.98","64","4","10","10","14","24","94","4.26","0.06","0.16","0.16","0.22","0.38","1.47"
"","Roland McKeown","D","CHA","21.654","65","7","7","9","14","23","96","7.29","0.11","0.11","0.14","0.22","0.35","1.48"
"","Tobias Lindberg","RW","CHI","22.152","64","10","4","9","14","23","104","9.62","0.16","0.06","0.14","0.22","0.36","1.62"
"","Wacey Hamilton","C","UTI","27.015","45","4","10","8","14","22","64","6.25","0.09","0.22","0.18","0.31","0.49","1.42"
"","Zach Sill","C","HER","29.312","76","7","7","8","14","22","90","7.78","0.09","0.09","0.11","0.18","0.29","1.18"
"","Jordan Boucher","LW","LAV","23.565","70","10","4","8","14","22","100","10.0","0.14","0.06","0.11","0.2","0.31","1.43"
"","Ben Holmstrom","C","BRI","30.437","76","11","3","7","14","21","126","8.73","0.14","0.04","0.09","0.18","0.28","1.66"
"","Ryan Horvat","LW","SPR","24.597","57","4","10","7","14","21","90","4.44","0.07","0.18","0.12","0.25","0.37","1.58"
"","Rourke Chartier","C","SJ","21.452","28","7","7","7","14","21","74","9.46","0.25","0.25","0.25","0.5","0.75","2.64"
"","Cody Goloubef","D","STK","27.792","46","8","6","6","14","20","99","8.08","0.17","0.13","0.13","0.3","0.43","2.15"
"","Spencer Abbott","RW","SD","29.378","17","6","8","6","14","20","29","20.69","0.35","0.47","0.35","0.82","1.18","1.71"
"","Steven Fogarty","C","HFD","24.408","63","9","5","6","14","20","94","9.57","0.14","0.08","0.1","0.22","0.32","1.49"
"","Matheson Iacopelli","LW","RFD","23.338","50","11","3","5","14","19","109","10.09","0.22","0.06","0.1","0.28","0.38","2.18"
"","Adam Brooks","C","TOR","21.361","57","8","6","5","14","19","69","11.59","0.14","0.11","0.09","0.25","0.33","1.21"
"","Jeremy Langlois","C","HER","27.289","52","6","8","5","14","19","78","7.69","0.12","0.15","0.1","0.27","0.37","1.5"
"","Jarrett Burton","C","WBS","26.711","52","9","5","5","14","19","47","19.15","0.17","0.1","0.1","0.27","0.37","0.9"
"","Tom Kostopoulos","RW","WBS","38.643","31","5","9","5","14","19","41","12.2","0.16","0.29","0.16","0.45","0.61","1.32"
"","Brendan Ranford","LW","SA","25.369","57","4","10","5","14","19","92","4.35","0.07","0.18","0.09","0.25","0.33","1.61"
"","John Stevens","C","BRI","23.415","68","7","7","5","14","19","84","8.33","0.1","0.1","0.07","0.21","0.28","1.24"
"","Eric Cornel","RW","RCH","21.43","61","9","5","4","14","18","86","10.47","0.15","0.08","0.07","0.23","0.3","1.41"
"","Gabriel Fontaine","C","HFD","20.378","68","9","5","4","14","18","75","12.0","0.13","0.07","0.06","0.21","0.26","1.1"
"","Frederik Gauthier","C","TOR","22.391","57","7","7","4","14","18","52","13.46","0.12","0.12","0.07","0.25","0.32","0.91"
"","Connor Jones","C","BRI","27.083","68","8","6","3","14","17","78","10.26","0.12","0.09","0.04","0.21","0.25","1.15"
"","Dylan McIlrath","D","GR","25.405","76","7","7","3","14","17","100","7.0","0.09","0.09","0.04","0.18","0.22","1.32"
"","Tom Parisi","D","LAV","24.17","71","4","10","3","14","17","152","2.63","0.06","0.14","0.04","0.2","0.24","2.14"
"","Nikita Soshnikov","RW","TOR","23.921","19","7","7","3","14","17","58","12.07","0.37","0.37","0.16","0.74","0.89","3.05"
"","Josh Hennessy","C","PRO","32.603","52","10","4","3","14","17","81","12.35","0.19","0.08","0.06","0.27","0.33","1.56"
"","Adam Payerl","RW","PRO","26.536","44","9","5","3","14","17","73","12.33","0.2","0.11","0.07","0.32","0.39","1.66"
"","Austin Wagner","LW","ONT","20.23","50","10","4","3","14","17","69","14.49","0.2","0.08","0.06","0.28","0.34","1.38"
"","Emerson Clark","LW","SJ","24.745","48","9","5","3","14","17","39","23.08","0.19","0.1","0.06","0.29","0.35","0.81"
"","Ryan Hamilton","LW","BAK","32.42","41","6","7","8","13","21","78","7.69","0.15","0.17","0.2","0.32","0.51","1.9"
"","Julius Bergman","D","SJ","21.87","65","10","3","7","13","20","120","8.33","0.15","0.05","0.11","0.2","0.31","1.85"
"","Thomas Schemitsch","D","SPR","20.887","69","10","3","6","13","19","75","13.33","0.14","0.04","0.09","0.19","0.28","1.09"
"","Dakota Mermis","D","TUC","23.694","59","2","11","6","13","19","90","2.22","0.03","0.19","0.1","0.22","0.32","1.53"
"","Guillaume Brisebois","D","UTI","20.154","68","3","10","5","13","18","66","4.55","0.04","0.15","0.07","0.19","0.26","0.97"
"","Rinat Valiev","D","TOR/LAV","22.35","45","6","7","5","13","18","58","10.34","0.13","0.16","0.11","0.29","0.4","1.29"
"","Ethan Bear","D","BAK","20.222","37","6","7","5","13","18","55","10.91","0.16","0.19","0.14","0.35","0.49","1.49"
"","Paul Bittner","LW","CLE","20.863","52","9","4","5","13","18","108","8.33","0.17","0.08","0.1","0.25","0.35","2.08"
"","John Hayden","RW","RFD","22.585","24","5","8","4","13","17","60","8.33","0.21","0.33","0.17","0.54","0.71","2.5"
"","Zach Trotman","D","WBS","27.056","49","7","6","4","13","17","113","6.19","0.14","0.12","0.08","0.27","0.35","2.31"
"","Matt Roy","D","ONT","22.544","49","4","9","4","13","17","95","4.21","0.08","0.18","0.08","0.27","0.35","1.94"
"","Steve Moses","RW","RCH","28.102","29","7","6","3","13","16","62","11.29","0.24","0.21","0.1","0.45","0.55","2.14"
"","Darren Archibald","LW","UTI","27.598","25","7","6","3","13","16","71","9.86","0.28","0.24","0.12","0.52","0.64","2.84"
"","Manuel Wiederer","RW","SJ","20.816","52","9","4","3","13","16","116","7.76","0.17","0.08","0.06","0.25","0.31","2.23"
"","Justin Bailey","RW","RCH","22.21","37","10","3","2","13","15","87","11.49","0.27","0.08","0.05","0.35","0.41","2.35"
"","Cory Conacher","RW","SYR","27.754","18","7","6","2","13","15","46","15.22","0.39","0.33","0.11","0.72","0.83","2.56"
"","Francis Perron","LW","BEL","21.41","44","4","9","2","13","15","61","6.56","0.09","0.2","0.05","0.3","0.34","1.39"
"","Tom Sestito","LW","WBS","29.966","37","6","7","2","13","15","33","18.18","0.16","0.19","0.05","0.35","0.41","0.89"
"","Brandon Bollig","LW","MIL/SJ","30.623","66","11","2","1","13","14","86","12.79","0.17","0.03","0.02","0.2","0.21","1.3"
"","Tim Erixon","D","BNG/SPR","26.585","52","2","10","11","12","23","96","2.08","0.04","0.19","0.21","0.23","0.44","1.85"
"","Zach Leslie","D","ONT/CHI","23.623","53","6","6","10","12","22","87","6.9","0.11","0.11","0.19","0.23","0.42","1.64"
"","Jake Walman","D","BNG/CHI","21.569","59","4","8","8","12","20","147","2.72","0.07","0.14","0.14","0.2","0.34","2.49"
"","Steve Oleksy","D","SD","31.612","54","7","5","8","12","20","53","13.21","0.13","0.09","0.15","0.22","0.37","0.98"
"","Brody Sutter","C","MB","25.972","58","8","4","6","12","18","92","8.7","0.14","0.07","0.1","0.21","0.31","1.59"
"","Paul LaDue","D","ONT","25.024","36","8","4","6","12","18","85","9.41","0.22","0.11","0.17","0.33","0.5","2.36"
"","Mike McMurtry","C","STK","25.279","33","6","6","6","12","18","42","14.29","0.18","0.18","0.18","0.36","0.55","1.27"
"","Jens Looke","RW","TUC","20.43","59","6","6","5","12","17","56","10.71","0.1","0.1","0.08","0.2","0.29","0.95"
"","Ethan Prow","D","WBS","24.827","40","4","8","5","12","17","61","6.56","0.1","0.2","0.12","0.3","0.42","1.52"
"","Daniel Ciampini","LW","BEL","26.807","49","7","5","4","12","16","40","17.5","0.14","0.1","0.08","0.24","0.33","0.82"
"","Yakov Trenin","C","MIL","20.671","44","5","7","4","12","16","75","6.67","0.11","0.16","0.09","0.27","0.36","1.7"
"","Dominik Shine","RW","GR","24.411","58","8","4","4","12","16","85","9.41","0.14","0.07","0.07","0.21","0.28","1.47"
"","Dan DeSalvo","C","HFD","25.528","44","5","7","4","12","16","70","7.14","0.11","0.16","0.09","0.27","0.36","1.59"
"","Braden Christoffer","LW","BAK","23.122","63","6","6","3","12","15","70","8.57","0.1","0.1","0.05","0.19","0.24","1.11"
"","Maxime Lajoie","D","BEL","19.861","56","1","11","3","12","15","64","1.56","0.02","0.2","0.05","0.21","0.27","1.14"
"","Reece Willcox","D","LV","23.491","57","3","9","3","12","15","50","6.0","0.05","0.16","0.05","0.21","0.26","0.88"
"","Denis Malgin","F","SPR","20.658","13","4","8","2","12","14","31","12.9","0.31","0.62","0.15","0.92","1.08","2.38"
"","Garret Ross","LW","RCH","25.306","51","7","5","1","12","13","57","12.28","0.14","0.1","0.02","0.24","0.25","1.12"
"","A.J. Greer","LW","SA","20.753","35","8","4","1","12","13","75","10.67","0.23","0.11","0.03","0.34","0.37","2.14"
"","Iiro Pakarinen","RW","BAK","26.059","18","9","3","1","12","13","56","16.07","0.5","0.17","0.06","0.67","0.72","3.11"
"","Matt Beleskey","LW","PRO/HFD","29.274","35","5","7","0","12","12","60","8.33","0.14","0.2","0.0","0.34","0.34","1.71"
"","Alexander Nylander","RW","RCH","19.54","51","8","3","16","11","27","83","9.64","0.16","0.06","0.31","0.22","0.53","1.63"
"","Brenden Kichton","D","CHA","25.244","63","4","7","13","11","24","102","3.92","0.06","0.11","0.21","0.17","0.38","1.62"
"","Ben Thomas","D","SYR","21.301","72","4","7","11","11","22","115","3.48","0.06","0.1","0.15","0.15","0.31","1.6"
