,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO
0,Waterloo Black Hawks,120,75,113.91,406,307,99,109.25,3945,3277,668,19.770000000000003,1.819,201.70999999999998
1,Fargo Force,120,68,117.7,396,277,119,109.34,3896,3232,664,19.29,1.835,202.83999999999997
2,Chicago Steel,120,63,108.50999999999999,412,354,58,102.02,3671,3532,139,21.5,1.8090000000000002,202.39999999999998
3,Muskegon Lumberjacks,120,63,104.06,387,360,27,105.01,3867,3496,371,19.04,1.801,199.17000000000002
4,Team USA,120,61,101.72,456,422,34,98.01,3541,3672,-131,24.65,1.775,202.14999999999998
5,Lincoln Stars,120,60,104.87,361,327,34,102.91999999999999,3766,3547,219,18.54,1.819,200.45
6,Dubuque Fighting Saints,120,60,103.64,378,352,26,107.57,3650,3133,517,20.259999999999998,1.783,198.53
7,Green Bay Gamblers,120,59,104.61,340,311,29,104.66,3663,3336,327,17.88,1.822,200.11
8,Youngstown Phantoms,120,58,102.27,332,321,11,99.03,3327,3425,-98,19.23,1.8209999999999997,201.4
9,Sioux City Musketeers,120,56,102.92,328,316,12,102.68,3725,3539,186,16.41,1.83,199.4
10,Omaha Lancers,120,54,99.71000000000001,344,352,-8,99.71,3451,3466,-15,19.03,1.808,199.82
11,Des Moines Buccaneers,120,50,95.58,316,347,-31,97.82,3350,3503,-153,18.04,1.811,199.12
12,Sioux Falls Stampede,120,49,98.43,352,363,-11,91.16999999999999,3471,4146,-675,19.58,1.835,203.02
13,Tri-City Storm,120,46,92.75,286,331,-45,95.74000000000001,3234,3522,-288,17.15,1.82,199.21
14,Madison Capitols,120,44,86.66,316,410,-94,85.97999999999999,3239,4299,-1060,18.66,1.8170000000000002,200.39
15,Cedar Rapids RoughRiders,120,34,79.55000000000001,284,423,-139,91.46000000000001,3220,3810,-590,16.64,1.786,195.25
16,Bloomington Thunder,60,23,45.96,148,174,-26,51.43,1831,1729,102,7.93,0.905,98.44
17,Central Illinois Flying Aces,60,12,38.5,159,254,-95,47.48,1725,1908,-183,9.01,0.871,96.15
