,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Filip Suchy,C,OMA,38.437,101,46,29,23,75,98,255,35.69,0.8899999999999999,0.5599999999999999,0.44999999999999996,1.45,1.9,4.96
1,Anthony Del Gaizo,C,MUS,38.246,117,51,24,21,75,96,272,34.230000000000004,0.8600000000000001,0.4,0.36,1.27,1.6199999999999999,4.62
2,Quinn Preston,RW,DBQ,38.805,115,38,32,20,70,90,332,23.54,0.6599999999999999,0.55,0.35,1.22,1.56,5.76
3,Jackson Cates,C,WAT,38.941,113,44,24,16,68,84,283,29.48,0.78,0.43,0.28,1.19,1.4900000000000002,4.99
4,Nicolas Werbik,C,YNG/DM,38.87,113,44,27,13,71,84,350,25.03,0.77,0.47,0.24000000000000002,1.25,1.48,6.16
5,Casey Dornbach,RW,LIN,39.385,117,32,28,20,60,80,261,25.25,0.55,0.48,0.33999999999999997,1.02,1.3599999999999999,4.449999999999999
6,Garrett Wait,LW,WAT,37.516999999999996,116,34,29,17,63,80,265,24.66,0.58,0.5,0.30000000000000004,1.0899999999999999,1.38,4.57
7,Ben Copeland,RW,WAT,35.775999999999996,116,23,37,17,60,77,269,15.91,0.39,0.62,0.28,1.01,1.3,4.58
8,Jack Drury,C,WAT,34.232,100,28,23,26,51,77,196,24.78,0.52,0.43000000000000005,0.48,0.95,1.43,3.72
9,Julian Napravnik,RW,DM,39.73,111,38,26,12,64,76,379,20.740000000000002,0.69,0.47,0.22,1.1600000000000001,1.38,6.77
10,Mick Messner,LW,MAD,35.815,115,29,28,19,57,76,302,19.17,0.51,0.48,0.32999999999999996,0.99,1.31,5.25
11,Alexander Steeves,C,DBQ,34.533,108,26,29,20,55,75,284,18.93,0.47,0.53,0.36,1.01,1.3800000000000001,5.2
12,Gustaf Westlund,C,LIN,38.519000000000005,117,20,28,26,48,74,279,14.280000000000001,0.35,0.48,0.44999999999999996,0.83,1.26,4.78
13,Cole Gallant,RW,FGO/OMA/OMA,38.016,114,30,26,17,56,73,211,30.67,0.52,0.44,0.29,0.98,1.26,3.67
14,Graham Lillibridge,LD/D,CHI,36.258,115,8,38,27,46,73,199,8.75,0.14,0.67,0.48,0.81,1.27,3.49
15,Emilio Pettersen,C,OMA/MUS,33.903000000000006,117,24,24,25,48,73,229,20.82,0.41000000000000003,0.4,0.43,0.8200000000000001,1.24,3.9000000000000004
16,Zach Solow,C,DBQ,17.859,56,18,40,11,58,69,136,13.24,0.32,0.71,0.2,1.04,1.23,2.43
17,Josh Dunne,C,GB,36.543000000000006,115,31,20,15,51,66,244,25.759999999999998,0.53,0.34,0.25,0.87,1.1300000000000001,4.18
18,Alec Broetzman,LW,MAD,40.217,104,34,22,10,56,66,284,22.68,0.62,0.4,0.16999999999999998,1.02,1.21,5.32
19,Jack Dugan,LW,CHI,19.48,54,31,20,15,51,66,167,18.56,0.57,0.37,0.28,0.94,1.22,3.09
20,Wyatt Bongiovanni,C,TC/MUS,35.295,95,29,18,18,47,65,221,26.92,0.6699999999999999,0.4,0.4,1.08,1.48,4.83
21,Cole Guttman,C,DBQ,35.891,70,33,17,15,50,65,145,43.480000000000004,0.86,0.4,0.41000000000000003,1.26,1.67,3.9299999999999997
22,Dominick Mersch,LW,LIN,36.499,112,33,17,15,50,65,303,21.16,0.5900000000000001,0.31,0.27,0.8900000000000001,1.15,5.390000000000001
23,Blake Lizotte,C,FGO,18.757,56,19,24,22,43,65,130,14.62,0.34,0.43,0.39,0.77,1.16,2.32
24,Mikael Hakkarainen,C,MUS/CHI/MUS,38.272999999999996,84,24,18,22,42,64,203,23.59,0.61,0.48,0.56,1.08,1.6600000000000001,5.1
25,Baker Shore,C,CHI,35.147000000000006,119,29,20,15,49,64,201,26.27,0.48,0.34,0.25,0.8200000000000001,1.07,3.3600000000000003
26,Joel Farabee,LW,USA,34.111,56,27,26,10,53,63,144,39.379999999999995,0.98,0.96,0.37,1.94,2.31,5.27
27,Chase Gresock,RW,YNG,37.18299999999999,111,38,16,8,54,62,266,28.98,0.67,0.28,0.13999999999999999,0.95,1.09,4.6899999999999995
28,Hank Crone,LW,FGO,18.570999999999998,56,24,20,18,44,62,205,11.71,0.43,0.36,0.32,0.79,1.11,3.66
29,Noah Cates,LW,OMA,36.22,71,23,22,17,45,62,151,26.03,0.53,0.5900000000000001,0.43,1.12,1.56,4.0
30,Colin Theisen,LW,DBQ,19.395,57,35,10,17,45,62,190,18.42,0.61,0.18,0.3,0.79,1.09,3.33
31,Marc Del Gaizo,LD/D,MUS,34.861999999999995,117,15,22,24,37,61,257,10.7,0.25,0.37,0.41000000000000003,0.63,1.04,4.39
32,Jack Adams,C,FGO,19.609,56,37,15,8,52,60,176,21.02,0.66,0.27,0.14,0.93,1.07,3.14
33,Nolan Moyle,C,GB,35.852999999999994,116,24,28,8,52,60,256,17.0,0.41000000000000003,0.48,0.13999999999999999,0.91,1.04,4.4399999999999995
34,Kamil Sadlocha,F,MAD,35.859,114,24,22,13,46,59,187,24.95,0.42000000000000004,0.38,0.22999999999999998,0.8,1.04,3.28
35,Oliver Wahlstrom,RW,USA,33.515,55,31,16,11,47,58,197,30.23,1.16,0.6000000000000001,0.42,1.76,2.18,7.3
36,Andrei Svechnikov,RW,MUS,16.474,48,29,18,11,47,58,159,18.24,0.6,0.38,0.23,0.98,1.21,3.31
37,Brock Caufield,RW,GB,36.045,117,25,20,12,45,57,189,26.03,0.42,0.33999999999999997,0.21,0.76,0.97,3.2
38,Calen Kiefiuk,LW,BLM/CIL,34.095,112,22,23,12,45,57,264,14.96,0.38,0.38999999999999996,0.22,0.77,0.98,4.59
39,Alex Limoges,C,WAT/TC,18.998,55,22,21,13,43,56,138,15.94,0.4,0.38,0.24,0.78,1.02,2.51
40,Nolan Walker,C,SF,36.811,60,24,23,9,47,56,105,81.0,0.98,0.6000000000000001,0.53,1.58,2.11,2.8200000000000003
41,Josiah Slavin,LW,TC/LIN,36.417,109,29,15,12,44,56,209,25.33,0.5,0.26,0.21000000000000002,0.77,0.99,3.78
42,Trenton Bliss,LW,GB,38.004999999999995,84,21,17,18,38,56,165,14.38,0.35,0.31,0.3,0.66,0.9600000000000001,3.22
43,Ty Farmer,RD,MUS/YNG/FGO,38.382999999999996,111,13,19,23,32,55,163,17.14,0.24,0.33999999999999997,0.41000000000000003,0.5700000000000001,0.97,2.87
44,Matej Pekar,LW,MUS,17.597,56,14,26,14,40,54,161,8.7,0.25,0.46,0.25,0.71,0.96,2.88
45,Eeli Tolvanen,RW,SC,17.402,52,30,14,10,44,54,246,12.2,0.58,0.27,0.19,0.85,1.04,4.73
46,Vincent de Mey,RW,MAD/MAD/MUS,38.607,119,33,14,7,47,54,237,27.939999999999998,0.55,0.24000000000000002,0.12,0.79,0.9,3.9699999999999998
47,Max Ellis,RW,YNG,34.32,107,22,21,11,43,54,225,17.97,0.39,0.38,0.2,0.79,0.99,4.13
