"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Nathan Larose","D","CHI","15.976","7","0","1","0","1","1","6","0.0","0.0","0.14","0.0","0.14","0.14","0.86","0.2","0.03","84.24","12.03","0.0","0.71","0.0","0.71","0.71","4.27","0.15","14.33","16.83","40.99","55.14","-23.89","25.0","1","3","0","0","0.0","0","0","0.0","0","6","0.0","0","0","0.0"
"","Jean-Christophe Gagne","D","ROU","16.751","4","1","0","0","1","1","3","33.33","0.25","0.0","0.0","0.25","0.25","0.75","0.08","0.02","57.88","14.47","1.04","0.0","0.0","1.04","1.04","3.11","0.09","17.16","17.56","59.5","44.39","8.0","80.0","4","1","0","0","0.0","0","0","0.0","1","3","33.33","0","0","0.0"
"","Antoine Palardy","D","DRU","17.372","3","0","1","0","1","1","0","0.0","0.0","0.33","0.0","0.33","0.33","0.0","0.0","0.0","49.05","16.35","0.0","1.22","0.0","1.22","1.22","0.0","0.0","16.57","16.21","46.16","44.44","-15.68","66.67","4","2","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Ian Smallwood","D","SNB","17.649","9","1","0","0","1","1","5","20.0","0.11","0.0","0.0","0.11","0.11","0.56","0.17","0.02","120.31","13.37","0.5","0.0","0.0","0.5","0.5","2.49","0.09","14.91","18.09","54.79","50.44","-2.94","50.0","4","4","0","0","0.0","0","0","0.0","1","5","20.0","0","0","0.0"
"","Isiah Campbell","LW","SNB","15.773","3","1","0","0","1","1","3","33.33","0.33","0.0","0.0","0.33","0.33","1.0","0.29","0.1","34.77","11.59","1.73","0.0","0.0","1.73","1.73","5.18","0.5","13.56","21.17","42.08","58.12","3.85","50.0","1","1","1","1","100.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Liam Conrad","C","SNB","18.919","3","0","1","0","1","1","3","0.0","0.0","0.33","0.0","0.33","0.33","1.0","0.28","0.09","32.51","10.84","0.0","1.85","0.0","1.85","1.85","5.54","0.52","15.52","15.62","50.5","45.43","-15.15","66.67","2","1","0","1","0.0","0","1","0.0","0","1","0.0","15","27","55.56"
"","Simon Leclerc","D","GAT","18.232","13","0","0","2","0","2","7","0.0","0.0","0.0","0.15","0.0","0.15","0.54","0.39","0.03","189.31","14.56","0.0","0.0","0.63","0.0","0.63","2.22","0.12","17.28","16.72","48.84","45.44","-0.22","52.94","9","8","0","0","0.0","0","0","0.0","0","7","0.0","0","0","0.0"
"","Frederick Denicourt-Fournier","D","VDO","17.681","48","0","0","2","0","2","16","0.0","0.0","0.0","0.04","0.0","0.04","0.33","0.45","0.01","572.02","11.92","0.0","0.0","0.21","0.0","0.21","1.68","0.05","15.87","15.8","44.4","47.32","-1.75","44.83","13","16","0","0","0.0","0","1","0.0","0","15","0.0","0","1","0.0"
"","Marc-Antoine Gagne","C","CHI","17.651","11","0","0","1","0","1","5","0.0","0.0","0.0","0.09","0.0","0.09","0.45","0.27","0.02","102.16","9.29","0.0","0.0","0.59","0.0","0.59","2.94","0.16","15.56","15.83","44.18","48.45","-22.46","25.0","1","3","0","0","0.0","0","0","0.0","0","5","0.0","30","73","41.1"
"","Louis Jr Tardif","D","BAC","17.594","60","0","0","1","0","1","17","0.0","0.0","0.0","0.02","0.0","0.02","0.28","0.38","0.01","785.4","13.09","0.0","0.0","0.08","0.0","0.08","1.3","0.03","16.59","16.93","48.36","50.13","-9.13","39.58","19","29","0","1","0.0","0","0","0.0","0","16","0.0","0","0","0.0"
"","Dominik Blain-Dupuis","LW","GAT","18.44","12","0","0","1","0","1","9","0.0","0.0","0.0","0.08","0.0","0.08","0.75","0.85","0.07","119.67","9.97","0.0","0.0","0.5","0.0","0.5","4.51","0.43","15.51","16.62","39.14","49.1","-16.66","16.67","1","5","0","1","0.0","0","2","0.0","0","6","0.0","0","1","0.0"
"","Charles-Antoine Giguere","LW","BLB","17.372","9","0","0","1","0","1","4","0.0","0.0","0.0","0.11","0.0","0.11","0.44","0.42","0.05","91.71","10.19","0.0","0.0","0.65","0.0","0.65","2.62","0.28","17.06","18.19","51.73","49.39","10.0","60.0","3","2","0","1","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Ian McKinnon","C","CHA","18.533","17","0","0","1","0","1","11","0.0","0.0","0.0","0.06","0.0","0.06","0.65","0.54","0.03","154.22","9.07","0.0","0.0","0.39","0.0","0.39","4.28","0.21","16.74","17.44","52.77","52.17","-24.37","28.57","2","5","0","0","0.0","0","3","0.0","0","8","0.0","0","1","0.0"
"","Felip Bourdeau","RW","SHE","16.614","8","0","0","1","0","1","14","0.0","0.0","0.0","0.12","0.0","0.12","1.75","1.01","0.13","99.51","12.44","0.0","0.0","0.6","0.0","0.6","8.44","0.61","17.56","17.24","45.35","54.56","-25.43","11.11","1","8","0","4","0.0","0","1","0.0","0","9","0.0","1","1","100.0"
"","Justin Bergeron","D","ROU","16.003","8","0","0","1","0","1","1","0.0","0.0","0.0","0.12","0.0","0.12","0.12","0.07","0.01","92.13","11.52","0.0","0.0","0.65","0.0","0.65","0.65","0.05","15.18","17.04","58.95","44.72","9.88","75.0","3","1","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Jamey Lauzon","LW","BAC","19.68","14","0","0","1","0","1","12","0.0","0.0","0.0","0.07","0.0","0.07","0.86","1.41","0.1","167.53","11.97","0.0","0.0","0.36","0.0","0.36","4.3","0.51","17.05","17.46","47.11","52.52","-18.33","26.67","4","11","0","1","0.0","0","2","0.0","0","9","0.0","0","2","0.0"
"","Jacob Brousseau","D","DRU","17.859","3","0","0","1","0","1","1","0.0","0.0","0.0","0.33","0.0","0.33","0.33","0.04","0.01","48.47","16.16","0.0","0.0","1.24","0.0","1.24","1.24","0.04","16.3","16.7","42.16","45.72","-7.06","40.0","2","3","0","0","0.0","0","0","0.0","0","1","0.0","0","1","0.0"
"","Jesse Hilton","RW","BLB","18.894","5","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.14","0.03","44.48","8.9","0.0","0.0","0.0","0.0","0.0","2.7","0.19","19.14","12.46","57.61","26.85","50.0","100.0","1","0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Jacob Hickey","LW","CAP","18.339","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.01","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-40.0","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Marc-Olivier Alain","D","CHA","16.195","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.89","12.94","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.42","13.41","56.94","50.66","-25.0","50.0","1","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Austin Taylor","LW","CHA","18.393","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-71.43","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Adam Nolan","D","HAL","18.095","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.33","11.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","16.63","17.75","41.33","36.81","-10.0","50.0","1","1","0","0","0.0","0","0","0.0","0","0","0.0","1","1","100.0"
"","Timothe Simard","RW","CHI","19.968","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.02","0.01","22.08","11.04","0.0","0.0","0.0","0.0","0.0","2.72","0.07","19.39","14.27","41.38","48.43","-28.57","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","24","48","50.0"
"","Daniil Kiselev","D","BAC","16.956","42","0","0","0","0","0","13","0.0","0.0","0.0","0.0","0.0","0.0","0.31","0.26","0.01","515.88","12.28","0.0","0.0","0.0","0.0","0.0","1.51","0.03","16.62","16.82","48.02","48.5","-2.82","44.44","12","15","0","0","0.0","0","0","0.0","0","13","0.0","0","0","0.0"
"","Guillaume Bergeron-Charron","C","GAT","19.634","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.6","0.3","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-10.0","0.0","0","0","0","2","0.0","0","0","0.0","0","0","0.0","2","7","28.57"
"","Charles-Antoine Roy","C","GAT","17.575","5","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.4","0.12","0.02","48.76","9.75","0.0","0.0","0.0","0.0","0.0","2.46","0.15","16.43","15.16","33.5","48.29","-22.73","0.0","0","2","0","0","0.0","0","0","0.0","0","2","0.0","6","17","35.29"
"","Guillaume Beck","D","VIC","17.914","6","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.33","0.13","0.02","87.21","14.54","0.0","0.0","0.0","0.0","0.0","1.38","0.09","17.67","16.51","52.74","46.46","-25.89","42.86","3","4","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Pierre-Olivier Bourque","RW","VDO","16.614","7","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.14","0.01","0.0","59.8","8.54","0.0","0.0","0.0","0.0","0.0","1.0","0.01","15.47","16.1","39.06","51.43","-51.16","0.0","0","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Frederic Abraham","C","VDO","16.17","10","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.2","0.34","0.03","99.73","9.97","0.0","0.0","0.0","0.0","0.0","1.2","0.2","15.99","16.37","39.84","54.84","-3.91","42.86","3","4","0","0","0.0","0","1","0.0","0","1","0.0","19","45","42.22"
"","Noah Massie","D","MON","17.194","43","0","0","0","0","0","14","0.0","0.0","0.0","0.0","0.0","0.0","0.33","0.7","0.02","589.28","13.7","0.0","0.0","0.0","0.0","0.0","1.43","0.07","16.02","17.64","34.65","55.53","-12.47","21.57","11","40","0","2","0.0","0","0","0.0","0","12","0.0","0","0","0.0"
"","Joey Sansoni","D","VIC","19.119","1","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","3.0","0.05","0.05","23.54","23.54","0.0","0.0","0.0","0.0","0.0","7.65","0.12","15.9","14.1","50.78","41.2","0.0","100.0","2","0","0","0","0.0","0","0","0.0","0","3","0.0","0","0","0.0"
"","Benjamin Thibeault","D","VIC","16.49","8","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.03","0.0","116.57","14.57","0.0","0.0","0.0","0.0","0.0","2.06","0.02","15.27","16.03","47.88","46.98","-31.06","20.0","2","8","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Samuel Bolduc","D","BLB","15.768","6","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.67","0.18","0.03","79.44","13.24","0.0","0.0","0.0","0.0","0.0","3.02","0.13","17.55","16.2","56.69","53.01","-12.5","50.0","3","3","0","0","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Linden Namagoose","D","VDO","16.449","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","43.68","10.92","0.0","0.0","0.0","0.0","0.0","0.0","0.0","12.96","18.6","33.66","58.55","-26.92","0.0","0","2","0","0","0.0","0","0","0.0","0","0","0.0","0","1","0.0"
"","Evan Gallant","C","CHA","16.444","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.4","8.47","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.81","18.39","53.85","44.97","-47.62","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Andrew Murphy","D","CHA","18.317","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","20.85","10.42","0.0","0.0","0.0","0.0","0.0","0.0","0.0","14.73","15.49","54.81","46.86","-47.06","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jacob Dumouchel","D","GAT","17.336","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.8","11.4","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.54","19.44","58.07","66.73","-45.45","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Igor Galygin","D","VIC","17.224","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","42.41","10.6","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.16","17.18","52.87","51.28","-45.16","0.0","0","2","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Nicolas St-Pierre","D","VIC","16.811","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","27.66","13.83","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.34","18.83","53.68","56.69","-30.0","25.0","1","3","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Felix-Antoine Marcotty","RW","CHI","15.746","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.03","0.01","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-27.27","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Mikael Emond","LW","VDO","17.276","4","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","1.5","0.18","0.04","44.17","11.04","0.0","0.0","0.0","0.0","0.0","8.15","0.24","16.15","18.23","34.8","61.83","-39.13","0.0","0","2","0","0","0.0","0","0","0.0","0","6","0.0","0","0","0.0"
"","Edouard Ouellet","RW","VIC","16.671","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33","0.01","0.0","27.07","9.02","0.0","0.0","0.0","0.0","0.0","2.22","0.02","17.11","18.25","51.96","50.65","-50.0","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","1","5","20.0"
"","Marco Cavalleri","C","VIC","17.03","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.0","0.0","33.33","8.33","0.0","0.0","0.0","0.0","0.0","1.8","0.01","13.9","13.92","28.98","41.66","-41.38","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","3","5","60.0"
"","Logan Timmons","LW","VDO","16.34","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67","0.14","0.05","28.08","9.36","0.0","0.0","0.0","0.0","0.0","4.27","0.31","12.5","16.29","24.61","58.0","-50.0","0.0","0","1","0","0","0.0","0","1","0.0","0","1","0.0","0","0","0.0"
"","Jeremy Cote","LW","DRU","17.372","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25","0.03","0.01","41.13","10.28","0.0","0.0","0.0","0.0","0.0","1.46","0.05","17.86","17.63","43.74","56.61","-21.74","0.0","0","3","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Simon Monette","D","CHI","17.095","12","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.11","0.01","159.55","13.3","0.0","0.0","0.0","0.0","0.0","2.26","0.04","17.74","17.04","52.6","51.05","-19.09","40.0","4","6","0","0","0.0","0","0","0.0","0","6","0.0","0","0","0.0"
"","Duncan McKie","D","RIM","19.33","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.02","0.01","27.46","13.73","0.0","0.0","0.0","0.0","0.0","2.18","0.05","17.0","18.43","48.96","54.65","-36.36","0.0","0","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Carl-Olivier Dignard","LW","DRU","15.946","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.2","0.05","39.1","9.78","0.0","0.0","0.0","0.0","0.0","3.07","0.31","15.51","15.96","43.48","46.5","-8.61","33.33","1","2","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Anthony Morin","C","BLB","17.106","5","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","1.2","0.27","0.05","47.73","9.55","0.0","0.0","0.0","0.0","0.0","7.54","0.35","17.02","16.62","48.54","51.64","-50.0","0.0","0","1","0","0","0.0","0","1","0.0","0","5","0.0","13","30","43.33"
"","Dominic Hachey","D","CHA","16.559","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.02","0.02","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-16.67","0.0","0","0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Emile Bourque","D","MON","18.306","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.09","0.05","26.48","13.24","0.0","0.0","0.0","0.0","0.0","2.27","0.21","15.56","15.42","29.91","54.37","-23.08","0.0","0","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Justin Guitard","D","BAT","17.328","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.23","11.23","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.69","18.05","53.32","33.62","-45.45","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Yan-Cedric Gaudreault","RW","BLB","16.581","5","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.6","0.31","0.06","41.81","8.36","0.0","0.0","0.0","0.0","0.0","4.31","0.44","17.93","16.9","60.16","44.72","65.0","100.0","1","0","0","1","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Nathael Roy","LW","SHE","16.277","5","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.5","0.1","62.81","12.56","0.0","0.0","0.0","0.0","0.0","4.78","0.48","15.67","17.85","36.61","53.67","-12.96","16.67","1","5","0","1","0.0","0","0","0.0","0","4","0.0","0","0","0.0"
"","Jean-Philippe Turgeon","D","VDO","18.013","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.01","0.0","22.86","11.43","0.0","0.0","0.0","0.0","0.0","2.62","0.03","12.15","17.45","33.41","49.18","37.5","100.0","1","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Marc-Antoine Fiset","D","CHI","17.271","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.44","11.44","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.39","15.71","58.11","49.79","-70.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Jeremy Bouchard","LW","DRU","19.598","8","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.75","0.41","0.05","98.6","12.33","0.0","0.0","0.0","0.0","0.0","3.65","0.25","16.71","16.98","44.5","46.98","-1.06","50.0","5","5","0","0","0.0","0","0","0.0","0","6","0.0","2","4","50.0"
"","Matthew Pietroniro","RW","SNB","16.849","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33","0.01","0.0","33.0","11.0","0.0","0.0","0.0","0.0","0.0","1.82","0.01","13.83","19.5","48.62","54.68","-58.33","0.0","0","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Alexandre Gagnon","RW","VIC","17.618","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-87.5","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","2","9","22.22"
"","Charlie Lacombe","D","DRU","17.64","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.02","0.01","26.17","13.09","0.0","0.0","0.0","0.0","0.0","2.29","0.04","16.83","19.3","44.02","53.31","-28.57","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Ryan MacLellan","D","CAP","16.616","5","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.21","0.04","71.19","14.24","0.0","0.0","0.0","0.0","0.0","4.21","0.18","16.86","17.7","60.74","55.86","11.76","50.0","3","3","0","0","0.0","0","0","0.0","0","5","0.0","0","0","0.0"
"","Gabriel Proulx","RW","CAP","17.482","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.14","0.07","20.16","10.08","0.0","0.0","0.0","0.0","0.0","2.98","0.43","16.62","13.74","52.81","30.6","33.33","100.0","1","0","0","1","0.0","0","0","0.0","0","0","0.0","2","2","100.0"
"","Alec Malo","LW","GAT","17.131","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-16.67","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Anthony D'Amours","D","RIM","16.485","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","34.72","11.57","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.29","15.57","41.52","53.62","-38.1","0.0","0","2","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Guillaume St-Pierre","RW","QUE","16.682","1","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","2.0","0.06","0.06","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-83.33","0.0","0","0","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Liam Leonard","C","QUE","16.469","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.05","0.03","24.38","12.19","0.0","0.0","0.0","0.0","0.0","4.92","0.12","15.41","18.12","41.47","42.25","-50.0","0.0","0","2","0","0","0.0","0","0","0.0","0","2","0.0","9","16","56.25"
"","Vincent Ouellet-Beaudry","C","RIM","19.527","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","25.6","8.53","0.0","0.0","0.0","0.0","0.0","0.0","0.0","17.94","19.64","42.43","64.49","-31.58","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","2","0.0"
"","Olivier Crete-Belzile","D","SHE","16.036","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.09","0.09","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-100.0","0.0","0","0","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Chris Murphy","C","MON","15.869","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","24.88","8.29","0.0","0.0","0.0","0.0","0.0","0.0","0.0","15.4","19.1","33.24","55.69","-15.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Mathieu Samson","RW","SHA","15.803","2","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","2.5","0.23","0.11","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-72.73","0.0","0","0","0","0","0.0","0","0","0.0","0","5","0.0","0","0","0.0"
"","Raphael Champoux","RW","ROU","17.501","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","-37.5","0.0","0","0","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
"","Bryson Michel","D","SNB","16.97","13","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.46","0.15","0.01","171.11","13.16","0.0","0.0","0.0","0.0","0.0","2.1","0.05","16.83","17.0","61.95","44.4","-7.42","54.55","6","5","0","0","0.0","0","0","0.0","0","6","0.0","0","0","0.0"
"","Jacob Boucher","D","BAT","17.134","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.03","0.01","50.15","12.54","0.0","0.0","0.0","0.0","0.0","2.39","0.03","16.75","18.19","52.26","54.94","0.0","50.0","2","2","0","0","0.0","0","0","0.0","0","2","0.0","0","0","0.0"
"","Bryce O'Brien","D","QUE","18.109","15","0","0","0","0","0","12","0.0","0.0","0.0","0.0","0.0","0.0","0.8","0.14","0.01","221.68","14.78","0.0","0.0","0.0","0.0","0.0","3.25","0.04","16.24","16.48","41.82","51.84","-16.46","35.71","5","9","0","0","0.0","0","0","0.0","0","12","0.0","0","0","0.0"
"","Gregory Di Tomaso","D","GAT","20.512","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.04","0.02","34.92","17.46","0.0","0.0","0.0","0.0","0.0","1.72","0.06","14.76","16.42","38.66","58.46","-33.33","0.0","0","2","0","0","0.0","0","0","0.0","0","1","0.0","0","0","0.0"
"","Alexandre Dufour","LW","VDO","19.51","7","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.29","0.16","0.02","72.12","10.3","0.0","0.0","0.0","0.0","0.0","1.66","0.14","16.69","15.1","38.11","40.78","40.98","80.0","4","1","0","0","0.0","0","0","0.0","0","2","0.0","3","7","42.86"
"","Zachary St.Surin","D","BAC","16.97","21","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.29","0.25","0.01","238.17","11.34","0.0","0.0","0.0","0.0","0.0","1.51","0.06","16.45","17.27","48.12","51.68","-17.1","33.33","3","6","0","0","0.0","0","0","0.0","0","6","0.0","0","0","0.0"
"","Alexis Girard","D","RIM","16.734","46","0","0","0","0","0","17","0.0","0.0","0.0","0.0","0.0","0.0","0.37","0.48","0.01","546.35","11.88","0.0","0.0","0.0","0.0","0.0","1.87","0.05","17.62","17.47","48.7","48.76","2.59","51.72","15","14","0","0","0.0","0","1","0.0","0","16","0.0","0","1","0.0"
"","Zach Thususka","LW","CHA","17.657","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5","0.02","0.01","23.38","11.69","0.0","0.0","0.0","0.0","0.0","2.57","0.06","15.02","16.24","44.78","32.68","-80.0","0.0","0","1","0","0","0.0","0","0","0.0","0","1","0.0","1","5","20.0"
"","Alexandre Veilleux","LW","MON","16.636","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","11.36","11.36","0.0","0.0","0.0","0.0","0.0","0.0","0.0","18.29","19.07","52.67","54.39","-20.0","0.0","0","1","0","0","0.0","0","0","0.0","0","0","0.0","0","0","0.0"
